V1,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T
CHN_C23,616.382,353.5854,1287.6748,3500.8396,813.3421,7187.7813,591.5526,677.655,540.5147,3167.0319,5054.0181,2847.9263,2013.6019,169533.0704,23701.3629,9194.2497,20734.7079,22915.0954,8686.4809,12904.031,835.4711,2809.8723,1937.9914,611.9277,544070.9681,605.9596,195.1198,39.7508,101.0456,78.7847,7.2126,380.5681,1.4825,98.8127,0.4381,33.8168,11.8152,1956.0643,95.176,12.3954,807.1172,240.8227,0.7199,16.7705,0
CHN_C24,406.2619,142.2086,18653.778,2907.8558,2264.0393,597.5209,538.0774,368.1476,12818.6454,153.8629,12301.4236,171.4391,4565.4058,25366.4443,441077.2484,200998.9881,36258.6172,157369.1126,118987.901,73321.3538,19427.2752,19302.1696,449.7136,1035.5582,347017.7918,646.8534,402.3576,167.8758,168.0615,53.292,4.191,18.0013,15.6766,7.0102,2.7629,21.1352,169.4315,612.6441,15.1031,0.2246,46.9753,0.4676,0.3909,22.2125,0
CHN_C25,1392.4147,158.3547,10765.3075,8361.5338,833.9503,4647.0968,2434.3645,2249.2795,1281.8006,302.4985,4362.5289,1002.2091,6108.2491,20731.1695,4553.6723,104943.4572,17955.1715,30634.4245,64693.3255,25922.2268,12164.0573,10218.1849,2271.4652,1961.98,133113.2928,8728.84,407.7817,380.7309,84.5067,2188.3813,106.9583,370.8325,22.8628,227.3091,123.3535,44.1026,383.3145,25275.051,1175.7,568.6491,715.6889,54.3068,44.7503,499.4996,0
CHN_C26,410.128,93.5129,4684.3069,289.6045,408.2398,905.7741,309.2815,53.0503,458.6169,572.7022,1105.3955,399.0293,1108.7214,1252.4281,1259.1338,5268.6659,504122.7802,44980.3411,47224.5513,14093.7133,8867.4363,3705.0566,15544.8518,1602.2473,8615.7769,30179.3031,1792.1507,409.5873,1075.5796,2292.5675,161.4234,968.158,958.6795,8686.1868,18575.7224,537.416,118.288,51561.1221,767.111,2744.0489,2998.4844,747.8073,198.7468,1506.2787,0
CHN_C27,336.3832,68.9054,2316.4637,2633.3589,147.4272,779.4363,463.1715,138.4943,231.4823,125.3568,1101.2032,138.3061,1400.3007,1853.8744,1258.2746,7156.4998,61463.6233,127253.3718,53688.1985,19111.3991,19989.7902,4336.8721,43821.2819,631.1723,94595.0438,25777.9906,1690.4609,61.3141,1630.2238,1545.7502,283.9704,468.3601,362.1774,5711.8985,2350.1282,48.2151,19.3808,20915.4746,582.3175,1248.2576,68.2142,371.6519,22.5757,456.8065,0
CHN_C28,13214.3844,4376.8369,31392.5901,18094.4975,2788.391,3059.7888,3915.2776,1752.758,3243.3514,2569.2874,10789.5309,1029.1459,3130.7794,22269.1284,26383.4709,31085.49,31285.2381,30029.9534,195885.7694,30785.3804,12226.6838,4863.6984,1119.6317,1273.8476,32247.5401,1243.9921,1778.7374,4202.2484,2545.6115,7112.8381,413.3972,523.4733,16.5704,459.1454,43.3987,1032.1869,94.7218,795.2842,135.9404,67.6286,348.3357,12429.5419,15.2752,65.1145,0
CHN_C29,2152.2559,583.6716,481.7397,2800.695,220.7,264.3493,244.1399,33.5,160.993,7.7816,387.114,39.2722,202.8818,2701.3796,374.3693,2667.6551,628.3312,1574.4633,21651.9629,301497.7761,1046.7773,319.7684,65.2677,1384.9422,1093.5084,25654.4408,76864.7782,159.3245,155.9592,3944.6246,1948.0396,430.5853,43.3876,119.1526,56.3461,154.0566,8.9751,20163.0188,2478.5108,2108.138,79.9793,39.7296,18.7571,854.6122,0
CHN_C30,1050.3188,905.2862,203.0396,132.8784,5.1945,70.3453,57.844,59.8888,8.2882,20.5254,146.8866,34.391,23.8995,67.4793,44.2548,55.9646,161.3531,282.9961,3323.8428,5565.1963,22241.7537,2224.8613,10.5136,129.9767,902.9066,10810.1591,5443.6268,6376.3082,3637.7771,471.9036,2060.7899,5.6749,0.7551,53.3258,4.0262,14.548,4.7734,311.1395,77.9329,279.1697,8.5852,131.5629,5.5959,383.8069,0
CHN_C31T33,2190.6015,468.9659,2883.5068,921.6322,226.1661,2070.465,1861.2735,916.7394,1138.9636,597.9793,1537.7354,998.6427,504.0516,2713.8072,2009.2854,2237.5831,2653.8904,1624.2646,3116.9866,9690.8578,1482.321,16552.1419,4664.427,733.6177,13899.9242,6039.9156,1381.457,206.9956,1351.5044,353.7926,642.7936,756.0291,512.418,811.3237,2018.3049,5237.9841,1136.8108,17588.8449,929.1497,9042.0175,3413.975,589.6862,483.8966,1391.8566,0
CHN_D,13417.5623,1198.1053,23068.8951,22445.7551,661.973,9356.4472,8177.694,3223.5438,6599.5269,5605.4032,48019.3607,3697.2201,6449.2028,35271.8729,66958.8449,21871.8345,10125.4175,7649.3069,13454.2101,5487.3423,2020.5123,3742.1882,188462.6745,7773.4489,30171.8005,12164.9605,21819.7435,56.9052,264.887,1096.1187,522.5821,5708.3239,750.7504,4557.7655,1196.9728,1423.1929,1535.5446,5007.191,329.0819,3754.8165,1749.0481,2128.7162,222.8756,1326.5825,0
CHN_E,3264.155,444.6851,829.1801,809.6481,21.0451,2043.2312,733.3638,134.2233,10119.171,257.0298,1694.0281,297.4998,1999.5433,2109.6239,52753.9041,4953.6708,624.6662,508.795,592.2572,302.4924,209.0612,300.2347,3794.1437,24255.1253,2939.4398,1322.9329,434.6856,195.2274,133.2213,55.0807,35.2709,1352.8364,60.5283,202.8472,71.2701,220.5877,198.5459,568.2971,92.2697,489.9225,332.9008,428.7376,80.6363,166.2204,0
CHN_F,1110.6984,47.3326,325.8294,79.4814,6.5707,221.373,166.6176,43.0694,76.4674,26.6476,335.094,52.3418,90.1507,170.2508,193.2566,134.5188,476.0649,137.3792,229.853,110.1407,51.1987,131.6118,2299.7477,828.0967,79904.9987,1413.5513,916.9954,3.376,108.8744,137.5067,149.2272,823.1939,332.9829,518.5141,58.2624,908.1841,2821.8082,625.2162,65.9926,5068.9982,1441.283,768.5058,124.5822,143.7818,0
CHN_G,55510.8923,6539.8901,14793.7025,9142.2345,1042.5101,97374.0857,96231.797,9447.6308,17442.4246,12177.5059,51100.1927,18120.0247,21995.4377,32215.053,42033.5868,25461.4155,67458.627,35327.9993,46022.0714,94635.7211,8765.2455,18156.1038,17526.7672,7183.9138,113434.2887,29695.9131,43711.9566,3636.6869,3556.2358,7455.7873,1836.8339,27167.2367,2924.9489,3511.0273,4320.1166,4687.1645,1472.4507,35555.5844,3113.6138,20060.2444,5202.6164,20163.4751,916.9838,2226.3862,0
CHN_H49,30513.0777,3955.0981,9566.6882,6510.5796,570.4466,38988.4182,23051.1452,5263.599,8119.8694,11404.5703,30060.6361,8262.8451,9533.1644,26754.5398,35325.7336,15352.9991,16436.6267,17413.4943,22899.1159,18641.8302,3939.8435,7538.009,12448.2992,2652.2334,74397.0653,32600.4994,34048.166,1148.6063,1256.4015,14049.9299,3733.6602,11718.9957,1436.2555,1095.7925,2480.073,2175.399,659.1637,20404.6251,4217.2786,7935.6331,4325.9488,7025.2981,399.3846,1328.5259,0
CHN_H50,5770.2021,1320.9295,2218.4589,1445.7821,82.4361,4250.8406,2961.1891,697.5747,1535.8414,3476.6693,7324.0766,998.3193,2691.4436,4965.2307,7939.234,2756.3208,4156.1577,3070.9053,3810.5982,2994.3544,802.9436,1195.0903,2773.7626,441.7873,8714.3097,10584.9921,913.6751,11914.4071,105.353,7364.9421,42.3883,817.3366,92.6506,85.4174,205.1683,90.6823,33.5611,2532.5638,99.2861,324.6618,284.7842,402.6166,25.2172,110.8541,0
CHN_H51,2612.4349,211.8931,599.5588,520.7459,47.008,1723.0475,1991.7175,334.999,568.7149,2267.3595,2084.9663,1109.0608,814.8505,1311.7904,3121.6603,1169.4519,3947.5992,1820.0736,2514.7237,2083.4375,401.5883,639.9747,1233.9523,245.2219,3871.3278,5081.8,501.8527,72.5369,8019.0082,632.7298,1790.7645,491.9486,419.0291,417.1333,1155.1115,811.6104,254.9508,9907.5343,1246.4846,6378.9139,2638.0308,540.9012,119.6232,211.3908,0
CHN_H52,3056.0969,306.3956,1756.1385,1319.0271,92.8835,5438.6066,7369.9424,1029.3048,1640.4296,1479.9906,7331.0712,1118.0019,5011.683,4446.5045,8022.5588,3540.6186,4364.7518,4180.7287,4775.9742,5673.3132,1096.3136,2131.1964,1798.7202,585.2977,11656.509,11183.8644,12162.0474,13567.8021,569.2983,4554.4901,1887.0377,1305.2478,202.7083,175.6701,311.1529,194.8904,58.5615,2869.9746,292.7069,571.7871,233.33,1033.869,63.3236,376.1897,0
CHN_H53,2654.3784,530.5826,710.4567,209.6828,19.9539,2814.7116,923.4155,397.3822,408.3604,265.7016,1458.7421,1326.8593,665.7881,1451.5146,2223.9195,1216.0803,1149.5381,2426.7969,1587.7108,1860.5096,253.8524,619.95,1034.971,146.5148,3513.5142,15177.2635,407.3884,12.5939,48.6312,90.8575,2765.2438,582.2017,76.2661,473.692,1165.1711,1740.3889,74.165,1342.7781,76.8428,909.7198,421.5617,880.872,52.4694,97.3307,0
CHN_I,4758.1999,525.2857,3426.3722,2700.8638,225.3968,8326.6095,3080.468,803.9562,2162.9217,831.4537,5451.2423,4806.5864,2121.0673,6403.1399,7172.303,4971.6587,5576.1555,4819.0339,8702.4353,3632.2898,1216.0802,2133.6596,2881.2435,2157.9825,24128.9003,13779.0488,15244.0705,286.5534,3481.1636,2846.5646,1067.9962,1237.5592,3612.1585,1099.6256,3060.3126,19182.3354,1424.313,47500.6569,6659.4956,30792.7472,7791.1428,2109.8926,726.0551,1137.3072,0
CHN_J58T60,46.8081,1.6894,429.552,165.1131,4.8075,477.6601,465.4349,114.5975,148.7506,92.4832,433.623,354.2027,401.4509,708.001,825.7555,443.6268,750.6522,513.7503,721.7065,241.5528,64.2166,190.2381,466.9175,271.6712,639.8787,642.763,192.1697,58.6516,235.731,49.5401,57.8296,467.0373,2017.4216,767.6453,243.6151,480.018,136.8407,2005.4775,29.6571,5333.176,1765.1463,194.7261,117.3561,94.1951,0
CHN_J61,2076.021,275.9552,495.2944,476.8115,20.1269,923.3607,581.8045,175.7941,362.5135,60.299,878.4875,514.0367,340.1878,1066.0186,523.8644,880.2901,1797.1086,893.7536,1639.2039,480.7717,110.6842,317.8174,2105.9334,878.8259,28891.4185,3325.7083,2728.6854,3320.3588,628.4656,837.4867,1605.1614,1727.7771,798.6856,25873.9407,27998.819,6234.4393,943.3016,4605.9459,196.8312,17470.897,3736.6184,4372.34,200.6987,281.1608,0
CHN_J62_63,724.7099,3.0774,377.8009,508.716,22.9259,1358.7047,890.0095,116.9424,289.6043,62.8816,1315.845,558.496,419.4016,573.5988,680.8935,648.1155,12413.8798,1314.8596,1741.0067,798.9578,306.6351,493.6866,1296.5179,372.4016,9435.6188,3509.5163,2842.8967,1080.8022,1489.6205,2772.5085,861.7046,707.4993,605.4812,6265.9293,26082.5964,5200.9085,568.9231,4741.2897,291.1411,4991.5798,991.535,1110.0803,68.4317,155.7929,0
CHN_K,21284.5154,5719.2375,33849.7839,10958.6534,515.4424,8633.8367,6816.4303,1999.3673,6376.0328,4410.3831,17928.4046,5015.006,5452.2902,18752.3785,49953.9281,12836.7351,22113.2008,11044.9074,17735.7842,6380.4041,3218.393,3456.8802,37471.9631,7213.2374,116466.4644,55156.8197,112384.2024,10627.6983,4715.6535,4702.2466,859.0346,4527.3279,1259.8088,5124.3602,7137.496,42632.1548,42619.4149,47009.8013,3747.3386,12677.1495,8235.4361,2949.1878,764.5235,1006.5579,0
CHN_L,21.9288,0.0063,363.4919,39.883,25.8422,423.3989,198.3259,62.4074,89.3645,6.164,161.5832,63.244,324.6822,275.9855,42.9235,261.8663,477.7324,321.101,379.4222,178.1968,116.2921,439.7018,124.9575,543.3696,358.9038,85567.2967,1856.2715,50.4332,563.044,2422.7686,2465.0941,14497.3122,816.7604,5392.9687,19694.5846,24585.4903,8695.0707,29743.0349,1753.9124,7119.7155,7599.1354,3580.4597,938.4444,7242.6564,0
CHN_M,14525.3466,1153.2877,15636.634,7350.6152,519.9273,27533.2464,7887.308,1800.5111,4640.4932,2193.3577,16151.0897,13517.6354,7295.1982,11073.2744,9755.5324,8739.7146,20370.1914,11486.3045,19694.1921,20159.7239,2923.6353,4698.2299,6145.8557,1715.3123,150160.1865,82301.8018,3455.2276,1115.3323,3499.8016,2961.0192,2180.739,5230.2341,1780.1351,8900.7616,13934.9645,21282.714,10076.9695,87409.0693,1860.0144,3015.9702,1862.8891,1139.8738,453.2685,1158.765,0
CHN_N,1699.4659,288.9494,8046.2062,2537.9759,161.6937,8227.0742,4129.6683,3965.417,1707.4581,1295.4471,3029.6099,6070.5865,7483.3831,5226.9492,3552.6276,3124.5125,5929.6901,3928.2417,6024.2373,6368.7085,775.6285,1951.3236,1845.8504,949.0238,26166.6942,35123.2537,3491.895,1145.6565,2919.4697,1901.8284,1090.4824,3040.7574,1019.2745,3539.5727,8766.5461,8585.0898,3998.2194,13993.903,4204.0507,6139.4602,1117.7416,585.9787,263.5945,668.0719,0
CHN_O,705.5364,82.4386,260.7756,156.2297,8.4158,346.0667,298.4066,51.5702,111.5011,44.6688,338.6822,191.1566,224.6499,593.2436,302.0206,335.8879,384.4434,154.3313,452.9638,194.3579,50.9237,203.0512,241.4666,294.6107,433.0551,324.4474,123.1516,307.4521,43.371,72.4964,40.9237,144.0428,78.7019,195.4609,130.2164,351.8105,378.1609,1140.1447,73.8093,13212.9817,561.3862,146.7597,33.1065,64.7898,0
CHN_P,256.1196,25.166,210.0718,61.6261,3.7944,179.7259,100.7644,28.2876,33.015,25.5803,132.1992,113.3837,63.7209,160.3145,84.9666,151.4557,123.3194,90.9296,204.5117,103.8404,30.9062,91.007,34.4566,112.094,627.7822,1440.4133,722.7349,24.3382,92.9178,26.0389,32.1976,310.1527,122.5942,389.9638,77.1592,1496.6326,74.9045,718.0668,32.1604,4853.5428,3694.7634,649.4301,33.2049,64.3411,0
CHN_Q,177.58,0.5405,287.1862,202.1449,0.0,94.6094,103.6073,40.5504,77.4084,454.0955,98.5641,56.1958,12.3028,265.0751,471.6746,496.0434,183.2309,252.2629,365.0465,203.9468,90.109,29.6269,306.3612,36.6071,992.2527,347.2402,136.7252,17.8953,2.7624,115.1091,0.0908,10.6529,13.5901,5.9989,5.8807,120.402,0.5616,42.727,1.0369,1475.6673,102.0776,1595.795,8.2498,22.9475,0
CHN_R,106.6643,11.9369,477.2646,151.6289,8.1436,365.4639,159.646,38.9706,49.821,50.4876,170.2912,133.694,71.7792,190.315,181.6159,141.2444,164.1908,121.9561,266.9978,656.5496,28.2873,73.5418,294.8247,125.7989,972.2681,814.8535,211.157,94.6793,46.4455,281.8431,22.7629,149.2882,267.6032,52.9017,334.0287,2757.8344,103.1102,818.5615,101.4581,888.1249,140.5731,65.3365,1621.6481,182.5228,0
CHN_S,1190.8124,206.2118,1787.0049,387.8978,19.6268,1106.0277,570.8491,204.7982,602.7203,283.2302,1240.0922,651.3193,706.1792,1320.1248,1009.2364,1311.8231,1638.6354,1338.3154,1752.3014,2219.882,232.5113,490.8734,1501.5553,2061.608,7853.8209,6776.0292,5442.2486,214.3111,243.4178,1172.5174,112.2698,1508.6538,592.5902,603.3911,349.1402,887.811,270.8847,4713.4761,372.5048,5898.953,2239.7856,2577.3774,180.5129,1036.6972,0
CHN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
