V1,ROW_A01_02,ROW_A03,ROW_B05_06,ROW_B07_08,ROW_B09,ROW_C10T12,ROW_C13T15,ROW_C16,ROW_C17_18,ROW_C19,ROW_C20,ROW_C21,ROW_C22,ROW_C23,ROW_C24,ROW_C25,ROW_C26,ROW_C27,ROW_C28,ROW_C29,ROW_C30,ROW_C31T33,ROW_D,ROW_E,ROW_F,ROW_G,ROW_H49,ROW_H50,ROW_H51,ROW_H52,ROW_H53,ROW_I,ROW_J58T60,ROW_J61,ROW_J62_63,ROW_K,ROW_L,ROW_M,ROW_N,ROW_O,ROW_P,ROW_Q,ROW_R,ROW_S,ROW_T,ROW_HFCE,ROW_NPISH,ROW_GGFC,ROW_GFCF,ROW_INVNT,ROW_DPABR
ROW_C20,13779.9721,150.3155,5830.3419,1735.7843,714.8642,2638.3445,5403.3755,839.8006,2553.3168,6543.3678,28257.2206,2266.3403,13837.3847,3258.1756,3083.3523,1722.3161,685.9977,1467.2931,701.9701,935.7689,221.3045,1435.5418,593.7602,502.8643,7572.253,2150.2644,778.1721,167.0179,194.5886,194.2731,23.8479,558.2375,501.1981,109.8518,62.9823,196.9393,1366.3454,695.2797,560.9255,979.4625,883.6645,2122.3683,197.3876,1457.2165,0.0,16948.1911,20.6511,485.4458,1049.3424,2750.2124,47.0812
ROW_C21,1779.3746,44.2314,409.079,96.6245,56.3091,603.0159,384.4732,128.1754,263.99,868.6037,1219.003,6253.7304,949.6254,462.2771,183.7123,338.1172,39.3995,126.753,117.4362,82.8218,15.4124,164.6811,80.9126,35.609,1399.4995,838.8241,107.1713,47.7339,34.3695,35.2252,6.3025,66.2017,59.948,32.6042,16.5741,57.6409,198.378,298.9735,35.4197,733.3878,586.7396,8616.2034,74.4797,164.3509,0.0,11543.9042,16.7895,3456.152,796.1519,-661.2818,37.9296
ROW_C22,1452.9272,141.1292,1085.999,411.8112,119.3688,4126.0847,1488.0152,159.9466,1131.8415,390.9846,1743.6948,790.7544,4635.0919,776.0986,325.402,474.5672,762.8575,893.8555,781.8105,1465.6771,225.9506,1869.5197,146.2798,265.495,7633.2166,5175.4731,6936.6291,176.9196,207.5392,282.6971,44.3201,409.2638,190.5689,147.7548,58.9777,228.0198,1298.6909,316.3246,242.606,538.8995,248.593,579.3993,93.4806,500.4972,0.0,8671.5534,1.1274,110.7546,1623.5554,25.833,4.2808
ROW_C23,749.2268,38.8818,1020.0509,536.6677,196.4974,1889.3989,203.1002,137.3771,128.1028,287.1996,997.5976,539.9813,320.3391,8103.6077,708.9657,335.4702,315.3986,349.1292,262.3608,390.4894,95.0478,560.8762,241.745,160.9692,54496.5915,1527.2901,408.3862,41.7304,39.3344,95.9161,7.7925,387.1762,62.9962,112.2779,37.8248,120.7716,6475.9295,329.8534,181.2756,515.3558,397.9354,349.6963,61.1868,294.187,0.0,7270.7044,1.9917,92.8795,2342.9906,1153.7511,4.8087
ROW_C24,343.3858,27.0798,2995.3825,600.0911,501.8347,869.7912,229.5835,148.0077,259.3409,615.1412,1134.7719,168.2234,769.5247,1640.7947,54661.4138,17625.234,2022.8649,7154.7003,6770.0639,4345.6003,969.5612,4064.2308,360.5998,592.168,27472.17,1191.9373,523.5593,114.0793,95.6513,187.7178,3.6603,70.8791,62.5678,114.9015,22.2273,189.9493,664.1292,251.3589,87.5828,243.5075,121.4977,159.4537,33.7073,298.7789,0.0,598.3167,1.6165,39.1903,3980.5945,9095.5932,2.7739
ROW_C25,785.1415,119.9421,4250.0862,585.9502,388.4473,1905.8846,338.4878,221.2381,150.6809,347.1615,659.5578,174.847,388.4065,538.7784,1877.4206,4575.3655,615.5993,1014.2469,3824.6322,2589.1831,563.691,1897.8969,653.5247,267.3528,15312.6085,1556.7617,697.5933,120.5197,71.9484,180.8702,17.8409,232.5745,106.4774,288.3123,99.8494,230.7906,2465.9001,397.7859,214.9045,1113.0151,323.6837,280.9837,102.3849,467.3551,0.0,5927.467,6.6429,193.0489,13369.3035,-569.2654,4.148
ROW_C26,337.202,65.98,853.7421,110.4263,81.7475,261.6168,97.2448,21.9434,96.4988,94.7083,171.9333,84.2194,90.346,142.3126,144.8747,213.3766,7159.4448,1112.6256,563.4702,403.9311,118.7104,459.9879,341.8608,85.7757,1917.9247,1353.3478,269.0746,53.877,100.5864,132.6158,44.1332,145.0035,369.679,2604.2631,636.7631,566.6286,116.6372,674.598,233.1564,1112.121,727.5779,1216.5135,151.8857,1015.0684,0.0,13336.8417,14.1312,379.0001,20041.4959,-2573.8177,36.9851
ROW_C27,426.6281,92.4177,1052.0354,168.6473,152.1291,296.1782,103.1181,34.1344,85.9731,94.4447,230.0227,44.7259,94.088,245.5286,402.2479,501.2832,2110.186,5783.2949,1409.5829,1061.8291,187.6436,997.0303,1096.3752,147.0487,8928.1571,1376.8947,1124.1646,101.4772,75.687,187.4426,15.7478,267.4859,131.8752,876.027,146.3452,164.9772,294.0167,312.1301,184.2032,656.2053,425.1087,206.7064,111.8769,660.3533,0.0,9595.0572,5.2407,60.4013,11491.2889,-1774.9957,17.9496
ROW_C28,1103.4179,110.7671,5142.3794,1018.6711,618.911,805.4172,285.3594,110.0143,235.1464,303.2962,376.0751,100.3469,207.6656,577.5935,492.5961,691.3746,634.5133,1087.3021,6664.5994,2318.0844,329.9231,957.6098,632.2387,214.2312,6097.9371,1888.7081,695.4716,158.4667,157.5189,207.3054,24.7949,160.95,96.268,568.2461,110.8572,153.2115,563.949,340.7938,280.9526,2670.6629,486.783,333.8025,129.0377,432.4075,0.0,4950.8281,6.0761,98.0669,30009.3267,-3583.3047,4.0959
ROW_C29,402.9066,33.5283,1001.9635,201.684,232.9328,288.2258,95.3912,25.9112,52.0162,243.3401,200.7242,41.7097,173.2649,305.1258,565.4252,179.6067,119.699,263.7235,1392.3823,32767.2356,1088.6156,328.4969,247.9821,175.262,993.4248,4773.9682,5492.4534,46.5506,97.2547,212.5029,44.7773,68.7347,34.8623,107.847,26.6177,116.2302,165.5578,371.3266,550.0353,744.8847,452.366,176.3007,64.4286,266.6316,0.0,26435.5711,7.1705,110.4131,34769.3299,-560.9207,25.6384
ROW_C30,23.4121,156.6942,262.845,53.3213,4.9291,22.2146,5.8134,3.3094,42.0191,26.1175,64.4531,13.8575,4.3467,6.6394,13.1903,10.971,18.4431,11.9241,44.6305,217.8912,2135.2095,204.0784,415.9361,12.2932,100.1896,171.2777,318.5236,450.7235,563.3537,117.1803,2.4657,9.2567,5.2852,8.9025,2.5324,6.1408,25.8432,129.248,134.1193,762.951,45.2902,17.5858,38.1843,325.1297,0.0,4472.9551,0.1329,107.2613,10026.8696,-1900.3349,0.171
ROW_C31T33,1735.5503,202.0779,2445.6428,745.941,172.3537,915.2532,859.5671,207.8894,270.106,407.7441,509.6977,186.5012,325.4126,354.7299,613.8816,345.9758,405.4839,261.6157,315.3148,321.0566,151.2463,3441.3363,2100.7336,762.1513,3620.6764,2707.4416,3157.4105,402.7111,681.2672,384.7077,65.9968,532.0147,251.6546,846.5089,231.6931,1810.6472,1886.6478,778.8152,451.5415,2090.2524,1568.8246,3212.5179,538.9191,974.1212,0.0,18726.6816,12.5493,816.0346,12530.1452,-2817.0989,186.3143
ROW_D,4657.3053,440.4516,15657.8438,5253.9556,1350.7159,5762.9091,2465.5826,774.2554,2063.9293,3224.3283,7252.4616,602.218,1334.3039,6026.6843,7997.4713,1145.5184,686.285,630.1172,886.784,736.8011,192.1529,915.6057,39933.8214,2312.1536,3127.8446,11892.7533,5432.6351,279.6849,313.5601,1606.4689,289.8555,4402.7327,959.7174,3063.0015,508.8695,2517.7409,4015.7225,2173.7375,1024.6599,9911.9716,7936.1525,4125.4686,1558.9474,2445.1997,0.0,39615.9145,35.5605,3517.9648,1616.9478,201.7841,8.8765
ROW_E,880.3132,81.2818,1275.8001,413.1386,261.7202,963.0809,337.9875,71.8926,448.4783,274.8885,968.0176,89.8951,194.8554,831.2001,2627.1541,257.6422,90.2307,86.0469,162.3389,90.7631,27.6094,149.177,1257.8398,5266.368,1461.5723,1942.435,419.6113,120.3685,70.3603,239.8579,39.5183,1660.0193,109.8517,213.0609,65.4153,458.4574,1289.4198,455.6588,389.3174,4936.2605,1625.6319,1031.9644,392.6455,555.865,0.0,10106.7595,136.2894,4847.8558,628.0704,0.4777,2.8529
ROW_F,2993.7527,190.2675,7259.5465,1534.951,709.4766,1564.8412,478.2998,191.7453,366.4001,1010.8387,860.9198,189.2031,242.9295,682.8892,537.889,388.0975,224.2705,222.9806,406.2015,219.3791,92.205,547.5523,3457.0885,1375.3974,117200.539,6575.2102,1936.2924,256.8981,353.7783,2322.2455,220.821,2351.7308,522.9158,1934.6337,298.3101,4087.0099,79493.9846,2096.738,1051.4563,19312.6945,6878.2617,3312.851,1544.9784,3362.0107,0.0,20787.204,79.5576,2584.32,466862.8312,-37.1247,23.4045
ROW_G,43901.6873,3622.6225,18099.1754,4449.1607,2400.2711,45267.1596,21847.1605,2659.8385,4570.1781,10273.5235,11302.1944,4570.8899,5252.1199,6246.8035,8766.1307,5023.8752,4170.24,4296.8277,5644.4004,11806.8312,1334.6955,6757.7194,6011.2348,1877.5636,39318.153,60151.5836,19158.799,2357.8874,3628.2169,2882.3707,604.3576,14064.9111,3989.781,5316.0443,1547.4729,4181.0772,5585.0284,4652.4894,4548.4803,14300.3675,7267.6052,10071.661,1941.5032,4552.2115,0.0,186808.1509,132.4516,3216.357,58113.5522,21516.9772,478.9659
ROW_H49,10637.3833,725.6797,14678.3876,4472.4347,1430.8874,8880.233,3137.9787,886.3918,1452.9547,5220.7557,5338.7416,571.7482,1402.3623,3511.9441,4124.2089,1725.7811,587.19,941.0316,1138.5141,2328.8225,258.8693,1612.7603,3118.0341,676.8125,14629.8185,37395.0146,17263.5319,1267.0897,1221.6925,4499.3248,606.4588,1902.1539,1042.6155,1023.7015,425.1238,1780.8965,1305.3145,1948.6786,1808.3785,6790.4457,4364.3235,2029.254,408.6317,4862.5205,0.0,60946.6764,28.6933,2893.5762,7884.312,2681.457,977.7204
ROW_H50,903.9884,225.1052,5191.0503,375.3797,122.3839,883.7336,485.7118,99.9423,195.216,1071.1836,507.873,90.3445,176.7424,320.9244,455.8861,182.1529,156.4694,163.7039,200.4505,263.9808,57.1761,184.7288,206.3927,62.2644,1154.6043,3288.5721,1547.9777,5806.2876,341.906,1205.9741,44.9257,237.5703,97.8765,134.3173,51.5103,132.523,158.7452,208.7899,253.5297,642.834,179.81,219.1819,59.5155,334.2042,0.0,10447.0862,5.0371,282.3332,1759.5047,1637.7368,265.3602
ROW_H51,1002.2605,109.9704,1866.8639,285.9046,190.2248,989.6544,593.8741,71.1046,181.902,433.5658,439.446,141.8328,220.6316,263.7731,389.2219,215.0554,216.2893,212.2347,255.0086,330.6342,66.201,288.2997,352.2414,83.3269,1674.0051,2314.1413,918.3767,240.9885,2210.4783,650.0198,238.9744,447.1084,211.5241,268.0316,209.8797,739.3417,387.889,682.0933,1236.6388,2226.4509,639.7606,391.1524,210.0136,749.1191,0.0,18411.0494,8.5109,233.3294,2097.656,2025.1948,634.2573
ROW_H52,1682.2068,269.0323,2421.304,795.407,253.3301,2007.9813,499.6356,138.8509,306.8274,1019.7304,723.9871,160.7856,213.2045,504.5589,587.3596,256.6806,169.1099,175.9436,249.8225,401.7181,54.6272,266.6901,385.5013,148.7039,2363.4636,12035.4451,6213.295,3548.1756,3935.6946,5453.8266,225.9821,376.9979,250.8436,282.0024,101.24,232.3229,384.1076,473.4418,451.643,1715.6354,376.2547,270.1284,94.4112,381.1499,0.0,12986.862,12.4573,2808.5602,1238.1741,502.3553,34.4141
ROW_H53,94.2359,11.3853,390.3316,71.5341,33.1303,166.0566,83.433,12.7458,52.3066,35.486,100.2483,38.4084,25.0097,33.8826,39.3428,44.8633,43.137,26.2256,49.9332,24.3832,8.7102,51.968,172.8163,69.6621,261.2654,2350.3085,135.3361,289.6454,57.8322,256.4704,1601.5848,210.2356,530.0159,712.9417,121.2757,1318.6145,169.8876,449.3864,262.6349,2085.5831,496.4695,269.6459,126.9001,310.9014,0.0,4546.8175,3.234,228.3189,93.1691,8.6298,16.2351
ROW_I,708.3068,91.5407,5889.765,420.8833,208.9266,877.228,337.9975,56.0349,146.2416,317.3805,408.6364,200.0054,161.4,210.5066,271.7561,186.9541,213.3787,163.4435,284.5043,164.186,46.8973,274.1526,892.0263,301.307,2526.9905,5368.6189,1809.0212,410.0224,2165.6589,895.9439,122.4111,2727.2293,571.0609,1315.1069,662.7915,3065.0359,810.7162,2352.389,2570.18,6890.5173,3758.1814,3317.709,1166.4579,2134.1978,0.0,117382.2666,183.4653,2400.0087,479.1133,124.0418,5917.4144
ROW_J58T60,186.5795,23.4517,554.2173,119.0157,74.9573,914.3897,235.9146,45.0846,364.6165,118.2517,284.4764,155.6172,69.1021,172.1077,87.6992,86.1862,121.642,130.5049,100.4147,68.5112,24.573,141.9966,221.0815,106.5253,566.0463,4087.8965,323.4007,77.1328,211.9396,194.9835,103.4906,700.1002,12637.3131,2810.9022,762.4158,1692.939,440.2237,4131.9281,784.2015,2798.396,3686.8684,552.947,1024.4731,842.475,0.0,19877.4388,219.9886,3029.8008,6656.3773,6.3127,75.3694
ROW_J61,581.0023,106.4576,2778.6548,289.8437,325.259,622.5255,352.6149,69.608,168.9589,188.3775,355.7808,133.5749,132.3176,251.4868,170.4889,203.938,299.4244,163.3746,231.0567,126.4525,41.9832,240.4057,687.9027,224.8865,2063.8461,12472.5964,1009.2317,317.1385,346.9029,721.8289,342.0825,918.8804,1526.8697,25367.3575,1130.2779,5417.4036,1357.8476,2266.9167,1390.3583,6322.2592,2323.7509,2139.3143,633.1496,1513.617,0.0,63690.0745,29.2655,1266.2579,1540.3286,-7.8279,310.8146
ROW_J62_63,154.2846,26.7992,1044.8649,138.3066,84.34,466.8693,187.7616,29.0462,121.1931,161.0078,219.7742,139.0873,60.5898,109.9407,95.2757,90.5643,209.8283,114.5213,119.5284,89.0499,23.6461,113.2315,449.3399,153.7631,633.5378,2926.5904,436.5228,111.2031,289.8991,274.3727,132.3618,313.519,993.8572,2099.801,3262.5645,3686.6565,331.6836,1363.565,586.7361,3016.1331,1090.6412,518.1628,305.4553,521.5122,0.0,5190.9389,18.8173,407.4765,9460.3949,12.4043,5.3285
ROW_K,4246.0658,476.4882,12181.8037,1273.6146,840.8842,3579.3016,2136.476,296.0995,779.7266,2011.203,1771.0399,586.7345,598.7236,1133.7947,1636.6186,748.5613,620.579,545.5933,794.8282,692.7134,191.6826,827.0429,3455.1325,700.1943,10364.6777,20764.1032,7780.2197,1461.2353,1854.7536,1861.4705,328.3801,2384.2317,1040.4745,2431.1066,900.1438,47002.4812,28123.9546,4155.6784,2624.8635,10070.654,2845.345,2367.4098,908.5899,2270.2336,0.0,69164.4724,302.6119,5648.6261,1588.3144,45.6257,234.9665
ROW_L,661.5974,74.2476,2469.4861,371.0761,298.0227,1270.6057,820.0844,154.3913,298.7965,232.9997,402.0753,193.8406,208.0403,314.212,223.7193,349.2716,258.0292,173.3609,294.0033,173.5362,66.3833,576.3841,863.9216,286.7936,2837.1661,42004.16,1075.5748,228.5935,366.6043,1482.0563,417.4021,5681.5173,1141.2213,2421.8796,912.242,6258.3938,13935.8144,4712.0139,2243.2078,5652.1909,4380.1829,2139.2197,1478.6221,5336.6701,0.0,304012.7703,304.6746,2210.6503,10565.3686,1.8862,1008.9894
ROW_M,2415.5222,208.2352,7100.7822,1224.9738,1017.0663,4080.5757,1291.1216,178.0665,532.6745,1045.8699,1531.6766,1223.0112,447.1139,781.2399,749.2995,546.0922,781.0878,533.6954,708.263,609.4543,177.8174,732.8335,2160.4304,796.2086,11981.1861,13369.2782,1815.7327,519.3753,694.5027,1199.7408,278.8567,2001.1939,2436.3701,3852.8832,1949.7528,9621.7025,3142.5973,11913.9623,2971.3496,7665.3602,3761.555,2300.5419,1360.7413,2809.4232,0.0,11219.1693,178.794,2990.3945,20134.9475,34.0519,129.5572
ROW_N,1306.8255,168.863,5743.9297,1008.4785,877.8848,2512.1125,801.6188,143.8779,431.6646,605.6757,767.3452,509.3891,346.2779,580.1804,556.6283,402.3577,479.816,314.9769,469.5763,389.282,103.9744,522.9762,1694.7049,666.7774,5322.469,8538.065,2597.0792,1016.2877,1725.918,1844.2552,497.968,2280.7229,1396.9606,3578.368,1220.3234,4429.2485,2439.5412,3473.0927,5119.5857,5720.4177,3385.6898,2436.801,1108.541,2018.6434,0.0,12724.8637,113.9178,1908.8645,2508.1845,45.8968,133.2108
ROW_O,945.5108,266.3616,4369.3976,609.8885,377.1133,1520.5321,492.6204,103.6528,294.8301,496.7224,1370.2368,418.4894,277.701,298.8222,616.0598,284.5733,449.8601,198.4703,694.163,333.9094,87.7996,385.9025,959.7817,1347.9891,4507.4468,5396.187,3361.6595,1159.8317,1022.6957,1044.8756,436.3523,1099.6357,658.5445,3977.633,541.2052,2803.0081,2323.5852,3361.8767,1514.7355,67006.6271,5518.5317,3442.3121,945.922,1819.3755,0.0,50509.1951,1234.9797,377428.526,5496.9894,5.9906,88.9735
ROW_P,291.8323,32.0614,3083.5533,504.6724,147.8236,433.1984,127.994,38.802,81.3581,249.6165,526.234,227.9091,88.5269,383.4808,266.9959,173.679,167.5803,166.6095,213.4863,153.7801,44.6806,155.7999,1157.1934,186.9792,991.2308,3661.4967,412.5844,136.734,690.4237,347.0792,64.7394,281.8877,352.6712,789.051,519.1539,3648.9593,353.9044,1881.357,757.6642,9588.5216,18783.4598,1233.2135,804.4363,1127.3403,0.0,111965.2203,3768.8701,121211.8959,2993.7903,22.9525,347.3654
ROW_Q,338.7745,39.8192,2348.1172,194.2514,36.8431,276.3383,91.5761,26.9146,43.362,257.0644,717.8309,115.8786,43.0115,93.0472,1355.0411,114.5368,66.7558,96.2474,248.5524,60.4822,23.6129,81.4084,128.6318,67.1066,496.0101,666.9749,740.3674,39.7204,40.3418,128.541,44.2148,248.9213,76.529,131.3553,112.3683,5907.4082,116.3069,440.5377,264.3849,3001.9426,1496.4296,33739.4662,188.3204,1634.8685,0.0,102726.0651,5809.4544,91688.0975,503.7251,4.7391,264.2363
ROW_R,109.9819,38.7567,240.2765,22.7417,9.6662,185.9852,41.1952,9.9787,25.899,34.065,71.5341,19.3941,14.0246,26.0445,38.5771,31.2063,17.7664,18.8077,34.8176,18.1161,6.4466,29.0039,981.6942,58.6181,207.3373,1475.6612,204.9643,80.3345,56.2338,167.7228,15.84,414.5049,1151.4531,210.6466,73.2028,316.535,120.2676,621.1818,291.1972,1484.2861,1782.0518,256.1755,5419.6485,662.5886,0.0,20038.8554,2121.2605,5758.4027,686.9982,8.1838,1046.9108
ROW_S,1792.2867,507.7447,632.1646,218.3525,77.9761,530.2872,782.1423,41.5389,108.6439,255.8554,445.3959,180.1126,97.3302,274.4836,340.8194,108.2016,118.0276,123.1078,108.1495,68.0679,29.9621,334.0477,812.0011,226.0211,808.3393,3437.2247,2409.1967,442.618,674.5397,535.0262,57.4816,1335.5726,608.7624,829.34,606.8329,1454.9449,811.7244,1211.2205,1023.5691,2577.634,1454.0392,1681.3173,552.943,9899.9908,0.0,59911.1629,7715.5997,4253.18,6452.4238,5.8362,291.6913
ROW_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26319.6396,0.0,0.0,0.0,0.0,0.0
