V1,SGP_A01_02,SGP_A03,SGP_B05_06,SGP_B07_08,SGP_B09,SGP_C10T12,SGP_C13T15,SGP_C16,SGP_C17_18,SGP_C19,SGP_C20,SGP_C21,SGP_C22,SGP_C23,SGP_C24,SGP_C25,SGP_C26,SGP_C27,SGP_C28,SGP_C29,SGP_C30,SGP_C31T33,SGP_D,SGP_E,SGP_F,SGP_G,SGP_H49,SGP_H50,SGP_H51,SGP_H52,SGP_H53,SGP_I,SGP_J58T60,SGP_J61,SGP_J62_63,SGP_K,SGP_L,SGP_M,SGP_N,SGP_O,SGP_P,SGP_Q,SGP_R,SGP_S,SGP_T,SGP_HFCE,SGP_NPISH,SGP_GGFC,SGP_GFCF,SGP_INVNT,SGP_DPABR
SGP_C20,3.117,1.2767,0,0,0,105.0961,18.315,3.5491,113.2704,232.1202,6383.393,94.6464,258.9783,37.2447,192.4526,84.7518,2163.8225,87.8534,205.1985,5.8182,10.8785,248.8044,10.5409,33.9352,123.0816,276.4237,8.7425,50.8526,11.427,40.7413,3.167,41.5129,72.3421,24.837,60.8821,43.3904,33.6982,319.2273,88.0174,24.8975,55.5765,153.343,11.8192,82.3916,0.0,1116.6573,0.7227,3.2126,232.9378,710.2607,0.0
SGP_C21,0.248,0.1919,0,0,0,15.6686,0.5319,0.0571,0.5828,7.0519,17.5063,1032.6112,0.4722,0.2364,5.8806,0.8167,29.9143,0.8176,4.0449,0.2308,0.8151,17.8475,0.7674,0.6874,3.2959,12.4704,0.527,5.8744,1.6075,2.32,0.0523,3.2687,2.3505,0.9129,9.684,5.3684,2.5259,18.8662,4.3789,7.9462,0.7688,313.8487,1.2583,3.0705,0.0,382.4927,0.4884,200.3559,26.2208,106.9948,0.0
SGP_C22,0.908,0.3743,0,0,0,45.6946,2.3024,2.2079,28.4986,6.7188,42.6998,18.6067,67.6192,0.5749,6.8006,4.9908,158.5534,29.4548,57.9717,7.6642,4.8255,85.7712,0.9515,4.3896,51.8977,57.5741,2.3867,3.5095,1.0027,7.4825,0.8073,14.5219,12.0864,6.7952,4.9985,10.5145,1.6712,32.7881,3.7292,4.1472,17.0932,2.2158,4.4438,6.8042,0.0,85.3292,0.0173,0.1449,36.6308,32.8322,0.0
SGP_C23,0.0329,0.0121,0,0,0,3.2299,0.2277,0.0264,0.5899,2.1733,26.6858,5.9355,1.6087,75.0269,39.3982,2.1128,120.1475,4.6842,24.787,4.7614,0.9644,5.8455,0.7026,4.5031,490.8178,23.2573,1.4168,5.609,0.9407,1.0283,0.4515,4.877,1.6467,2.692,5.7513,4.4993,2.9216,25.126,5.2367,2.3359,3.5306,1.9048,0.7925,4.2062,0.0,72.0133,0.047,0.7502,36.1651,23.4319,0.0
SGP_C24,0.0023,0.0,0,0,0,0.2589,0.0921,0.8491,1.9696,0.0096,1.3485,0.0085,0.2321,0.1394,304.2713,256.1629,10.3331,33.0717,127.9745,0.731,17.4553,15.037,0.2304,2.1693,143.0508,3.0598,0.0469,0.0718,0.0578,0.1445,0.0,0.1294,0.0024,0.0,0.0,0.0585,0.5234,2.5047,1.1486,0.0723,0.0982,0.0,0.0,0.0235,0.0,5.1827,0.0,0.0,0.0049,29.5947,0.0
SGP_C25,0.126,0.1259,0,0,0,33.0049,2.3215,0.5285,6.18,7.521,60.4156,1.6188,6.0998,1.7076,24.2456,223.4613,218.7098,89.0317,205.0279,16.7095,41.9246,52.4333,3.7265,16.4293,458.5908,43.4047,1.711,6.2337,0.9302,9.4638,0.2019,5.2913,9.3434,5.2544,20.0806,6.4394,9.1563,118.1234,20.3417,233.1068,2.8118,3.337,1.904,3.8747,0.0,96.3912,0.2048,1.7302,117.82,46.2571,0.0
SGP_C26,0.7238,0.6456,0,0,0,46.1387,7.3594,1.2918,18.0969,98.1977,165.4348,29.2921,13.6825,5.4985,24.416,52.0822,23056.6641,135.4032,1133.0524,94.8829,60.8978,1031.7921,18.8397,33.2676,225.448,1023.5347,10.0751,103.2758,23.3769,32.8797,4.2948,76.4286,236.1774,359.8746,1312.0129,87.1168,31.6233,689.6329,99.8231,305.2339,142.6981,214.6836,41.3362,84.6105,0.0,1585.0682,1.1614,12.166,4927.8301,2826.1604,0.0
SGP_C27,0.0239,0.0233,0,0,0,6.3359,0.3737,0.115,2.0222,18.5103,13.3676,1.2987,3.6379,0.3139,7.1843,2.5018,199.5076,276.8218,103.7709,10.1463,11.0575,33.3224,27.1036,14.2493,69.8022,32.3581,3.1795,4.4091,0.8637,4.0003,0.445,5.664,9.227,87.7977,16.3842,8.0019,4.6861,28.7654,25.9609,2.4783,1.0283,5.2555,7.1162,13.0156,0.0,119.881,0.076,0.8102,187.6704,79.523,0.0
SGP_C28,0.3798,0.4243,0,0,0,28.4103,4.8908,1.2954,18.6731,88.2017,108.2502,28.4538,8.0261,4.9274,24.3437,47.3936,1108.4769,55.5236,1670.7574,28.3664,291.1116,79.9896,23.469,18.2793,391.799,129.4403,7.4397,124.3915,12.3362,45.1261,0.8803,27.3505,22.9718,15.7301,51.3589,35.7605,79.8578,317.14,37.5954,71.2909,25.0246,16.4137,11.6173,29.0288,0.0,186.7026,0.737,84.4599,1655.8265,250.0285,0.0
SGP_C29,0.0058,0.003,0,0,0,0.1718,0.1599,0.0089,0.0751,0.3536,0.5524,0.2563,0.0427,0.024,0.1407,0.2559,40.5112,1.0588,4.7396,6.0082,0.6525,2.1653,0.224,0.2443,1.3564,6.2179,0.2921,0.5578,0.0927,0.2394,0.0156,0.3733,0.5855,1.0196,2.7938,1.25,0.6935,2.7055,0.4964,1.1924,0.4064,0.6011,0.2115,0.3243,0.0,487.5888,0.0204,0.5747,193.631,10.0476,0.0
SGP_C30,0.0915,0.509,0,0,0,7.4486,0.9829,0.1308,1.2629,9.0938,15.2961,4.0297,4.4814,0.6985,4.2989,17.3661,81.7235,18.6313,1042.4899,9.341,3719.458,7.7487,2.3125,4.636,62.6962,151.2663,5.5722,1106.644,152.9781,172.7185,1.9669,8.5146,4.7102,3.5269,22.8943,23.9079,17.9921,132.9214,27.7805,681.1109,4.9029,4.7443,3.7475,2.8978,0.0,50.2462,0.0825,0.4433,2215.2533,297.4967,0.0
SGP_C31T33,0.208,0.1449,0,0,0,7.4043,3.8028,0.236,3.4146,18.1099,22.4318,20.2106,3.1142,0.5902,61.2613,7.997,298.8192,13.3177,26.1235,1.702,6.9521,846.253,4.5453,2.3038,191.212,121.5495,3.3603,14.2346,3.5339,51.9818,2.9874,58.1114,39.1462,40.6043,34.843,53.719,118.193,215.894,225.6981,25.5856,52.2014,256.3564,39.2533,22.2832,0.0,1941.6157,0.376,15.1328,1022.0309,155.9032,0.0
SGP_D,3.6539,2.1301,0,0,0,81.4108,7.5362,1.2993,22.3626,120.3759,941.5247,52.1723,23.7384,5.4917,84.4665,36.6532,386.6891,16.9986,73.4538,5.7778,28.5354,33.1874,3441.2028,137.4498,49.6235,217.1053,28.6136,7.6108,1.7182,82.9856,2.0656,236.9201,12.2598,44.7474,78.465,55.7092,201.9257,54.2332,12.1815,65.494,59.9162,68.7871,58.5949,22.5925,0.0,783.4485,0.6078,0.2646,7.8873,0.3078,0.0
SGP_E,6.2283,3.2433,0,0,0,45.1617,6.6487,1.909,20.359,24.6115,202.9734,13.8307,2.9465,66.3997,153.3918,17.4359,176.6136,4.0554,30.566,1.3964,12.8816,10.0545,140.5853,1148.6572,47.703,88.0252,5.1253,87.6318,1.9633,25.3727,0.628,151.3112,10.8087,14.8076,51.0128,40.1669,209.4743,74.1567,13.3435,598.3869,45.8218,37.633,52.1263,26.4081,0.0,514.6469,7.0863,0.0599,19.3693,0.0981,0.0
SGP_F,0.2411,0.0953,0,0,0,34.1277,3.9302,0.9049,10.0539,11.4065,44.5546,41.8789,7.0226,2.2869,6.8885,16.9674,153.6324,10.2768,53.5551,1.862,30.488,35.9103,13.9584,68.558,18235.1175,88.8024,25.9548,32.229,3.6733,48.7682,1.9368,82.0623,12.6545,8.7927,30.1599,42.1438,1016.257,314.62,25.0841,70.4629,65.7935,47.5245,55.8981,9.6691,0.0,27.5196,2.0191,1.2177,23023.1432,4.3511,0.0
SGP_G,23.929,25.2412,0,0,0,1605.0025,370.2228,32.037,257.5539,3890.23,4716.1272,510.0726,232.6064,129.8939,379.8657,382.9365,13399.7208,455.2165,1629.7923,101.6293,360.105,1009.8375,396.6716,95.6606,1524.772,4110.9462,284.9614,3781.818,837.2479,323.1574,20.7675,1677.2714,1270.6193,226.4706,4422.6057,804.1836,332.7558,1173.8936,443.816,551.9025,221.6757,431.0264,124.2185,159.146,0.0,9526.2714,17.9618,96.0173,4965.3914,2166.7682,0.0
SGP_H49,1.0392,0.7434,0,0,0,60.1127,9.2101,2.173,11.5633,191.6872,179.3807,34.1605,10.0742,11.83,22.1167,20.1696,386.0873,17.7851,93.0575,6.014,12.8993,52.5624,30.354,4.659,132.6605,375.4467,85.2095,299.2072,40.5847,111.4712,5.9744,81.1956,23.7246,12.2002,85.707,58.9047,15.9374,68.5006,34.8998,238.5971,24.7448,20.0554,8.8899,7.8179,0.0,1309.8371,0.4795,1.6249,108.8391,0.8257,0.0
SGP_H50,0.8556,0.7718,0,0,0,120.3235,20.793,2.9918,53.4631,830.9015,641.2033,63.1892,26.1266,56.9692,98.1155,55.0607,569.1707,36.1477,249.2008,12.6739,68.1445,182.3793,7.318,9.2745,105.0067,11803.5833,56.207,16809.9996,77.149,1054.2414,12.7263,44.6682,27.9291,22.5836,39.8914,41.9927,37.581,172.8632,52.114,69.5096,13.256,11.2321,7.3738,5.488,0.0,264.5484,0.2234,2.7202,149.9601,1310.3886,0.0
SGP_H51,0.4656,2.6082,0,0,0,18.0937,3.6824,0.6557,4.2252,122.5673,69.5209,5.8909,3.2125,4.8082,9.2538,6.5585,102.572,6.7138,17.5244,1.2739,8.072,16.3302,5.4347,3.535,33.3815,645.7837,4.7436,44.574,184.5127,31.1573,8.8222,20.1127,10.1022,5.6397,41.7121,39.0835,20.1104,33.379,22.013,16.9381,11.2386,13.5756,4.9863,4.9934,0.0,609.3235,0.1403,1.1782,49.9185,207.0338,0.0
SGP_H52,0.9581,0.8902,0,0,0,48.0679,12.4377,1.7232,13.6064,44.4727,153.8702,19.6745,6.3555,4.0195,13.0356,17.0,159.2284,13.5769,76.3993,3.082,49.2121,30.435,11.7588,6.547,98.5132,2369.6315,143.4667,4574.9129,404.3146,2099.0845,64.952,77.0323,31.443,49.3077,175.719,210.1264,126.3809,125.4516,59.6834,31.6234,17.2506,33.9956,13.5622,21.2305,0.0,416.0526,0.8322,17.6467,347.2245,56.9097,0.0
SGP_H53,0.0515,0.0788,0,0,0,1.3976,1.4006,0.0416,0.84,0.5564,3.0768,0.4153,0.2864,0.1155,0.3493,1.8852,5.7807,0.5276,2.5876,0.0984,2.0061,0.9736,1.0104,1.1141,10.0832,30.7224,79.5014,12.6136,31.5363,130.1288,375.0523,5.3298,16.7716,122.9781,53.1904,18.909,27.2283,37.284,5.3662,3.8508,0.5388,1.9437,2.3228,11.3755,0.0,230.733,0.0952,0.016,16.5564,3.0319,0.0
SGP_I,0.7251,7.0362,0,0,0,28.96,7.989,0.8958,9.819,13.2933,47.6493,20.5335,9.0253,1.9453,22.4254,23.5136,84.3204,11.2723,58.9097,2.2216,24.1253,22.9735,17.9048,10.954,102.7626,500.3783,19.0873,191.0757,132.5136,250.7049,25.2564,162.5063,186.2533,114.3828,173.7966,397.3938,77.974,304.0004,103.2368,57.9531,68.0764,55.4637,76.1444,43.0541,0.0,6641.2837,4.044,1.0011,131.9755,0.6458,0.0
SGP_J58T60,0.1133,0.1083,0,0,0,30.3833,2.0032,0.2192,3.6519,16.8055,53.6392,41.2536,2.4643,0.7188,2.4879,4.2854,805.9487,4.9686,64.4553,2.9965,6.1272,35.8938,4.1911,2.6197,31.4756,521.4967,21.8198,53.297,9.8238,29.7663,2.113,22.4298,447.8767,33.5121,1694.9464,214.8325,54.7545,120.9629,40.8013,24.7086,17.8324,11.4458,18.955,6.3759,0.0,367.3708,2.8621,95.3432,114.249,8.7595,0.0
SGP_J61,0.0503,0.0277,0,0,0,10.2573,3.5969,0.441,10.3713,10.8493,22.9094,11.9491,3.161,0.9689,3.0584,9.4524,74.7135,4.8709,35.381,1.6764,14.3716,12.4226,5.66,7.5633,71.0742,310.0764,16.5194,37.8379,35.9712,79.1209,30.2015,30.3458,87.9257,1758.2739,416.5318,557.377,23.4923,245.2654,48.1233,57.7989,37.2269,48.1207,21.5379,21.1356,0.0,2841.8097,0.6858,0.8483,41.9632,5.1298,0.0
SGP_J62_63,0.6194,1.8058,0,0,0,43.4264,10.3488,0.9384,11.8133,109.0368,151.0308,24.3211,8.3086,4.8262,12.9931,16.9949,476.3877,17.6695,83.6711,3.5664,23.9454,34.5331,61.7964,34.3347,51.5109,825.7656,37.966,174.1149,45.9905,134.023,10.6636,77.5585,523.0556,167.2142,9625.7883,2522.1298,105.9844,2563.1682,123.6367,467.519,184.382,389.8695,132.6773,95.484,0.0,227.2367,1.0619,3.9001,2460.5779,45.0525,0.0
SGP_K,9.0561,3.2221,0,0,0,141.0544,33.4663,3.306,41.3917,241.8217,462.8848,255.3035,30.0418,12.7265,54.8083,85.6895,1283.677,59.1376,337.5186,21.3349,104.1982,157.5752,210.694,98.3465,590.6387,4760.1312,102.1851,463.0374,139.8581,355.9652,14.7331,333.5414,138.1886,239.9687,610.4263,18646.8314,2975.3167,975.4614,396.6651,1882.2739,151.3166,332.6291,148.0659,111.8063,0.0,10249.575,11.5496,15.0578,403.6935,177.025,0.0
SGP_L,0.2536,0.161,0,0,0,103.4756,21.8529,3.5837,47.4261,16.3894,116.7141,48.592,24.2547,3.9271,17.7216,62.6869,298.7783,26.0585,111.1548,8.2895,54.5446,55.5803,107.963,36.7161,240.027,3849.8463,42.8501,130.3703,77.3868,416.4708,20.1002,1302.8385,110.1758,144.1337,393.4591,1088.3507,1440.3624,782.9604,219.8453,240.0623,228.0913,497.7017,168.2224,270.1294,0.0,17365.661,11.5076,43.6137,6214.4796,1.994,0.0
SGP_M,3.0622,1.4508,0,0,0,226.8908,10.7553,1.2482,23.8721,104.5366,548.0747,499.0184,16.0916,7.8151,26.4453,48.2433,2755.859,58.7228,601.0885,49.377,564.2145,282.8312,115.9502,88.9225,1032.7634,2980.8316,52.0811,379.7072,74.504,326.4389,8.6309,258.0372,281.2319,299.9493,2493.6382,1711.2248,1532.8825,3112.2097,430.8926,389.4793,155.7244,231.7262,210.6777,115.9255,0.0,346.9089,5.7242,1409.7362,3298.804,62.8244,0.0
SGP_N,4.3654,0.6589,0,0,0,134.4913,2.5194,0.3849,8.4524,44.5403,306.1576,706.7159,4.4409,3.122,17.3575,23.0652,2063.8055,16.7956,900.8303,40.8169,141.7172,366.8402,21.9776,181.6086,462.5107,2138.756,192.0833,819.5921,82.9382,287.3882,6.7519,165.7774,189.6502,271.8573,650.7336,1136.5552,1240.3724,696.7845,1194.3914,398.2733,184.301,445.6964,217.816,80.7269,0.0,309.516,4.3866,13.9105,46.286,6.2798,0.0
SGP_O,0.2672,0.1358,0,0,0,10.3136,2.0284,0.3652,3.325,16.5845,22.4907,5.4988,1.7455,3.0473,7.155,4.2797,43.1124,3.0851,12.0582,0.8806,4.1871,7.2087,17.2867,32.573,70.8752,252.5785,9.788,66.2285,16.416,45.6676,1.6852,57.8445,14.854,22.9237,100.3858,151.7115,135.352,128.8276,13.405,140.9546,16.4584,28.2115,24.3193,14.5213,0.0,383.3771,12.8185,22727.6882,1191.7922,1.066,0.0
SGP_P,0.1278,0.059,0,0,0,4.4,0.5621,0.0958,1.2137,3.8009,8.8064,8.2107,1.0958,0.3587,1.819,3.3892,18.7347,1.8915,10.1258,0.4528,7.2677,4.7855,2.8882,2.0024,7.4822,50.2859,1.4233,11.4624,2.2621,11.6886,0.2289,25.1151,8.4506,5.7521,47.9297,42.3643,18.366,29.4263,9.5012,950.372,315.5898,25.6968,6.0807,7.2549,0.0,3646.5994,71.0131,5794.8578,932.2541,0.3992,0.0
SGP_Q,0.4914,0.0129,0,0,0,1.4625,0.334,0.04,0.4697,1.5515,2.7154,0.6525,0.2748,0.0849,0.3036,0.6285,6.987,0.4126,1.6262,0.091,0.5199,1.1233,1.788,1.4227,6.3857,40.6831,0.9329,7.518,1.591,7.0785,0.2743,11.8942,3.0069,1.639,16.8247,31.3568,14.9752,110.1173,6.3842,2580.8713,13.9537,1207.5278,32.7209,30.5404,0.0,7126.3692,132.6481,4273.6668,201.9946,0.823,0.0
SGP_R,0.1002,0.0831,0,0,0,4.295,0.8312,0.0847,1.0286,4.0679,7.9112,4.2874,0.6553,0.2178,0.8307,1.3714,24.5122,1.0433,7.6648,0.3866,1.5405,3.8052,2.6497,1.4348,23.5618,75.1801,3.1761,15.8453,3.5696,12.4602,1.1306,21.7791,36.8828,4.3263,18.574,46.2836,19.791,32.4418,23.7641,19.0755,41.7202,12.2627,134.289,9.5854,0.0,3998.5651,39.0879,594.9557,113.0313,2.1161,0.0
SGP_S,0.2167,0.1727,0,0,0,7.7577,1.1103,0.137,4.0127,5.458,42.0338,3.8387,2.6288,4.3562,8.8243,8.0762,59.6252,1.8613,20.7435,2.4573,10.4799,11.2232,4.1141,4.8798,19.7648,191.7169,6.3877,7.7719,13.9705,32.6909,7.1567,69.679,26.0596,27.2902,160.0869,18.5626,104.6103,96.5608,24.2336,183.4512,66.8881,65.5761,51.1806,50.192,0.0,2233.836,255.4861,37.7043,83.9083,2.9524,0.0
SGP_T,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2267.2731,0.0,0.0,0.0,0.0,0.0
