V1,VNM_A01_02,VNM_A03,VNM_B05_06,VNM_B07_08,VNM_B09,VNM_C10T12,VNM_C13T15,VNM_C16,VNM_C17_18,VNM_C19,VNM_C20,VNM_C21,VNM_C22,VNM_C23,VNM_C24,VNM_C25,VNM_C26,VNM_C27,VNM_C28,VNM_C29,VNM_C30,VNM_C31T33,VNM_D,VNM_E,VNM_F,VNM_G,VNM_H49,VNM_H50,VNM_H51,VNM_H52,VNM_H53,VNM_I,VNM_J58T60,VNM_J61,VNM_J62_63,VNM_K,VNM_L,VNM_M,VNM_N,VNM_O,VNM_P,VNM_Q,VNM_R,VNM_S,VNM_T
VNM_H49,497.3912,228.4062,225.8584,17.0702,2.0983,978.9487,386.8699,74.6687,101.3035,186.598,192.2285,33.0525,175.309,200.8963,139.1855,44.1872,467.0092,199.2758,69.0824,88.1882,63.2317,202.024,47.7974,9.0051,464.4933,130.4852,82.5277,26.9857,24.4625,17.043,1.8198,112.0021,11.538,29.2526,3.9649,20.0262,28.7689,42.1671,14.9976,35.7612,30.4619,45.7927,18.5816,17.3325,0.0
VNM_H50,151.4192,59.0745,60.8636,6.1422,0.7438,264.1556,222.5268,30.401,40.233,50.9808,92.5821,9.3549,76.1472,65.3065,38.3582,12.1108,186.7314,79.954,16.7439,42.6537,15.4393,78.0851,17.097,3.1191,153.6816,45.4063,17.8405,33.183,5.2421,3.8487,0.4664,34.8927,4.8402,12.7199,1.0061,6.6916,10.2424,11.3566,11.284,13.9167,9.9943,12.1448,9.8202,6.4923,0.0
VNM_H51,107.9615,37.8394,96.4311,5.7815,0.8863,111.173,99.0032,15.9103,21.3836,61.8559,53.1136,10.9859,36.6503,32.0564,42.5133,13.7333,110.2562,52.1572,25.2668,24.9004,14.3415,47.5894,7.6934,3.1329,94.5452,53.0329,34.983,11.6945,12.7315,7.171,0.5957,26.8762,3.2085,6.8034,2.9601,12.5156,9.4647,16.6942,8.5893,15.806,10.8078,16.1557,2.956,4.6143,0.0
VNM_H52,164.0136,37.2023,22.0275,9.653,0.2005,224.7731,262.7312,55.7089,55.6007,15.4686,79.8543,3.2072,59.875,50.2837,22.3882,13.3704,74.5221,58.2587,15.5088,33.6589,103.8123,125.1747,15.1667,2.0059,98.0,639.4627,300.6016,334.7309,181.8058,792.9494,9.8684,16.7113,3.333,6.4819,2.5979,2.5598,4.5018,7.1947,5.7967,3.0779,5.355,2.6537,2.9701,6.2158,0.0
VNM_H53,6.5762,0.1917,1.4329,0.6765,0.4735,2.8041,23.1746,1.9749,2.198,0.1188,1.5764,0.6335,6.2079,2.1356,0.8001,1.0747,1.2904,2.4992,0.6123,0.7072,0.5014,8.7446,0.9398,0.8366,5.4644,98.4335,1.7412,0.314,0.1062,2.3869,22.1815,6.5206,3.7818,4.2401,2.4852,32.1879,7.8506,18.6566,15.5996,29.2278,11.2348,0.7025,1.589,2.064,0.0
VNM_I,262.4787,17.726,49.7763,6.0357,15.8229,66.9262,132.4488,19.9156,34.1835,5.8534,18.4861,17.1482,45.3983,44.0648,13.2649,11.9602,69.6184,21.7186,9.7542,9.0007,19.0185,61.7534,27.6505,9.2008,192.8536,657.1829,50.5965,11.5611,3.8675,24.0943,7.8759,88.7757,45.6577,10.8044,45.7939,312.7555,106.9945,202.2682,254.4465,476.28,173.3254,15.3501,50.1954,40.0457,0.0
VNM_J58T60,4.3773,0.2302,1.2603,0.25,0.0326,8.6124,3.5946,0.3899,13.1812,0.111,15.8452,0.7744,4.495,5.3614,0.5385,0.6146,4.1977,0.8217,0.1772,0.4464,0.1227,1.9845,0.4331,0.4848,3.3554,100.7968,1.4063,3.6627,0.2288,0.6316,0.1904,4.0185,197.4787,7.1871,5.4857,22.3703,4.6289,377.3232,2.0343,49.3351,48.6604,1.7456,96.0668,4.2834,0.0
VNM_J61,108.0241,6.7357,46.7057,2.4453,8.7285,14.5921,45.4143,6.7115,12.6303,2.2768,7.3891,2.689,13.9073,11.2911,4.694,4.1322,20.5721,10.8374,3.0061,5.73,8.4771,17.7385,10.6953,5.0028,42.1463,338.7448,22.4451,4.2392,4.3958,12.6298,10.3628,35.8095,13.4723,971.6251,103.9703,155.6209,53.2676,103.4856,25.2667,90.0094,52.9205,5.9205,9.4219,15.9824,0.0
VNM_J62_63,3.4025,0.236,0.5212,0.0668,5.6775,2.4751,6.5667,0.6202,3.7018,0.0586,4.7881,1.0105,3.2445,1.1843,1.4271,0.7601,27.7656,1.8309,1.1839,9.4717,2.5346,2.3519,0.9606,0.9568,5.3619,64.1667,1.989,0.1557,2.5544,3.4765,0.3199,3.5969,4.5716,452.7474,251.5129,79.0284,10.965,37.2544,14.1731,44.4385,20.2399,1.1978,2.083,1.4019,0.0
VNM_K,325.1498,27.3419,425.7148,14.5149,1.4378,133.3263,522.355,78.6432,260.4511,79.3138,214.2317,17.2823,176.4864,119.3535,55.648,39.8296,97.7602,91.7206,41.0185,22.4818,305.0358,192.2241,28.5398,15.1063,499.4239,2092.7377,119.3858,67.2406,95.1028,30.04,6.1211,343.2594,14.2009,18.0167,17.4551,5361.3233,247.4216,88.4042,73.3726,80.4178,72.7563,11.8512,18.7804,42.8213,0.0
VNM_L,65.6141,4.6178,9.6212,0.8593,0.3745,13.7171,38.9969,5.4871,19.0034,0.3137,11.0927,2.0559,16.5854,10.4125,1.8668,3.0559,6.4099,10.4481,5.0512,8.1316,0.7098,26.4525,2.2329,4.7115,36.7283,1017.8013,14.4557,4.3105,5.1398,23.2982,9.0396,138.1708,9.0312,7.2108,38.167,324.9008,348.1126,105.8251,20.4564,49.9707,247.7175,2.1313,13.2295,43.1726,0.0
VNM_M,155.9821,8.8796,166.2984,129.7493,82.0465,282.269,85.5367,16.9069,110.9035,0.9516,246.1941,51.5955,58.4819,62.5526,24.0378,20.077,146.4789,60.4981,7.7825,140.5789,31.229,70.4122,12.1545,16.7907,267.1731,1145.1024,23.7753,16.1322,42.4334,39.0678,5.1434,134.9903,57.4289,56.9669,43.8106,472.8165,347.9132,925.439,102.4224,158.338,164.1045,4.7895,19.0646,24.8281,0.0
VNM_N,42.6255,2.1959,37.7719,1.1599,0.1636,28.5601,100.9805,5.8406,8.9,1.4117,8.5584,1.696,31.0825,13.3351,5.0686,5.0024,23.8789,20.1831,2.3045,2.9846,1.3901,23.072,4.3587,2.3351,115.5033,291.3375,50.8904,8.7413,75.8086,165.5618,2.5012,20.4462,13.9714,11.2294,8.4058,41.0381,136.807,71.5001,70.0501,31.1604,40.1958,13.0541,11.2385,2.4599,0.0
VNM_O,19.276,0.1834,1.4215,1.1104,0.0192,15.2042,23.1007,3.5433,1.6735,0.1587,3.6762,2.1869,16.2093,3.9298,0.5113,3.8974,7.9749,3.7845,1.8056,6.3948,0.0737,3.0574,1.8116,0.4732,204.7785,124.7252,3.0663,0.2574,0.8443,9.9007,0.2606,4.2478,1.9708,0.1753,11.189,16.3356,29.5608,20.5935,3.6837,63.5974,15.8339,2.1753,2.6071,3.4625,0.0
VNM_P,6.4326,0.2554,80.7026,2.0286,5.5371,2.3705,5.657,0.974,1.6334,0.144,1.6943,0.9997,4.3193,2.2481,0.3134,1.4193,10.412,1.8175,0.2895,0.5275,0.0968,5.2078,6.0056,0.1771,6.124,58.3323,2.6295,0.0483,4.1477,1.8508,0.064,2.2052,5.4855,12.7522,13.2125,27.4129,17.6441,17.2491,11.679,43.7153,185.172,3.1721,4.1921,2.4733,0.0
VNM_Q,2.9377,0.0558,0.0139,0.174,0.0,1.604,4.2291,0.4521,0.3152,0.0657,1.147,0.5061,1.9323,0.9282,0.4946,0.3581,0.0135,1.3736,0.0344,0.3339,0.2525,1.592,3.3082,0.2775,4.0353,8.3244,1.2754,0.2478,1.3565,0.5968,0.2585,0.7635,0.3767,0.2221,0.5055,9.1295,2.4215,1.891,1.18,14.1324,11.2475,21.3938,3.3366,1.0057,0.0
VNM_R,0.5081,0.0003,0.0008,0.0011,0.1954,0.2865,0.3005,0.0308,0.1836,0.0,0.787,0.0001,0.3083,0.0433,0.0061,0.0338,0.4052,0.0529,0.0032,0.1424,0.0022,0.3771,0.032,0.0374,1.2878,3.0484,0.0981,0.2456,0.2635,0.1038,0.088,1.5257,4.1473,1.4891,0.389,0.5053,5.322,80.1373,1.4056,19.5023,10.4425,0.1369,307.0582,6.6241,0.0
VNM_S,10.13,0.8126,0.1731,0.5539,0.0006,1.9202,7.3927,1.1291,2.2165,0.79,1.0101,0.1805,5.2501,2.6672,0.6788,0.9849,13.7946,4.0078,0.6308,0.3567,0.1427,4.3285,1.164,1.6117,6.7939,65.0227,1.9442,0.4451,0.4039,2.0382,1.0865,34.6535,2.568,1.0126,3.8799,9.5207,15.7894,76.8943,4.8539,51.1902,24.8271,4.5417,3.5811,13.6581,0.0
VNM_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
