V1,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T
CHN_C20,133565.6305,1186.6441,25851.5639,20299.8206,1962.2355,5411.8657,55865.7778,14374.2956,29800.5857,7979.4994,372120.4857,14426.0165,148609.2227,40317.192,19182.0674,13957.1278,18499.1938,30238.9414,8738.9447,8710.4143,2890.8758,19468.8581,277.8074,10197.1487,86908.8697,16565.82,875.3486,74.3101,362.6968,70.7417,115.0228,3099.1326,1362.7199,16.4217,601.0563,176.4577,132.8105,30836.6375,540.8107,2337.9534,7481.5462,499.87,67.4393,4194.9365,0
CHN_C21,12555.4422,1594.0182,216.0051,21.6813,1.2793,1308.7214,124.57,0.5247,983.4283,9.3188,1863.0294,85243.6312,141.5606,859.6431,233.9562,262.6591,779.1561,145.8018,517.4543,14.0357,16.3985,186.3319,22.8671,269.9938,2952.1876,73.3017,56.6686,44.7543,37.3784,43.0513,73.6208,40.5266,20.7157,171.0948,95.8466,53.7434,6.8222,4567.2467,33.3907,229.3073,920.7918,147019.0847,5.6247,108.7895,0
CHN_C22,18491.3573,395.1435,1724.8597,3179.604,1398.1397,17049.9472,13880.7014,1802.7554,8597.567,907.314,28105.4548,2236.7809,104912.3628,10601.7115,1470.5649,8803.0228,30749.6308,37646.4508,27787.4303,37828.7075,7605.5675,16646.9433,88.1146,4443.115,45751.3199,14128.1475,10315.1593,50.351,99.1613,2464.0497,1566.8248,1719.7664,150.3641,579.9526,607.9273,64.1381,192.1301,4927.3052,449.7295,305.5593,74.2421,525.9335,54.9222,806.2105,0
CHN_C23,791.3987,455.1111,1596.1283,4453.0401,1015.5586,6824.0421,658.8137,807.9396,620.5746,2831.9454,6327.5387,3313.886,2482.622,207933.2234,23997.1421,10549.0248,26496.1312,26019.9363,8871.0416,15290.1451,1012.573,3183.7765,2434.8178,753.2212,625581.0096,759.3655,275.0203,46.7732,147.607,101.3965,9.4532,501.7043,1.6515,100.6236,0.485,40.4944,15.3252,2193.8651,52.5324,15.4455,1358.8327,289.019,0.8283,20.9147,0
CHN_C24,492.945,174.3494,19288.8448,3325.3208,2278.1529,543.659,569.0986,399.3443,11553.1994,128.0666,12252.7792,175.2845,4988.5499,29824.7409,475774.4192,223265.4849,42782.1278,167621.8323,154471.2438,79663.4042,21985.1682,20824.5317,516.141,1383.1139,376342.4801,742.9721,687.849,189.3165,213.6437,56.3618,4.7497,19.838,17.5164,6.7077,3.1962,23.5859,221.495,684.8245,19.3828,0.234,75.0654,1.3803,0.4092,25.6982,0
CHN_C25,1714.1706,195.6555,13211.5561,9392.9072,924.2209,4234.4219,2509.4023,2421.7533,1382.5657,246.1032,4418.0058,1305.7372,6467.2581,21655.1058,4737.3931,117418.4523,22424.2056,33370.9827,75877.1405,28326.4605,13042.9296,10830.1493,2603.1915,2430.773,147580.1231,10161.7346,794.138,437.6911,105.9852,2472.0485,123.4148,510.6792,23.5632,221.7987,167.6878,52.1825,468.4429,29724.9674,1460.6596,1046.9602,1121.2284,71.6715,40.8153,575.2592,0
CHN_C26,469.3108,107.356,3923.2599,322.7228,434.1727,775.2936,304.6382,54.9441,473.019,444.4207,1153.0054,384.8387,1181.7049,1285.7767,1251.4145,5590.3633,567755.3544,47017.1907,46945.2869,15451.9548,9300.2434,3911.4713,16548.4511,1872.2608,9391.0174,33392.7734,2115.8944,447.1072,1284.3359,2415.0249,166.3608,1104.0984,935.0674,8592.2467,17995.8833,540.8625,133.2484,54136.1381,909.076,3694.5195,4536.5531,9365.7878,191.5686,1660.601,0
CHN_C27,393.7609,81.5232,2335.3897,2801.2505,161.9567,701.2148,481.4324,144.7436,243.9617,100.1717,1085.2929,136.0316,1508.1929,1950.9469,1288.0408,7557.2711,69600.2495,132978.6878,57322.1524,20917.0447,21862.3754,4650.9855,48953.6936,748.6527,104807.0247,28767.0266,2164.2633,70.8244,2012.9589,1635.4024,314.1974,617.1427,386.4622,4953.2214,3173.9702,56.816,23.0929,22154.5205,686.1449,1642.4299,101.4603,371.989,22.4581,522.8185,0
CHN_C28,15475.1965,5121.6311,31234.1486,18547.8726,2877.62,2203.0702,3018.633,1573.9886,2670.7662,1979.0294,9910.7852,840.8343,3089.0944,18748.4622,24170.6098,32046.655,35192.4109,29006.5755,215617.8132,31179.5532,12116.9506,4543.1362,1096.4448,1314.0295,37125.4632,1123.3622,2258.3705,3719.5695,2524.1593,7426.4361,331.555,554.4292,15.106,381.1904,53.6765,909.3091,110.8134,979.3226,156.9824,149.7975,424.8254,139.6706,13.8125,60.4905,0
CHN_C29,2305.2122,627.9795,448.5074,2742.3106,216.8484,214.0377,222.6336,31.9547,152.8317,5.6943,376.7359,35.3834,197.9733,2973.2139,348.1126,2619.2909,668.826,1518.7459,19602.9521,308867.1044,1155.5532,313.9085,66.9095,1429.1123,1092.0588,27843.0334,81781.797,162.4083,172.1112,4333.9226,1990.8634,538.7805,39.1336,102.9763,62.8561,158.2612,9.8335,18787.3466,2456.8026,2244.5136,111.8505,36.0098,16.6563,920.0217,0
CHN_C30,1166.1153,1141.8388,201.8864,133.9478,5.2227,57.437,54.7703,58.5104,8.0403,15.0834,133.4949,31.7367,23.1781,63.2491,42.1551,57.3469,180.866,286.8542,3331.4856,6377.8914,23885.3368,2380.0826,11.8542,126.8016,953.2305,11485.6348,6783.2366,7497.0109,3542.0673,477.3341,2202.1822,5.7535,0.695,58.4584,2.9982,13.9436,7.1847,345.8884,95.4374,354.1857,12.7162,120.9405,4.436,404.41,0
CHN_C31T33,2395.9167,517.5567,2482.3304,967.5476,233.7205,1727.8935,1767.433,893.7785,1118.1138,439.4117,1427.2936,862.8176,505.983,2647.1366,2007.433,2281.033,3096.7297,1660.6539,3259.7233,9788.2029,1601.9311,15414.7078,5115.2527,777.8219,13802.8985,6415.4171,2628.0529,223.6862,1470.4815,354.9297,646.6525,885.7581,466.1096,723.3275,1823.8742,5062.3732,1257.9959,18336.0718,1052.6018,9896.7509,4541.177,551.4101,396.1757,1413.0139,0
CHN_D,15447.2112,1372.9583,29650.6035,26546.0511,722.4421,8364.7437,8296.6172,3408.9885,6920.606,4787.1171,48435.6513,4081.6454,6972.5497,39338.182,76717.1248,25943.258,12279.0651,8263.8349,15628.1101,6112.1606,2206.5037,4027.1496,216550.1575,9969.2402,35948.0232,13514.4938,32586.7069,64.5568,330.3492,1219.3472,584.8065,7032.2959,759.795,4372.0542,1824.8884,1623.8521,1885.643,5541.5275,367.7895,4457.7865,2713.0417,2221.7997,214.3014,1485.797,0
CHN_E,3121.1168,421.9354,761.8542,904.7648,23.5405,1870.8709,776.1403,153.0008,12271.2746,219.7407,1908.1183,307.458,2494.5345,2528.2286,65275.6467,6446.8435,782.5569,570.4069,901.0969,343.6225,239.3215,331.9326,3760.0736,35160.04,3323.7868,1530.074,641.2468,224.124,165.2034,62.7387,40.8585,1567.0377,62.8909,201.1312,99.7381,259.2579,248.4588,645.5669,106.1406,599.3768,531.1716,491.6322,78.3625,190.7066,0
CHN_F,1168.4152,49.6443,296.8324,80.6183,6.5866,183.0218,156.0978,41.9828,74.8974,19.8385,308.4345,48.3339,89.3816,163.6591,182.9945,135.4103,513.8284,138.0056,376.4387,112.4538,49.6457,127.4177,2442.9218,813.9636,87583.9055,1447.0442,1064.6763,3.5155,124.4915,140.939,153.8229,850.0232,308.9227,458.4374,87.3029,966.4584,4148.8801,641.0738,64.2127,5544.523,2052.0905,728.8143,114.1709,150.8384,0
CHN_G,65750.7996,7797.1584,16300.0155,10249.9495,1141.7143,92798.8226,112621.0375,10222.2067,19362.4201,12397.67,54006.3465,21074.8594,24869.9961,36462.9088,43735.8697,28210.0023,79326.3388,38332.1082,50054.6147,99265.457,9861.6639,19955.2772,20606.1611,8666.4477,126663.8677,33958.5877,49725.3252,4267.9763,4076.504,8247.0326,2063.9789,33493.7239,3057.7415,3358.3218,4645.2176,5459.8776,1870.9564,39801.8684,3738.6973,27378.5102,8088.7228,23659.3711,995.6056,2550.3853,0
CHN_H49,36469.0715,4640.5966,11337.5804,7669.9971,649.1326,37880.3291,25243.351,5851.0974,9151.2246,13918.8096,32317.6561,8847.3254,10621.7203,30759.8283,36954.595,16947.5035,21218.0324,18524.7003,26770.0987,20582.1573,4230.9528,8123.6691,15807.5448,3075.1039,82573.6874,36540.1148,42829.7904,1916.0842,1732.9478,16172.5579,4229.9385,13604.2236,1340.9977,1016.7558,2823.5034,2296.2144,794.8073,22759.5776,4759.6314,9187.5086,6392.0677,7268.949,375.47,1430.912,0
CHN_H50,6623.7583,1483.6919,2555.1592,1693.697,89.0071,4155.1175,3054.2984,781.7251,1723.3307,4357.3686,7457.7077,1117.5985,2705.6464,5533.8345,8267.7516,3088.605,5009.7445,3385.7297,5972.4234,3376.9798,820.8936,1282.5963,3324.7474,575.1424,8761.4128,13159.2106,1184.6821,14934.0592,123.7206,8937.3959,49.2053,1046.7176,101.052,80.6699,219.0476,111.8203,43.2264,2973.2781,127.3908,436.3947,466.774,476.0431,26.4467,132.2129,0
CHN_H51,3029.2011,251.8279,694.2726,598.9891,56.5985,1711.6469,2226.9244,365.9821,643.317,3112.6582,2434.3463,1115.9448,955.5021,1488.8705,3393.6217,1346.75,4558.0888,1999.4191,2884.7987,2378.8552,464.0815,689.7908,1650.2476,281.1782,4415.2059,5283.1888,649.9626,91.1304,8175.018,647.8699,1854.3907,623.7325,388.499,375.0345,1268.1397,833.2216,286.5517,10548.2146,1456.5626,7707.8892,4017.9727,639.8167,102.3941,226.641,0
CHN_H52,5199.872,520.7085,2181.113,1496.1211,120.7496,6128.3642,8171.4948,1241.1315,1996.9419,1796.8377,8653.695,1420.5376,5422.07,5432.4363,9211.1588,4284.3456,5570.1665,4757.2618,5914.935,8242.0249,1323.5478,2372.08,2576.0492,728.6729,15373.724,8070.1436,9185.3687,8879.2243,533.0887,3028.7963,1271.7812,2113.677,206.9482,176.7166,358.6491,261.7657,86.6185,3289.628,289.6551,915.1177,445.5427,1395.284,70.691,335.5405,0
CHN_H53,3451.8371,690.3407,894.7496,254.922,24.303,2992.8828,1071.2407,488.697,463.4432,248.3071,1587.8916,1588.9813,722.2532,1754.5932,2405.987,1450.914,1495.8822,2805.9132,1896.6846,2294.2642,309.943,725.6607,1308.2692,202.2522,4452.6783,19585.7566,533.4713,15.0249,58.8543,109.523,3410.2464,767.6894,86.5058,500.7958,1594.165,2210.2796,100.2128,1653.8522,100.0434,1199.9679,721.6336,1138.8674,58.2343,123.8095,0
CHN_I,5615.992,615.1343,3200.0344,2922.9081,236.7515,7327.5593,3039.8843,833.4307,2248.9669,646.4612,5724.5688,5117.5237,2232.037,6732.1676,7180.5858,5359.9202,7088.7502,5110.75,8076.8801,3905.3531,1351.1642,2191.4464,3195.5969,2381.4894,23909.4246,15145.8074,17272.5606,318.4483,3869.7916,3007.6601,1157.5233,1413.805,3938.6448,1025.2348,3355.1334,21492.2256,1697.8119,50360.3169,7239.8552,39904.6219,13571.3269,2088.4847,688.6196,1259.9095,0
CHN_J58T60,57.082,2.1864,380.9405,178.9749,5.5617,405.5644,443.3425,116.1142,150.1062,67.9976,401.3421,351.5221,420.7905,692.0061,785.1215,454.3517,820.46,517.2853,840.7219,244.7125,70.0107,191.6649,503.5702,338.629,758.971,723.4045,244.2197,60.3342,258.5654,52.0232,62.1151,520.8452,1984.242,770.8422,371.7579,537.1432,162.6047,2329.0695,34.883,5074.3013,2205.414,196.9714,119.2818,113.7936,0
CHN_J61,2453.3837,325.2044,448.2669,523.4898,21.2048,805.8634,571.5052,180.0164,373.5961,46.8977,842.8522,498.6619,356.6217,1106.9612,523.6679,941.505,2111.5274,943.4757,1387.168,513.5161,123.0271,324.5244,2341.6864,887.1246,23890.2403,3558.0197,3406.4512,3632.323,663.8037,901.8174,1738.2001,1864.25,844.4235,22618.9252,31113.4718,7349.2039,1115.2024,5285.2697,225.3646,24846.5386,5588.9909,4557.9674,225.9865,304.9555,0
CHN_J62_63,1186.3258,5.0517,400.181,614.9036,26.6508,1273.266,945.017,140.751,343.2909,55.151,1363.0091,659.2575,481.8689,723.9805,749.5384,800.0235,13098.6129,1492.6775,2086.0749,919.6802,353.4378,536.1857,1732.6626,478.5106,13856.778,4175.6618,4319.6535,1596.0209,1724.6602,3160.695,1217.3883,1180.5785,743.961,7483.2395,26131.259,7379.5033,834.9933,6650.3263,390.8934,8616.2192,2007.7242,1664.281,88.4868,206.7773,0
CHN_K,23596.313,6709.4004,39287.1506,11390.4579,531.2268,7382.0939,6563.9758,2000.7268,6387.1235,3698.2727,17268.2713,6759.4505,5524.3682,18526.2232,49050.3792,13454.0345,24394.5996,11373.4537,18083.8567,6795.4169,3076.9428,3531.4366,39479.8859,8313.1933,115864.121,59989.8923,119664.2131,11379.8896,5100.4123,4879.812,905.7946,4838.4386,1194.9113,4666.8116,7386.614,48229.5024,48422.3417,49885.1667,4126.0798,14947.6277,12063.1176,2840.9614,709.1991,1065.9423,0
CHN_L,26.5046,0.0076,364.9333,43.5077,28.4447,375.9154,204.2609,67.2842,98.2595,4.9754,166.0839,64.5954,360.7191,305.8525,44.4356,293.2757,582.8877,354.3508,474.3933,202.1478,141.512,474.0534,142.5453,640.0277,404.7189,99246.4029,2496.5958,57.9678,698.2402,2727.7374,2810.5274,18466.0835,840.3103,5273.8278,19854.5502,30005.215,10440.476,34418.8125,2180.4321,10715.9841,14902.8573,4095.7176,1019.2996,8786.0934,0
CHN_M,16941.5391,1345.5922,15551.9614,8010.1546,564.6093,25558.8846,7954.6667,1896.898,4857.5156,1748.6733,17262.9539,14355.2355,7774.6026,11742.5159,10033.8566,10190.6276,24582.2231,12701.926,21949.5919,22135.0315,3365.0502,4932.0925,6925.4909,2011.9311,175155.4643,93714.9192,4416.5835,1254.6442,3897.2899,3511.0317,2433.56,6014.3024,1880.6203,9119.9469,14725.9218,25820.1436,12556.9281,98324.9452,2261.2012,4229.2473,2932.6428,1220.0582,488.8305,1321.1963,0
CHN_N,2109.5825,374.2367,8774.1587,3072.1719,190.693,8223.2488,4551.393,4261.9528,1975.3596,1178.3902,3545.9748,6874.5163,8512.239,6157.173,4021.1928,4114.9717,7913.2811,4751.7797,8154.1864,7705.594,956.1476,2255.8421,2278.2473,1268.3824,33373.5059,43333.969,5124.7321,1387.8295,3541.0156,2450.1988,1341.2015,3674.096,1146.5551,4009.9556,10013.8829,11356.6668,5452.2035,17519.625,4798.1682,8564.0684,1845.6667,680.1859,298.449,819.0526,0
CHN_O,815.4826,95.0529,243.4408,167.444,8.9195,303.6961,293.7876,53.1661,115.5379,35.2268,326.9438,186.6925,237.962,607.6112,303.6543,360.7466,441.9429,163.479,449.413,208.3495,52.9571,214.7128,269.2225,345.8739,465.6306,354.1695,153.799,338.2468,49.6562,77.7161,44.6151,162.2104,77.5299,182.7733,166.3206,392.4628,448.5814,1237.0629,85.5352,16202.626,845.3637,146.7321,31.7522,71.0694,0
CHN_P,321.1819,31.4515,223.9124,71.4584,4.309,169.2114,106.3808,31.2525,36.941,21.4997,137.26,118.6687,72.1818,177.586,91.5374,173.6836,164.4225,102.7453,296.1397,119.8213,37.1013,99.9208,39.3842,136.8992,949.4035,1668.4966,998.7792,28.6533,113.4278,30.0793,37.6164,376.0128,131.974,390.7728,83.7027,1795.8424,95.3584,833.039,39.4977,6013.4209,7126.7137,677.9518,34.8317,75.9821,0
CHN_Q,242.8729,0.7356,349.861,266.8517,0.0,99.0348,123.0194,50.4932,95.1797,425.1869,116.7433,66.2895,15.3979,329.0214,576.4148,621.7402,291.0552,321.3198,461.6328,259.217,128.0691,36.9734,412.3466,49.7534,1283.7422,451.3158,229.1507,23.7588,3.6533,148.2949,0.1198,14.0841,16.1058,6.7753,6.9396,162.3273,0.8074,55.7272,1.2825,2062.6034,185.658,2210.6881,8.6537,30.2706,0
CHN_R,117.3679,13.1166,394.6764,150.6577,7.6476,289.7407,144.0082,36.4071,47.2812,35.9189,149.9045,117.2967,68.4243,178.422,170.227,136.6957,190.5077,116.6935,257.181,632.3379,27.6601,68.9911,299.6279,125.0372,1091.651,802.9823,231.5987,93.73,47.9912,272.3154,22.3527,152.0895,236.7797,44.9249,411.6554,2756.8964,111.303,796.5754,105.0934,1031.8011,192.7641,59.2318,1464.7152,180.3294,0
CHN_S,1333.0297,230.7065,1737.0553,402.888,20.2768,940.208,554.0242,206.859,615.4497,219.9999,1186.5023,742.4354,719.875,1359.755,994.0725,1374.9771,1894.6815,1387.535,1931.4984,2348.0645,241.1684,491.951,1633.1955,2280.24,8362.3521,7498.8023,6137.2175,230.6394,259.0465,1212.5179,123.2012,1636.7021,556.6214,557.2876,451.2601,989.2393,312.6114,5053.0164,400.5936,7387.8858,3333.0945,2595.4294,164.9827,1136.5592,0
CHN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
