V1,IND_A01_02,IND_A03,IND_B05_06,IND_B07_08,IND_B09,IND_C10T12,IND_C13T15,IND_C16,IND_C17_18,IND_C19,IND_C20,IND_C21,IND_C22,IND_C23,IND_C24,IND_C25,IND_C26,IND_C27,IND_C28,IND_C29,IND_C30,IND_C31T33,IND_D,IND_E,IND_F,IND_G,IND_H49,IND_H50,IND_H51,IND_H52,IND_H53,IND_I,IND_J58T60,IND_J61,IND_J62_63,IND_K,IND_L,IND_M,IND_N,IND_O,IND_P,IND_Q,IND_R,IND_S,IND_T,IND_HFCE,IND_NPISH,IND_GGFC,IND_GFCF,IND_INVNT,IND_DPABR
IND_C20,3350.1661,36.8963,931.3438,1404.1508,66.5813,1897.248,12210.084,321.7241,1081.2312,1534.3437,19262.2317,3902.2454,7511.2103,1191.5157,2331.1888,305.9228,573.4086,1379.6381,1059.3446,4000.603,939.5603,4223.2241,40.0439,293.669,5444.3738,1064.095,597.4749,1.5799,26.7117,110.3339,2.1775,19.5597,304.9464,40.2732,18.6543,26.3079,33.4842,4.3941,33.4052,59.2328,23.6036,1049.8728,6.9709,433.3799,0.0,11234.4946,5.3101,109.6067,438.2093,4074.4277,0.0
IND_C21,808.6307,20.8052,122.4023,177.312,7.6983,241.7095,1551.4769,41.3554,126.1837,190.5678,2786.501,3937.8806,960.9922,122.9553,276.1086,32.7905,38.6502,150.4429,81.9409,122.3521,44.2142,527.1174,1.8419,16.8704,593.0397,124.8286,5.48,0.0372,1.6367,7.6481,0.2805,11.1434,33.5034,7.138,0.3411,0.6055,0.6446,0.183,1.2764,169.6977,0.218,10641.1068,0.0696,29.1994,0.0,10418.4166,7.1992,1137.728,84.0702,1334.9171,0.0
IND_C22,274.0258,18.901,63.4413,310.0886,31.4051,1257.4524,2871.2708,62.9119,474.4265,451.6114,1393.1492,1143.3756,1437.9451,869.8825,897.9721,247.8706,1047.8423,844.2301,1413.7851,9711.0674,1922.3266,1075.4248,31.4224,510.529,3315.4097,382.617,1633.2316,1.194,19.8567,147.5003,2.3471,22.6587,195.4236,34.8117,19.0989,7.2406,62.6653,7.497,47.4987,27.7079,56.3335,122.2053,14.7527,677.6193,0.0,6884.2616,0.3802,10.9197,2234.7116,2047.9288,0.0
IND_C23,224.3523,24.7572,48.1996,56.4331,44.7707,112.9558,221.8915,36.5293,58.5398,50.6518,391.6401,91.1223,224.9897,6530.2143,2581.5069,204.1007,118.5035,361.9713,206.7639,314.1887,103.6962,328.1355,44.8534,14.1701,46403.6897,70.9047,100.2433,1.4338,25.257,15.8638,1.2935,10.2315,14.8167,31.4392,14.8119,9.3334,15.4473,2.5834,25.1206,24.428,6.8982,24.9784,2.3671,11.1404,0.0,770.9045,0.1575,0.1026,372.1957,2565.5134,0.0
IND_C24,331.6111,31.9583,498.3077,661.0747,103.8776,305.8257,465.0544,85.9919,553.1701,547.7871,869.6714,354.0071,890.9929,1931.5481,31590.4151,12890.177,2616.77,12875.6828,12825.3443,21449.9057,4928.9301,4695.9203,5960.2474,96.2264,33918.6401,366.6995,122.7228,2.0587,33.7179,46.1354,5.0208,9.3579,232.7347,86.1567,21.8045,72.1597,35.3353,7.4654,43.9459,37.5108,35.7496,24.404,7.1014,55.7754,0.0,755.1299,1.0982,0.0,2796.9667,5422.3813,0.0
IND_C25,1428.1482,194.2647,458.2707,780.0115,100.3204,646.2054,665.9251,108.3532,203.9239,529.2211,502.8484,388.7692,281.8572,685.2994,4810.299,1741.4012,541.746,1964.081,2030.9177,3043.997,929.784,772.5609,822.2199,96.3673,7496.8605,644.3859,756.4773,15.1957,182.2761,129.481,10.6771,54.5308,84.9228,288.703,111.3557,88.8473,83.3256,20.3743,193.5111,181.0724,69.6713,181.8857,19.6103,75.6009,0.0,697.8425,1.33,0.0,7549.2587,1411.7937,0.0
IND_C26,121.0574,10.8192,48.6791,100.4818,19.6038,129.2742,248.4592,43.3301,82.5289,106.8714,106.3044,127.048,94.9618,147.1492,520.6941,166.5009,1027.939,632.7846,395.8355,621.6498,201.4977,133.5687,116.255,12.0746,1475.5693,135.1192,224.498,2.164,132.6413,63.9919,16.3054,3.3121,93.7778,796.8015,20.2771,60.8249,26.7388,6.8163,31.8642,69.5136,15.8082,12.6511,4.0887,74.3566,0.0,2700.0588,3.9724,0.0,14552.489,1290.2576,0.0
IND_C27,195.9883,5.9984,46.5316,128.1372,38.8696,112.7474,188.5467,89.2512,61.8092,171.2802,122.4943,77.4108,76.5902,227.9944,581.3375,573.3635,1466.548,2199.7796,1196.401,1709.7833,513.6905,197.1369,306.2913,12.6302,4031.8347,301.7078,427.4472,3.5405,74.3293,88.6845,20.4474,3.1286,51.2294,855.2362,27.8664,179.2229,71.7922,10.7739,50.7732,35.5768,19.973,9.741,6.03,140.2113,0.0,1994.9122,2.7274,0.0,24980.6134,2226.7168,0.0
IND_C28,611.0928,27.0553,110.8127,454.8275,135.4682,379.509,287.0014,400.4801,64.5802,765.5585,171.6422,155.5801,105.6407,198.5159,1039.1976,479.7002,395.1587,771.1167,1954.0126,1618.0814,653.6395,175.9346,74.2161,11.3021,2377.6841,250.0486,181.0734,28.1068,47.3236,38.5416,15.3611,10.5443,50.5719,292.0453,24.168,40.7213,31.8642,9.5944,58.9994,63.6469,19.2662,23.2916,6.6042,47.2764,0.0,3491.6102,3.3148,0.0,41386.93,3316.0791,0.0
IND_C29,148.0451,16.2915,19.38,50.2125,21.9498,218.596,395.543,9.6652,79.0796,67.2798,140.6729,167.5766,201.674,152.7292,172.6361,45.9228,172.4209,138.6315,295.8904,1949.5942,328.9898,169.8134,29.7985,89.2469,561.6659,90.0051,322.9033,1.0665,18.7002,35.1972,1.3916,8.3147,33.3072,24.1968,13.1252,14.4703,22.0911,2.9499,23.9453,17.6483,13.9283,18.3481,4.4812,112.693,0.0,27769.4249,3.3864,0.0,61431.551,5812.291,0.0
IND_C30,202.5437,98.2208,6.6345,17.2474,3.2046,76.6557,137.3412,3.381,49.5741,23.466,86.6881,91.4715,94.4554,114.9424,58.5032,15.9522,58.9945,47.5211,116.4226,2153.0198,3371.2906,65.5623,9.6099,30.7827,194.7194,938.0214,752.5489,1454.24,8.9384,70.8705,1.2262,13.7051,82.3812,7.8644,28.6622,1.9836,85.4756,19.1238,86.4401,423.1273,25.4427,6.8174,33.4697,119.4874,0.0,8696.1734,0.0028,0.0,9715.1722,1492.3404,0.0
IND_C31T33,1236.9244,132.5186,583.9562,250.1567,46.7587,386.4336,529.8771,940.3359,339.9963,176.6217,315.107,207.2662,193.7077,313.1584,1112.0155,436.6786,224.7421,412.2459,632.6196,1061.2759,347.714,6428.3449,342.8742,84.1926,2739.3477,947.5305,724.1117,10.7542,174.9108,111.7749,16.1438,38.5574,60.6278,246.8437,82.9651,125.1311,117.8276,37.0022,268.8133,135.3227,47.8473,180.7824,17.15,161.1962,0.0,4063.0838,2.2395,5.7749,3227.5008,843.2444,0.0
IND_D,8423.6812,0.0,174.1495,360.9841,123.675,185.9107,3005.8897,33.4594,907.7186,433.8648,348.4694,100.048,963.2831,877.0967,6267.7802,484.8841,2293.0498,3310.6348,3446.3097,6448.3392,1079.6543,222.5332,892.9083,585.3571,6274.1611,5727.7777,5104.1298,93.5922,1734.4118,2143.239,370.3656,578.5739,812.2543,6744.8388,1014.1104,7735.8139,1589.3568,226.9489,911.2751,1183.6885,757.8223,424.8282,366.154,2249.663,0.0,41472.648,10.5999,0.0,0.0,0.2087,0.0
IND_E,183.5158,7.5979,159.3563,29.2371,34.1297,1.4653,5.2646,0.0,0.0078,0.0,1.171,0.0003,0.0056,13.5878,16.7217,10.8599,0.0,0.1273,0.0,0.0,0.0,0.0,3527.3095,187.9428,1459.7431,848.4858,3410.4433,48.8117,1073.889,1336.057,12.8643,141.0263,111.5796,112.7049,373.5334,1973.4784,652.9464,105.0508,480.3285,1988.9602,357.7106,132.9813,153.9001,876.5857,0.0,4449.99,122.4101,0.0,0.0,0.0,0.0
IND_F,3576.5077,0.0,53.8804,40.8223,86.0592,50.315,279.943,0.6882,1118.2846,714.5909,136.1814,52.7196,1633.5568,1615.9064,3600.0538,590.8779,93.2818,1395.2807,467.9768,826.1985,458.4322,20.1157,4037.9203,537.8904,45544.2313,6317.9039,2085.0228,13.1846,378.9611,666.2746,145.2478,9.7473,82.9465,1903.4072,1288.0502,1123.8523,13605.8103,493.8782,1702.6046,1973.9508,456.2912,166.0136,40.0263,2394.6213,0.0,7477.7652,23.249,0.0,377398.0309,0.0517,0.0
IND_G,9411.7135,683.3374,1421.392,869.5167,151.0843,26739.2597,17116.3641,847.7912,1732.8168,3587.4893,6587.8621,2678.1028,2814.7074,3073.6248,11006.3877,2335.2416,1132.235,2329.6808,3654.374,5536.8427,1544.4634,3512.7539,2582.9307,391.1971,20570.3917,10079.8874,7390.9803,114.5556,400.1733,701.8158,126.7581,6010.4721,1204.3868,1212.403,409.1807,827.1175,537.131,183.4215,1473.208,3479.4801,661.8489,1707.2328,88.3224,675.2856,0.0,105908.7433,30.8232,161.4672,16482.7275,11373.5479,0.0
IND_H49,4094.5229,264.0428,233.7987,406.5393,180.4507,8280.009,3631.6156,306.819,569.8187,1664.4029,1884.1962,527.5452,789.1406,2628.3912,9308.6582,1652.2264,313.3804,813.2782,1191.9657,2077.5588,527.6424,862.051,1643.3303,766.6219,10684.8683,4327.054,1212.3518,26.855,127.4945,322.1102,76.4429,1984.4974,291.0984,371.4634,338.7304,208.7426,279.0923,65.5543,374.8817,1373.2681,176.8594,196.0034,112.5133,321.6714,0.0,104023.0401,16.884,20.6613,3620.359,3627.4235,0.0
IND_H50,45.5082,3.2281,7.2841,9.7276,0.0037,98.6032,94.2897,9.3213,24.599,476.1975,84.5146,21.3506,36.9084,63.1236,216.1369,38.4682,22.3466,35.6274,42.2897,82.0578,22.852,46.9369,116.6492,8.164,29.0523,0.3003,39.3987,0.8502,2.7624,1.2721,0.736,15.689,7.9171,11.9424,1.0324,4.0068,0.9745,0.1244,0.9959,0.0057,0.006,1.9531,0.0114,1.4319,0.0,0.0042,0.1845,1.5832,416.6456,977.9,0.0
IND_H51,109.2172,7.285,19.522,28.6001,13.7045,221.3906,244.79,24.5929,66.6484,1363.0452,228.6759,57.3258,100.1968,162.6749,551.4456,98.3774,62.3369,96.3976,112.8665,219.8948,61.4987,128.6591,329.0128,192.9389,752.3989,376.2905,126.6735,2.8572,17.3116,129.802,12.4112,40.2856,35.006,79.1059,2.7348,574.6945,27.9961,42.8861,220.3343,718.6548,467.9718,100.3982,9.7057,71.5241,0.0,1733.5779,1.6038,1.5887,1170.664,1375.5592,0.0
IND_H52,736.2426,67.3171,349.975,63.2052,47.0068,2104.2319,862.2756,71.7859,132.4036,244.2008,464.718,132.6273,192.1998,614.5016,2487.7025,400.504,62.7675,195.9496,283.2951,520.5784,132.6556,204.526,368.2741,56.3411,3019.2238,1671.396,333.8174,7.7027,875.0829,156.2292,14.2215,516.4162,92.1462,84.3967,43.2746,444.2721,47.0838,30.9244,212.1752,356.4134,53.6868,49.3066,33.8497,210.5068,0.0,6406.495,3.4663,5.2852,895.5211,926.6623,0.0
IND_H53,26.6669,0.0,0.6412,0.6732,5.2674,4.9237,14.2919,1.017,1.5408,1.3148,0.4579,1.072,13.2707,10.0468,1.727,6.3481,2.8711,1.2423,4.4831,1.9235,0.6569,3.0428,615.917,182.5935,477.8421,295.8382,1403.6867,6.4731,88.6385,554.8179,414.312,4.7146,34.6741,1216.0107,150.1617,313.1419,67.498,91.6725,323.5989,0.0,74.3033,11.4096,25.7541,45.3619,0.0,1886.8491,1.4843,0.0,0.0,1.2187,0.0
IND_I,128.886,0.0,0.9849,11.4614,28.8675,0.0,0.0,0.0,0.3549,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.1366,0.0,0.0,0.0,813.2541,150.9098,3148.1556,4548.9156,2170.2642,15.2116,184.3171,333.7062,56.8668,5.5896,40.5291,634.2719,368.5022,4211.1249,253.7094,87.7561,387.4634,503.8045,136.7487,32.8553,23.29,245.1694,0.0,39430.9368,70.5842,0.0,0.0,0.0075,0.0
IND_J58T60,77.4529,0.1242,5.38,10.3893,9.4678,5.7101,11.7261,0.073,16.6911,76.2012,2.7293,80.0412,0.3036,1.1573,16.6706,0.3595,0.6295,1.292,35.042,0.9967,0.3217,5.7259,87.5289,5.6802,55.7376,74.9468,229.298,6.874,88.975,106.7738,1.9355,6.715,523.5066,42.506,56.8554,170.1907,17.4659,31.9773,70.6961,7.7603,258.3823,69.2386,45.7575,119.1077,0.0,16824.2697,106.0196,681.6294,0.0,9.8304,0.0
IND_J61,135.9441,0.0,3.3218,3.4513,15.3186,21.2126,62.9415,4.816,5.8791,5.6167,1.6701,3.8237,54.5869,44.9516,6.9117,26.5868,13.1516,5.1321,17.8436,7.0808,2.7582,14.099,2183.678,739.0165,2905.0086,1043.9146,7753.2209,35.5319,573.8009,2090.8135,48.7679,31.4618,259.5516,4889.6929,1375.385,1300.1357,374.8655,437.0307,1446.7286,0.0,349.3835,65.5936,134.5975,209.3328,0.0,27561.7077,7.3004,0.0,0.0,5.3001,0.0
IND_J62_63,0.3201,0.0,0.1447,0.0485,45.2969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5536,0.0894,407.0734,37.718,0.3783,0.1719,19.578,26.4069,2.0234,5.0392,42.1055,47.4096,61.7587,73.8986,468.5687,83.6126,233.6737,22.8171,5.3366,68.0319,23.166,26.3619,0.0,10164.2305,28.011,0.0,31895.796,145.6869,0.0
IND_K,7171.618,7.1692,154.2668,99.0971,126.1024,3652.6376,3663.9303,197.742,520.3032,1009.4389,858.9937,987.972,902.8238,965.5568,1204.7411,695.7778,512.1291,674.9344,1028.6345,656.5053,259.702,717.1834,2873.8819,2316.7878,7068.0719,13956.8737,3619.0032,15.0072,827.7214,1532.2992,210.3733,287.6756,2116.9988,3226.6984,8912.6957,19305.2521,3556.0729,1993.1769,7908.0894,1741.5921,5749.3342,2101.9245,1267.6327,403.357,0.0,55765.021,128.8624,0.2419,217.0454,27.1192,0.0
IND_L,0.5161,0.0,56.8287,0.0,11.4209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8914.0767,473.7584,3534.2957,1.4091,0.0,2.3361,48.6508,203.3959,0.0,907.6184,0.0,0.0,92.6187,2.2539,7.3571,0.0,406.8476,0.0,102.6114,12.7059,0.0,175177.191,67.4839,0.0,0.0,1.2355,0.0
IND_M,11.2129,0.0,51.8046,12.4234,17.5407,7.0856,10.5933,2.5889,3.2238,10.0686,3.4864,0.5887,30.6768,2.8857,61.4079,13.5981,119.2159,38.0132,110.3596,25.9326,7.4473,1.5381,99.0391,29.6599,72.3405,109.3047,75.2552,1.8272,25.277,37.4909,3.6096,7.6578,68.6251,89.5535,420.8346,139.474,46.389,76.2381,90.2646,30.2353,88.0664,13.5978,41.3504,27.9677,0.0,161.5114,3.4727,0.0,854.741,40.4107,0.0
IND_N,421.3158,0.0,2195.1757,473.4983,441.5237,262.8382,507.4234,81.6749,104.3532,271.158,85.3746,14.4783,938.5183,86.7572,2307.3874,431.1624,3628.9914,993.5121,3077.1143,725.3322,283.6227,49.2084,3763.201,1240.4648,2140.2298,2954.1038,4931.7261,102.5508,1789.2912,1885.7001,268.0905,315.8848,2285.777,3640.4253,13485.6796,4063.179,1733.3378,1017.8667,6091.7494,1206.215,5457.3748,786.3472,1795.4614,885.7607,0.0,11837.6851,138.4286,0.0,0.0,31.2045,0.0
IND_O,0.0,0.0,0.0,0.0,8.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7024.0517,164.6814,176256.4127,0.0,0.0186,0.0
IND_P,119.6866,0.0,5.9965,5.956,3.2691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.289,0.9234,48.8114,844.3858,74.0207,25.1435,364.5901,310.656,12.7412,1.0151,27.2474,191.8739,304.5484,628.8169,80.6062,170.8784,463.3099,0.0,1282.8978,54.139,30.3457,72.3506,0.0,53835.4206,1248.3122,58501.0756,0.0,0.0126,0.0
IND_Q,0.0825,0.0,1.532,0.0,1.8803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6481,0.0,0.0,15.5967,0.0,0.0,0.0,0.0,0.0,81.8203,1.1048,0.0,0.0,37539.3801,1373.9688,19873.5534,0.0,0.0061,0.0
IND_R,7.6525,0.0398,1.0199,1.6094,0.2855,0.0,0.0174,0.0,0.0058,0.0,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0002,12.1317,0.205,16.0217,9.3031,33.5998,0.9187,1.6927,7.2627,0.264,2.1459,23.4083,3.0912,3.9515,4.4577,1.6209,6.1685,26.266,0.0945,105.5672,19.9426,53.951,28.6606,0.0,10055.263,526.6825,596.6444,0.0,0.1252,0.0
IND_S,1.6621,0.0,123.4672,24.0684,7.2642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7349,0.0,0.0,0.0,17.905,1.5217,21.8558,2.8111,8.4194,0.9982,14.2215,3.7696,0.3819,2.2083,6.5532,3.8051,2.3011,10.9577,6.8273,3.2055,9.5003,0.0,8.013,0.88,5.5875,8.6258,0.0,37032.8565,2901.6355,13235.2789,0.0,0.0055,0.0
IND_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.5987,0.0,0.0,0.0,0.0,0.0
