V1,ROW_A01_02,ROW_A03,ROW_B05_06,ROW_B07_08,ROW_B09,ROW_C10T12,ROW_C13T15,ROW_C16,ROW_C17_18,ROW_C19,ROW_C20,ROW_C21,ROW_C22,ROW_C23,ROW_C24,ROW_C25,ROW_C26,ROW_C27,ROW_C28,ROW_C29,ROW_C30,ROW_C31T33,ROW_D,ROW_E,ROW_F,ROW_G,ROW_H49,ROW_H50,ROW_H51,ROW_H52,ROW_H53,ROW_I,ROW_J58T60,ROW_J61,ROW_J62_63,ROW_K,ROW_L,ROW_M,ROW_N,ROW_O,ROW_P,ROW_Q,ROW_R,ROW_S,ROW_T,ROW_HFCE,ROW_NPISH,ROW_GGFC,ROW_GFCF,ROW_INVNT,ROW_DPABR
ROW_C20,13724.8415,143.7209,4525.2156,1440.0933,589.4175,2744.637,5392.2689,810.4681,2529.0999,6147.342,26539.7485,2251.6029,13301.8714,3054.3448,2783.4956,1614.7845,678.7405,1372.592,674.1701,898.3716,247.084,1373.6901,541.9709,458.5806,6902.6958,2067.7531,698.4801,151.4656,182.0472,174.5467,23.0563,568.6781,511.796,105.8994,57.5299,202.6307,1253.4033,631.2996,518.4155,1001.3494,893.579,2248.3804,202.668,1445.3632,0.0,18479.0715,21.4533,557.5258,1021.9368,2746.0813,48.6967
ROW_C21,1696.3726,44.0488,351.5119,92.0368,52.9868,557.9062,372.5275,121.0976,255.543,726.7533,1132.7767,5573.0626,895.2509,435.0477,168.2907,313.8535,36.0738,118.6501,110.9595,79.204,15.7107,155.818,75.6453,34.2613,1331.5216,801.2115,101.6045,44.6264,34.486,33.3346,6.1699,67.4567,60.9869,33.3341,17.1636,58.5092,179.7392,255.09,34.67,705.4412,549.9381,8293.7326,70.9747,153.6699,0.0,12206.756,15.868,3561.6654,756.6202,-56.9219,39.9435
ROW_C22,1396.9563,141.8358,811.3557,341.372,93.4536,4014.8729,1476.1157,155.108,1078.9151,401.5464,1698.8458,820.0965,4652.3334,752.5641,282.6323,449.3411,716.5112,835.7903,731.4048,1451.9052,222.0806,1756.5809,131.877,249.7221,7078.037,4854.3625,6411.7171,164.453,187.3227,268.4089,43.2812,392.8987,190.7659,142.7557,57.3204,220.3398,1174.1521,289.4839,223.6982,545.9349,240.2111,567.9506,90.3221,484.3226,0.0,9325.2591,1.1671,128.7267,1574.6987,212.1705,3.9343
ROW_C23,721.2444,38.5098,706.943,459.7249,166.8875,1851.1459,202.7679,133.1,126.5265,268.0897,932.2822,564.0245,311.1887,7523.467,657.8924,320.076,312.2674,342.8238,252.6581,395.7003,108.4926,524.5465,218.0644,152.7432,50429.9018,1505.5501,384.7038,37.2562,40.3471,93.0233,7.6688,416.5773,66.5075,112.8215,37.6404,121.576,5868.6451,314.0949,175.1795,568.8598,415.8058,343.0275,65.4635,275.9286,0.0,8979.8517,2.1269,111.9145,2382.469,1092.1782,4.7484
ROW_C24,312.0648,25.2673,2715.7654,512.8603,504.3129,896.9077,230.9108,155.7643,286.0544,538.888,1259.7954,213.9676,762.5876,1729.5191,52749.1101,17324.9172,1954.5047,6808.3095,6570.224,4235.1479,929.8621,4287.3844,355.8245,528.0366,26493.8159,1123.044,509.5916,105.9607,93.9133,192.7514,3.4295,60.7981,71.2547,107.9091,21.492,177.3283,587.1228,239.2353,81.362,247.872,115.1332,148.0386,32.3976,270.3449,0.0,537.273,1.6306,38.5505,3736.7298,7875.4895,2.5699
ROW_C25,799.3218,121.3517,3464.5527,524.1568,348.3222,1961.6817,353.404,220.8589,164.0535,338.1955,645.9054,189.392,393.1312,550.5187,1804.2348,4546.2562,627.4406,1002.2946,3653.157,2527.1963,549.1855,1814.9575,619.1134,255.6928,14708.2539,1520.4841,646.8087,119.5078,74.2379,188.2948,17.9376,242.4247,115.1717,283.0741,97.582,225.36,2223.2635,385.2627,214.1294,1193.5434,331.0799,285.7644,106.4298,464.9826,0.0,6258.2426,6.8902,227.6011,12841.16,39.4312,3.5912
ROW_C26,328.8847,65.236,755.7841,98.1194,66.9737,246.4722,93.8408,21.8278,97.7755,89.4857,168.2904,91.5675,96.2911,155.8284,146.9007,235.1577,6126.7088,1004.3829,512.308,372.3557,98.8643,436.471,349.1489,81.6786,1888.598,1329.8592,248.9241,48.8276,88.9928,124.4751,40.9086,134.3922,328.4557,2253.3533,592.0988,598.0956,106.6607,632.9994,214.0819,1092.1372,754.4529,1310.3667,136.6144,945.7932,0.0,12454.3613,13.2714,452.1223,19189.0441,-1561.4156,37.5868
ROW_C27,414.7934,89.1761,829.5451,145.2719,125.2415,288.6231,97.7135,31.9572,81.6424,89.0453,214.1204,46.9784,90.3695,233.7625,355.1744,461.2552,1919.3039,5167.3935,1248.2413,974.7481,166.4867,889.9768,1011.3257,128.8121,8201.2149,1218.8458,999.1988,93.3338,69.7576,182.7672,15.4923,240.0174,126.4142,811.9593,130.0894,157.2231,247.8888,270.0122,160.9858,586.3085,388.7672,197.3723,100.9878,611.7465,0.0,9564.4387,5.2548,69.8643,10915.0988,-557.2445,16.6157
ROW_C28,1000.9738,117.4849,3751.8094,883.8627,516.9601,765.7825,282.0027,108.2802,226.0741,312.7328,342.1856,99.565,199.3335,563.5304,457.421,655.3209,634.183,1022.9182,6188.6266,2155.5578,298.7226,884.8624,580.343,205.0798,5737.5732,1829.4054,643.4308,153.0204,150.2082,202.9799,23.6691,156.1864,98.9734,544.347,108.9062,152.9969,501.8338,313.7116,267.8548,2567.7138,477.6666,343.7352,125.7359,423.8176,0.0,4828.432,5.9517,115.8485,28891.269,-2238.591,3.8125
ROW_C29,407.0156,34.6337,751.7958,172.8816,201.4557,308.752,94.4003,25.97,51.035,213.0058,191.6147,47.0455,171.1414,290.7285,530.7268,176.0635,116.7488,251.3443,1274.3215,30101.2989,998.2207,331.8208,231.1999,169.1209,947.3582,4385.2258,4874.7243,43.1389,104.3832,205.4105,44.942,65.5243,35.522,107.7161,26.3624,111.8008,152.8961,362.3458,542.2063,723.1506,421.1769,171.9647,64.5238,258.548,0.0,25112.756,7.2415,119.871,31864.0545,1686.5529,22.167
ROW_C30,22.6447,150.878,189.9086,48.2024,4.7882,24.7232,5.9484,2.9716,39.9888,23.5582,59.2879,14.1808,4.8827,6.9126,13.0879,10.7742,16.5578,11.5954,44.4597,226.9118,2035.4891,210.3294,382.0003,11.8145,100.1002,163.1514,299.5704,445.6262,563.3358,107.6056,3.0148,9.3311,5.3644,8.9783,2.4952,6.2178,24.2944,126.1237,132.2743,715.8634,38.8119,16.8396,36.996,305.7752,0.0,4613.2239,0.1421,129.2879,9307.6864,-1179.3431,0.1902
ROW_C31T33,1743.1089,199.9853,2045.1272,645.2174,143.8956,840.0086,783.7932,201.6792,250.8898,397.3288,464.2349,187.9671,300.5116,334.5837,540.6462,318.7434,357.8595,236.4004,281.9071,305.8364,135.3518,2960.9865,1894.272,670.5714,3262.1732,2532.1682,2886.8935,392.1931,666.01,357.0955,60.0846,477.2352,236.3079,809.2965,214.2316,1652.6167,1781.7671,685.7011,405.2323,1965.9098,1370.8666,2962.6057,458.1634,894.5458,0.0,17111.2191,11.6216,814.6705,11295.1766,-856.402,187.2463
ROW_D,4410.286,425.0082,12659.665,4373.3248,1076.9941,5381.4157,2360.5079,743.8025,1933.0866,2832.3774,6635.8613,643.7922,1233.9402,5825.6049,7011.4672,1048.7964,638.8382,578.6132,796.3595,684.3253,237.0922,858.6875,33302.1379,2092.9527,2892.8926,10916.1685,4887.3444,241.5198,295.5151,1485.6951,268.5338,4268.4907,968.1342,2964.6287,492.0468,2456.5186,3660.257,2027.733,986.2218,9726.4107,7397.3901,4094.6844,1482.3147,2289.0329,0.0,40323.9005,36.1377,4236.5982,1514.2849,185.0805,8.9115
ROW_E,866.098,76.7842,1071.1489,358.1724,219.2487,903.6231,327.8815,68.0263,450.9777,275.6773,859.5875,94.4553,185.7203,773.7964,2369.131,242.4219,81.5208,77.6279,148.5164,81.3925,27.7011,139.6509,1117.8458,4811.2724,1373.2554,1829.959,381.8811,109.4959,67.5598,224.0633,36.4733,1530.5568,111.7417,204.5442,68.9482,444.7895,1224.9627,442.8658,373.5214,4727.3551,1482.5231,998.3877,376.2196,544.4802,0.0,10250.6777,137.0963,4774.6558,627.5482,1.8054,2.8979
ROW_F,2917.1234,203.4964,5408.5128,1200.5462,517.3588,1521.2257,476.1851,190.5531,348.614,982.3326,761.4811,210.8791,229.0089,682.5199,495.7292,368.0283,206.2885,209.5056,357.9715,219.6947,85.7763,511.7525,3266.2571,1270.2187,109165.587,6069.1317,1834.9103,221.853,336.8203,2127.9736,203.0755,2291.4356,478.9483,1816.1504,277.0159,3909.063,71761.5373,2025.0014,1049.6643,18377.916,6414.4957,3140.6647,1481.8455,3254.1476,0.0,20758.9382,87.1938,2844.1455,452516.3781,5.165,26.3061
ROW_G,41421.1907,3455.5959,15385.4858,4018.7192,2116.0414,43556.6325,20872.0899,2568.0513,4392.1274,9670.36,10557.4553,4491.7109,4956.9388,6031.9723,8110.6391,4712.463,3854.8265,3911.8266,5180.8089,10947.4046,1256.9881,6275.4589,5517.3972,1768.897,37183.5956,54495.9904,17814.8498,2187.3456,3370.3322,2642.5108,559.6431,13436.0385,3836.06,5002.0259,1459.8532,4089.2414,5055.8755,4269.8999,4170.2538,13959.8585,6802.0201,9868.7965,1826.1753,4395.884,0.0,188345.9583,134.408,3316.6204,56115.408,18603.0668,472.6319
ROW_H49,9761.2034,672.7076,12630.6338,3956.342,1238.5625,8186.3327,2988.8645,833.2381,1393.56,4822.8387,4879.6052,546.9317,1331.8497,3343.6114,3816.0763,1615.0885,541.7259,863.8439,1058.4392,2136.2771,238.6875,1514.8666,2872.0373,646.1042,13695.8687,35141.5102,16297.6745,1194.3078,1146.4173,4192.6116,568.6113,1764.2395,985.7839,1014.341,403.8623,1719.8876,1229.6347,1840.1598,1746.6459,6748.7159,4144.0911,1968.3352,409.1781,4717.3055,0.0,61899.0181,30.7256,3196.9772,7109.0243,2359.3172,1006.9767
ROW_H50,839.5907,235.6198,5111.2866,338.4868,104.0468,833.9047,477.5855,94.4267,182.2109,981.5365,450.1092,89.2195,170.595,308.3003,415.9531,179.1803,150.2659,155.3494,192.6802,253.2429,63.5852,174.0665,184.9234,62.062,1082.1828,3174.0556,1507.9252,5835.4797,342.7471,1142.0768,50.2138,222.1325,98.5736,157.952,54.7933,134.8535,149.576,202.4229,236.7955,671.0485,179.1619,213.8786,61.5514,328.5264,0.0,10741.6387,5.0719,269.8563,1749.2657,1430.3228,262.163
ROW_H51,920.7868,102.6019,1634.531,251.9016,154.8243,914.1652,576.7438,65.4776,172.4571,386.6502,402.2013,133.3825,204.5722,252.2723,375.8559,209.4,206.6403,201.0491,240.3454,313.2909,67.0524,270.5831,338.6017,79.6414,1593.8473,2247.833,867.0956,230.5983,1997.0164,597.5885,225.1753,414.7119,199.3367,269.1128,198.9273,733.7804,380.3072,649.6769,1252.5211,2216.4354,613.7782,385.9599,196.1219,719.3545,0.0,18317.0394,8.6886,233.2799,2148.529,1816.8714,674.3445
ROW_H52,1528.1227,274.4774,2311.573,679.9063,219.0378,1883.1977,464.3408,127.1487,287.9152,946.9031,659.1983,164.5879,198.0995,484.0723,520.6417,234.9107,149.8005,156.879,227.4298,362.7665,54.7522,236.9688,346.7299,143.7015,2168.0621,11736.6936,5948.6959,3462.2337,3752.1631,5404.1946,226.9357,335.8825,248.9197,294.2142,96.8153,236.5499,359.3565,452.3872,442.9776,1894.7253,363.896,258.1852,94.4205,367.1764,0.0,12367.4374,13.3953,3039.5164,1132.4546,434.0865,31.9619
ROW_H53,93.5955,11.2985,261.2782,59.9362,23.9362,145.8911,74.647,12.9202,46.4295,34.6134,87.0628,37.995,22.1051,32.257,33.4777,42.0126,36.64,23.1371,45.4053,22.8233,9.0713,42.6248,153.0937,65.263,231.2965,2108.9583,127.3076,260.8167,53.1607,224.8019,1409.6455,200.1401,482.095,723.5591,116.1542,1232.4852,159.9968,415.037,244.6162,1958.877,444.6751,260.0213,120.9172,289.0868,0.0,4687.4405,3.4791,265.1616,91.7011,9.4337,17.0519
ROW_I,681.5202,87.1465,5070.8901,381.4659,157.2214,801.8968,322.7517,52.6955,142.4634,291.2761,372.4211,200.8143,144.3998,208.1856,237.1699,176.1127,194.9599,143.89,254.9905,157.1056,48.1019,251.2356,838.1053,277.5792,2306.0782,4999.5672,1690.7898,368.331,2039.2119,856.6697,106.8322,2413.2295,559.6499,1245.1106,606.1392,2924.9865,740.2366,2150.1519,2479.9223,6602.9287,3450.8624,3227.1812,1074.2975,2045.129,0.0,115538.7951,179.9992,2405.9967,460.2764,108.8915,5949.006
ROW_J58T60,185.5962,23.6985,392.6361,96.6514,50.1695,847.9865,233.3569,42.3646,351.2072,126.298,262.9169,165.2954,66.617,167.2417,77.4759,80.6177,102.7431,120.4506,95.7025,67.4549,25.1827,132.9566,207.6005,107.5094,524.9348,3697.4044,318.2485,66.8709,199.4626,190.0726,88.3284,635.986,10919.4034,2433.4426,661.3594,1576.7389,408.6386,3684.6084,728.4916,2692.6875,3409.004,520.6328,949.217,786.5545,0.0,20397.1954,221.7243,3106.9901,6477.5701,11.6785,76.9529
ROW_J61,577.0648,103.7611,2103.2023,244.0337,261.863,592.9301,336.1477,68.8149,157.1677,190.6963,328.6771,150.7396,123.4783,249.5661,153.5723,189.6289,269.0226,149.0306,210.2555,112.9731,42.7318,215.9176,600.5123,219.3811,1876.3184,11396.9582,998.1219,285.6821,315.0922,680.5687,301.9783,871.3301,1430.7823,22215.6495,1055.6406,5033.5815,1220.5121,2194.2284,1343.8869,5920.2497,2152.6003,2017.9763,605.2194,1414.6569,0.0,62621.6664,29.3146,1360.0208,1477.2698,13.5973,320.353
ROW_J62_63,153.0418,26.9816,765.7036,116.8863,64.398,450.5079,182.8213,27.717,111.9289,156.0536,203.0307,147.3096,55.788,108.8738,80.1538,84.6663,193.5693,105.4454,105.8234,82.9636,22.1391,100.6093,392.25,147.1357,573.1272,2715.3748,426.3649,93.6939,258.9754,257.9707,125.4035,290.6046,908.5911,2014.4384,2933.0766,3612.1313,300.7216,1256.551,554.9066,2839.3776,1042.8478,501.8301,281.1362,504.4623,0.0,5115.9716,20.7653,472.9331,9768.8602,18.1401,5.7081
ROW_K,4097.1184,498.882,9653.8118,1083.115,633.6462,3466.7889,2085.7773,284.9517,750.2002,1900.8856,1646.4931,626.7889,574.3232,1103.28,1505.1514,695.5001,579.7387,493.2879,741.2365,660.8853,195.3175,754.2629,3165.1068,676.5819,9805.8353,19657.7568,7446.0337,1400.4182,1788.6528,1762.5972,309.8297,2313.486,1014.9238,2405.9811,885.2408,43498.0024,25707.4694,3907.4698,2537.8003,9624.5104,2741.7925,2268.6396,870.1582,2166.9514,0.0,69308.3822,312.2027,6441.5547,1526.4667,45.1666,236.0877
ROW_L,661.1244,72.9467,1812.6225,295.5346,260.0098,1179.041,749.9675,151.1593,280.6835,206.0696,360.6635,201.7643,186.3103,302.5257,187.8754,320.7261,218.2593,156.1652,260.0292,162.5427,65.0677,519.9758,781.7269,277.2133,2609.4448,38154.191,1026.1341,199.6317,329.3442,1380.2622,362.3397,5222.0176,999.446,2210.6386,812.9804,5731.7358,12314.4252,4339.7015,2072.034,4908.5272,4087.1169,2002.6277,1380.562,5092.9501,0.0,283745.9941,314.5171,2441.9504,10071.6902,3.0788,1019.9375
ROW_M,2440.8947,207.7592,5749.1017,1084.4258,759.3119,3993.196,1284.3967,178.9376,536.8472,1082.8116,1475.0731,1337.7714,436.5757,781.91,688.2607,517.637,719.2826,503.8033,664.8802,579.1506,172.4763,678.922,1965.1487,752.7132,11489.7523,12702.9822,1793.156,485.504,663.3145,1168.3822,273.0704,1915.3077,2419.1165,3864.37,1843.207,9296.6473,3078.0982,11206.1289,2808.4497,7360.4111,3591.3616,2209.8559,1296.1262,2772.9862,0.0,10634.8924,194.8174,3143.1168,19699.8616,39.2283,130.1939
ROW_N,1281.0353,175.0889,4459.3352,888.0888,696.691,2367.0009,796.2599,141.4301,423.3062,637.7182,715.6085,559.1476,336.7749,567.2583,496.7028,382.8392,440.3104,286.122,428.7138,373.9325,100.7854,482.5061,1609.7918,642.9406,4861.7289,8220.8368,2575.6388,929.6635,1628.7685,1775.1397,477.6923,2222.8779,1358.9399,3593.9123,1167.1276,4230.9205,2345.6883,3397.214,4766.3294,5403.1858,3249.1489,2386.1014,1075.1565,1969.075,0.0,12131.6597,128.2279,2153.6232,2549.8651,46.8949,140.7831
ROW_O,899.6196,250.1629,3737.0832,508.0633,269.498,1475.3304,472.617,93.6948,275.4289,491.4987,1228.0254,392.554,253.0116,310.5489,544.6836,253.574,380.4761,176.959,582.6402,282.7842,77.2836,367.101,931.2583,1198.6647,4140.5444,5094.2671,3056.3571,985.8095,921.8346,933.9234,405.5593,1106.4498,623.2191,3579.7487,535.8472,2564.573,2146.9785,3348.2224,1345.5553,58556.4626,5696.6012,3463.9006,844.8282,1582.4637,0.0,51336.4245,1219.0612,369242.5228,5403.6509,11.479,74.3187
ROW_P,283.4616,31.6517,2439.7276,416.0676,107.7345,414.3589,120.4663,35.3823,75.6341,230.6937,453.9312,232.0038,79.9353,349.8546,230.2288,154.3666,143.5167,139.206,184.5728,142.0953,38.8209,139.6159,980.2277,169.7724,906.8361,3205.9498,379.0746,117.2947,617.0073,314.4469,57.1708,278.425,324.645,705.4159,471.7781,3290.8897,324.0108,1715.1627,688.7179,9335.5424,18183.1791,1264.9653,719.1497,1034.4846,0.0,114035.4402,3727.3659,114654.7368,2977.9275,21.8931,345.439
ROW_Q,333.2146,36.7901,1887.9898,164.4149,28.5882,263.4549,87.5887,26.4329,41.9087,222.4129,620.3794,112.3016,38.2993,85.7895,1169.0838,100.8882,57.366,82.6922,217.2995,56.4037,20.762,72.0002,120.06,61.8761,445.9776,613.0248,668.7592,37.571,38.6635,118.7649,40.9067,229.8517,71.122,129.0456,93.2524,5151.4451,103.4419,416.4013,269.3456,2931.59,1294.9833,30407.6879,189.2496,1668.3122,0.0,102659.7761,5729.3277,87747.3125,482.8,5.3033,268.3359
ROW_R,107.0873,38.1403,205.6601,22.0225,8.3069,184.6337,39.4142,9.3161,24.3075,35.6212,67.2954,21.422,13.2812,24.8376,37.8496,29.7051,17.5238,17.7633,32.0877,18.9365,6.0555,25.5574,910.7379,55.5779,197.5714,1390.3821,200.1859,75.7966,55.9166,163.8221,14.5795,377.0125,1016.904,201.5778,69.5382,304.4142,113.02,578.4533,262.2628,1378.0923,1677.2233,243.9895,4785.8293,648.3194,0.0,19723.283,2079.805,5319.17,655.1024,7.3526,1017.3158
ROW_S,1787.5323,517.4467,545.7523,199.7967,69.6566,520.6409,782.7224,38.1043,106.0273,265.6733,429.639,172.8443,96.2592,273.8498,302.9666,106.344,110.4696,113.4104,100.7741,64.9007,31.5016,322.1914,789.2029,221.8949,761.2521,3240.8068,2404.7272,433.0484,680.9347,513.996,55.5627,1243.901,578.4776,818.3076,582.2167,1329.977,766.1124,1129.4594,975.0576,2432.6994,1387.2344,1595.3289,497.653,9449.5025,0.0,58475.4544,7451.1266,4052.1999,6084.0133,7.1164,300.6509
ROW_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25604.5491,0.0,0.0,0.0,0.0,0.0
