V1,TWN_A01_02,TWN_A03,TWN_B05_06,TWN_B07_08,TWN_B09,TWN_C10T12,TWN_C13T15,TWN_C16,TWN_C17_18,TWN_C19,TWN_C20,TWN_C21,TWN_C22,TWN_C23,TWN_C24,TWN_C25,TWN_C26,TWN_C27,TWN_C28,TWN_C29,TWN_C30,TWN_C31T33,TWN_D,TWN_E,TWN_F,TWN_G,TWN_H49,TWN_H50,TWN_H51,TWN_H52,TWN_H53,TWN_I,TWN_J58T60,TWN_J61,TWN_J62_63,TWN_K,TWN_L,TWN_M,TWN_N,TWN_O,TWN_P,TWN_Q,TWN_R,TWN_S,TWN_T,TWN_HFCE,TWN_NPISH,TWN_GGFC,TWN_GFCF,TWN_INVNT,TWN_DPABR
TWN_D,53.8805,40.2919,7.8149,12.763,3.388,275.1256,369.9636,19.6678,306.328,1079.5188,2828.3999,40.891,477.2331,683.5572,1476.3694,530.0447,3703.0239,162.4169,273.0768,136.8103,82.6158,81.9126,2138.3186,234.4445,171.9832,1768.017,205.3125,6.8364,35.7117,92.2549,13.0602,490.0836,53.551,272.011,49.1929,172.2783,187.6299,131.9623,39.7965,250.1024,487.828,485.0767,137.1453,269.4332,0.0,3338.1227,0.7889,1.8696,332.9125,0.1591,0.0
TWN_E,10.8187,1.1193,0.6392,1.6494,0.6942,53.5084,38.224,2.196,528.7434,70.2983,216.5517,5.2785,34.543,66.2922,1740.6383,52.5748,157.1333,9.2444,17.5463,10.7334,13.9781,8.1292,21.5007,1769.8962,33.3914,144.3822,9.9454,0.9162,10.1617,13.1342,2.276,64.2416,5.0097,4.7238,9.0421,50.3441,17.0984,83.2075,14.302,1192.1748,315.4558,120.5489,49.6553,22.5624,0.0,377.6298,7.23,309.9344,93.8797,0.0471,0.0
TWN_F,36.2984,11.6067,6.4623,18.9684,9.8462,84.8052,74.1152,6.4785,42.6307,76.3528,220.9792,13.2537,68.7497,110.3221,324.959,151.4024,549.7819,68.1093,118.7121,13.4972,42.8143,49.7717,302.308,130.883,256.5176,1027.8432,141.9171,4.1717,13.5174,147.3437,8.2919,121.6155,71.9898,281.2133,26.0286,109.4128,3543.7275,127.4242,64.9834,321.8732,267.8164,163.8303,51.8805,81.9169,0.0,378.7898,1.901,22.4822,44671.3878,-0.0021,0.0
TWN_G,1965.2583,363.1236,19.9231,68.9342,28.91,5250.7691,2126.2926,172.4525,932.3249,855.2478,3900.1786,537.1575,1053.8462,670.9752,3668.7062,1938.9293,8295.055,1682.3437,1856.0018,1597.0089,811.1889,606.9509,477.5854,171.8775,3782.0039,4006.1596,1106.5389,116.0098,268.7276,162.7454,52.5691,3080.1492,604.671,100.719,181.0695,390.8025,319.0814,829.6486,375.5941,847.6292,341.5271,2185.538,394.7295,464.4172,0.0,37721.7472,8.5845,1908.3919,6419.9244,5.5347,0.0
TWN_H49,81.86,26.235,12.9398,47.5503,22.4857,230.0104,121.5983,27.0217,74.5816,318.3077,338.5709,20.5688,76.8535,233.3099,414.9249,182.3994,617.292,102.8242,197.1701,78.3175,52.0197,51.1792,174.3252,76.6757,569.5559,496.6705,102.0246,267.6876,77.3757,229.0637,131.4287,146.0639,45.0496,21.8827,62.0924,210.7331,63.4251,150.0133,56.1642,132.398,103.979,189.0878,20.3662,60.1662,0.0,3917.2238,0.9692,402.7404,560.2769,145.9328,0.0
TWN_H50,1.634,3.9256,0.5492,0.4672,0.2306,7.3796,4.392,0.6041,2.3761,27.2765,20.4176,0.6947,4.1121,18.4462,19.08,8.4646,57.3441,5.8738,16.4086,3.9244,4.1538,2.2071,9.0715,0.5754,23.1722,112.1877,9.2024,2873.6479,33.7487,210.4352,9.796,3.7691,1.8688,4.436,1.1971,2.6068,1.4205,4.041,6.7034,38.1239,19.8638,2.9413,1.3453,2.9073,0.0,311.7761,0.0479,7.198,18.2318,60.7753,0.0
TWN_H51,13.23,2.4809,0.9339,1.0078,0.4989,37.9573,22.9233,3.6041,13.0888,130.3401,83.6223,4.6914,17.7914,24.6005,81.5452,34.5552,196.2544,23.9541,47.5481,16.4466,13.917,13.3467,44.3812,2.2231,72.4054,76.1873,13.3199,7.5461,53.8741,11.6364,195.7267,20.682,10.5893,4.7991,8.1625,21.0738,4.7843,39.2845,15.2204,55.8267,34.3834,28.1648,4.76,71.2425,0.0,3008.2889,0.2158,21.8155,112.3024,388.6835,0.0
TWN_H52,2.2527,8.9301,0.4152,0.5093,0.2647,33.7514,31.8903,4.0956,17.0051,16.2264,105.8354,5.1274,40.5482,44.8536,74.2626,72.0298,237.4658,44.8113,83.4575,24.4155,12.7277,13.8832,5.9679,2.0673,48.8239,844.7662,73.9389,907.2299,670.766,226.2254,11.5311,57.1739,9.7858,23.5019,9.3407,36.2184,22.5303,20.2978,7.8284,40.9852,5.3291,14.5005,12.5678,8.73,0.0,473.703,0.6029,1.5008,287.7384,11.895,0.0
TWN_H53,0.4735,6.6343,0.1126,0.4869,0.3435,8.1911,13.8458,1.5734,6.003,2.197,13.2078,4.1743,16.1894,8.5967,11.3353,24.414,111.5582,11.54,27.1647,6.3015,3.2239,8.306,17.6578,9.552,28.9308,272.484,12.6365,1.9207,5.8966,49.5647,140.7374,31.7982,13.6864,63.9167,10.8931,201.3576,36.2124,63.5715,25.85,177.435,35.3034,25.069,14.3282,29.1439,0.0,700.6918,0.1502,0.2428,12.9433,0.1632,0.0
TWN_I,10.114,1.7142,3.4614,6.0124,10.073,42.9845,73.1948,3.5984,16.4468,11.8686,84.2795,12.06,92.5088,31.2395,61.8358,78.3434,474.6822,90.0609,99.1133,15.0814,14.2966,35.2895,6.8121,36.0296,104.2397,1511.0915,21.1912,6.0209,290.9323,40.6143,1.9609,46.6937,69.2164,28.3336,55.3042,126.2899,122.3419,303.0166,31.1927,535.0524,260.8297,105.252,43.9013,1091.4838,0.0,18211.7343,3.9263,105.3659,37.8232,-0.0011,0.0
TWN_J58T60,3.3503,1.0045,1.3158,3.727,1.9129,63.8,20.6144,2.7773,11.7411,3.3754,41.9632,17.4242,22.2309,8.6444,13.9151,21.721,159.1577,20.7678,30.9219,7.7143,15.4598,12.4018,2.7526,2.6453,61.3221,477.5705,21.9165,0.5425,16.402,12.7109,1.8514,37.139,1388.6916,285.7219,132.0403,110.5412,105.2779,928.2047,100.199,163.1541,203.2655,46.9664,169.8979,214.1064,0.0,1709.5313,4.0336,65.1541,1092.6396,0.1585,0.0
TWN_J61,13.7131,6.848,1.1003,3.0159,2.6776,49.6517,43.6926,6.5746,35.4603,4.5535,58.5581,7.0503,45.4493,29.2207,28.7763,69.1905,366.0703,44.5768,65.5741,9.3223,12.261,23.7942,8.2328,13.9888,167.8601,860.4043,72.9314,7.9956,40.2934,41.0447,10.2995,115.2546,71.1825,1529.0747,421.1949,358.845,97.6535,234.9967,145.9969,758.4012,108.0869,275.6808,52.9583,217.0878,0.0,5447.9167,1.0233,15.0657,445.0174,0.7891,0.0
TWN_J62_63,3.6237,0.7395,0.6565,1.007,0.5246,25.4058,15.299,2.9802,10.6171,8.2262,38.1684,4.8923,18.0705,10.922,29.2919,15.3121,201.7557,16.4862,18.3048,8.0947,6.1968,8.7006,4.4919,6.7544,36.0928,550.9214,18.1605,4.447,71.9841,15.2765,5.7709,86.5225,39.8069,36.7634,418.3926,251.0963,157.1138,120.3393,50.5929,143.2687,33.7581,47.2236,20.0429,17.6567,0.0,205.6217,0.5359,8.5491,4643.8326,0.006,0.0
TWN_K,66.1499,21.1702,7.6301,19.4006,10.4021,216.4207,283.8386,25.6406,185.9295,121.5508,561.8388,40.2154,316.871,222.7118,635.6945,466.0132,2995.2287,238.1977,416.4435,157.1361,117.2198,85.3574,187.9346,82.497,424.9632,2440.1413,185.841,69.9868,201.8816,129.8148,21.1297,268.1902,98.0275,157.4602,127.9476,9703.2134,4353.4093,267.9165,187.5301,829.7796,126.4759,219.5302,102.0933,117.191,0.0,24309.9911,12.247,240.2813,676.2875,9.6347,0.0
TWN_L,1.0491,8.3484,0.5993,2.1577,1.6257,70.9567,84.4425,4.4559,73.9211,8.9907,82.0843,10.9273,38.3637,42.1461,51.2845,153.4935,442.0047,90.6393,118.2147,27.3535,15.9164,37.2624,6.778,15.2472,281.0924,3903.7104,183.2332,16.7217,36.8695,187.314,24.5534,939.9416,118.147,101.3701,108.9777,792.9492,516.9459,395.1003,144.8088,43.5212,63.3514,270.7708,293.1526,179.8463,0.0,45960.6712,10.0356,140.1528,6250.4899,0.0838,0.0
TWN_M,26.1331,1.4062,14.6263,37.9454,26.6195,320.8186,97.8357,10.9132,82.1792,68.0737,285.3041,104.9702,162.2227,86.2647,94.8618,118.904,1454.4083,127.6661,165.7628,62.1358,109.9033,66.1144,91.3817,55.3713,1062.718,2581.3769,78.8087,4.0909,46.3325,101.2632,8.2822,152.6306,306.7472,502.1668,124.681,847.5798,1212.5973,794.0448,183.842,666.1595,89.6233,174.2664,71.6047,194.3101,0.0,347.9363,6.9999,161.1824,4464.8183,1.6656,0.0
TWN_N,3.6969,1.103,20.3251,10.0355,10.0238,88.6612,86.8911,5.2238,52.5455,40.8482,253.6961,11.6415,72.1736,205.7254,218.8129,230.6283,1659.0833,133.0618,179.5385,82.7636,75.7955,72.2511,70.4741,60.235,269.5567,1609.7532,288.5855,91.7973,230.7706,234.5629,68.9664,122.9198,63.4025,186.6647,82.0279,421.5806,215.2394,240.2486,264.3908,439.8759,276.6438,166.5677,75.3524,45.6672,0.0,2157.9179,4.0893,42.2714,68.325,0.0756,0.0
TWN_O,33.2521,0.0294,1.203,4.5244,2.717,82.901,32.5791,7.9732,30.4909,32.6456,76.2519,14.3913,58.7948,38.0722,61.7959,117.1773,360.9415,56.502,116.5744,34.8694,16.0543,25.3143,115.7025,46.371,250.3093,781.7897,262.251,12.0348,8.4607,58.7248,1.7153,18.5238,37.5166,102.3931,23.7487,414.4293,289.3062,67.1767,45.7505,1.7973,71.6743,75.0395,68.6004,21.8999,0.0,1618.5822,18.2142,44241.5845,39.6599,0.0,0.0
TWN_P,9.0542,1.0276,0.6316,0.3189,0.1668,19.6255,10.6183,1.6117,5.9986,4.399,23.0197,3.6962,7.7525,11.428,38.574,27.6294,141.2599,26.043,13.7189,5.2806,6.2193,8.8512,4.0691,14.1002,49.5527,114.0049,8.9555,5.8111,23.3911,7.269,1.7813,18.3731,17.0516,43.8841,69.2379,74.5249,33.619,95.7765,13.6919,306.9181,42.5374,26.1943,5.0851,7.3114,0.0,11282.1871,109.153,15607.2039,653.3759,0.0,0.0
TWN_Q,86.7259,16.3133,0.3176,1.2745,0.5069,221.8218,83.6755,1.4766,25.8646,12.3124,112.1937,19.2219,27.0991,10.7748,21.157,15.0879,182.9874,43.5831,21.3838,5.7493,12.076,14.2154,8.8995,2.7453,53.0797,99.1379,10.5241,2.5872,10.6951,3.166,0.5546,137.9708,31.2772,6.3301,9.3337,24.663,7.5438,34.1772,7.26,25.2604,12.8503,75.6872,15.8189,10.6936,0.0,7739.913,159.1101,17773.9066,167.5647,0.0,0.0
TWN_R,0.0684,0.0,0.0167,0.0751,0.0912,6.6586,5.2935,0.3537,4.6022,0.1309,5.6118,0.6102,3.657,2.6845,5.8785,11.8032,22.1462,5.4986,13.3868,2.7354,1.9268,22.0284,0.7797,2.2635,17.1202,293.1192,3.701,0.3334,0.6843,5.9273,0.098,3.2575,227.0941,0.0376,2.1547,21.8855,94.9963,279.1221,11.3161,99.2148,12.5311,2.1723,318.2718,515.1914,0.0,4322.9176,88.046,643.427,0.0,0.5542,0.0
TWN_S,9.7666,4.2838,1.307,3.5074,1.8775,22.4006,19.7434,2.2395,6.9772,2.5463,40.0498,1.0846,27.1863,15.4911,38.3297,76.5744,520.2282,12.644,38.2051,14.1532,10.9255,60.6128,8.1569,10.4932,39.3768,104.1213,9.9101,1.1583,18.0717,33.5588,1.6923,27.0461,17.7744,29.4688,8.3494,524.1213,134.9614,108.7053,8.8842,341.7878,36.1035,94.6835,15.9361,276.2274,0.0,12247.0331,1127.2217,3.1755,16.023,0.0,0.0
TWN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3746.0402,0.0,0.0,0.0,0.0,0.0
