V1,ESP_A01_02,ESP_A03,ESP_B05_06,ESP_B07_08,ESP_B09,ESP_C10T12,ESP_C13T15,ESP_C16,ESP_C17_18,ESP_C19,ESP_C20,ESP_C21,ESP_C22,ESP_C23,ESP_C24,ESP_C25,ESP_C26,ESP_C27,ESP_C28,ESP_C29,ESP_C30,ESP_C31T33,ESP_D,ESP_E,ESP_F,ESP_G,ESP_H49,ESP_H50,ESP_H51,ESP_H52,ESP_H53,ESP_I,ESP_J58T60,ESP_J61,ESP_J62_63,ESP_K,ESP_L,ESP_M,ESP_N,ESP_O,ESP_P,ESP_Q,ESP_R,ESP_S,ESP_T,ESP_HFCE,ESP_NPISH,ESP_GGFC,ESP_GFCF,ESP_INVNT,ESP_DPABR
ESP_C20,1004.9032,11.7282,5.0227,80.6351,4.0909,657.8784,191.5939,175.6409,308.682,188.321,5609.0068,769.1473,1153.8872,590.489,320.339,355.6763,32.2645,205.6099,122.5936,896.053,68.6806,152.2188,716.2929,537.1182,1449.2094,1248.2563,263.4015,16.7695,90.4877,222.614,5.8225,215.2188,79.9864,92.7972,181.4628,112.124,111.8507,497.6403,336.9679,341.8989,118.7089,1309.4753,87.7623,81.7259,0.0,4280.5916,5.2999,123.5836,467.9573,343.7298,0.0
ESP_C21,46.1022,1.3433,0.3197,2.9934,0.1888,97.6385,10.531,7.8408,44.3495,6.2224,140.3671,576.1949,28.6452,17.4248,89.9604,18.6986,3.0232,11.512,12.2639,41.6137,8.2907,14.3261,24.7344,18.7268,58.1257,149.24,11.1797,0.6323,5.0304,13.853,0.4253,41.1874,11.4556,12.8916,22.1185,11.9582,13.2324,70.2178,32.056,80.7261,17.9903,2822.4809,9.3491,24.1205,0.0,2496.1164,0.7685,2769.7683,804.801,144.6606,0.0
ESP_C22,183.9016,4.5421,3.2395,17.8394,1.1719,1280.516,125.7242,45.2119,237.9951,7.9954,588.4827,148.0971,2345.3485,177.2634,51.5686,195.5814,43.2583,442.4047,203.0612,1862.7738,52.6121,232.8978,45.2521,121.2603,1187.1982,1127.1764,55.7393,2.8445,20.9308,166.8084,3.6507,450.7387,38.9675,72.1231,71.7661,42.7781,87.411,292.6956,360.0098,81.9718,46.1857,153.8428,94.2314,67.7616,0.0,1504.0029,1.7637,21.9412,394.2347,173.2606,0.0
ESP_C23,56.2718,2.9464,8.1205,196.6819,1.9538,1124.7085,37.2045,56.2133,42.0454,29.967,483.3941,68.9141,152.9156,1683.2091,397.4001,119.7376,15.5663,244.3244,53.7366,279.8943,76.4313,124.4057,74.609,118.3184,6237.7487,521.0955,61.7739,3.9869,35.0857,45.5031,4.0057,247.7734,13.6068,250.4056,49.5193,22.3148,58.0441,153.7284,270.2504,129.0385,54.859,294.3269,40.4902,66.7825,0.0,709.0275,1.2043,13.6403,235.0013,188.5471,0.0
ESP_C24,7.4951,1.8857,5.0926,13.3974,3.0052,41.9196,5.6528,7.3657,93.552,0.9312,28.7606,14.9019,81.4012,84.9982,5696.0134,7507.6028,59.465,1543.9925,2058.5046,2228.8767,165.3048,400.1653,164.6186,62.3493,2312.0796,343.3221,47.9123,10.2171,12.0,155.1552,0.2697,6.1344,20.3562,10.1039,8.7898,6.369,37.5056,203.4928,29.0206,47.5624,7.7081,0.6167,2.7266,2.0799,0.0,2.569,0.0,0.0,14.3732,303.6325,0.0
ESP_C25,442.3354,10.5835,7.3251,35.5634,5.3806,776.4182,89.378,58.7407,64.0314,13.2843,271.8443,44.4943,369.4254,102.7074,2020.4677,3560.2806,197.641,1119.0286,1317.7757,5937.9899,335.9721,690.6458,366.4324,361.5832,3328.1772,486.0414,82.5423,7.6796,91.7529,249.5565,3.1022,331.4696,45.3444,85.5589,88.219,59.5989,69.7427,380.7392,780.6294,132.2441,79.3938,137.3893,92.4698,84.7584,0.0,835.4146,35.5613,28.3736,6027.4819,319.9233,0.0
ESP_C26,6.2726,2.9434,0.3857,4.1814,0.2557,22.49,3.3523,2.9656,10.2907,2.7747,9.2091,4.5186,7.0776,6.0648,13.3509,29.5739,113.517,93.1635,53.6329,292.5798,9.0947,40.2757,56.2365,17.4114,143.4673,120.0895,23.5731,1.9122,19.085,18.9702,2.654,59.0621,192.9072,188.6456,160.3794,16.8002,25.0977,136.2975,86.7547,38.9062,19.5211,90.0515,29.7047,26.9075,0.0,687.6427,0.5436,24.573,1226.3955,41.7143,0.0
ESP_C27,27.3061,7.9646,1.5182,14.5093,0.9032,75.499,8.964,8.5586,17.8607,7.2397,28.2428,11.5193,31.9361,37.1848,75.1612,122.1375,186.0228,1024.2156,558.3815,781.4689,76.7426,215.7701,262.3365,72.0008,2398.6065,305.4689,49.8647,3.4653,34.3726,62.4461,3.775,165.3023,34.1929,206.4291,146.8849,35.4774,94.4234,310.8238,178.0538,98.5661,38.9518,66.4335,62.5065,30.3771,0.0,1708.7643,1.4338,28.2344,2074.684,138.4141,0.0
ESP_C28,75.9847,13.469,5.7898,51.2016,4.3111,182.2276,17.2769,33.8212,83.9843,22.6391,88.3665,45.7297,83.2629,61.9609,169.9033,249.2434,30.5258,118.4243,1020.3027,751.4758,58.8358,223.9875,382.4207,141.4348,440.3927,479.7903,99.9757,11.073,137.6298,287.6899,3.8089,286.5769,34.1185,216.3916,114.7195,62.8517,59.0744,493.9396,215.2267,146.4193,59.5543,114.365,87.3536,31.7431,0.0,328.1291,2.6376,36.0009,7610.0248,163.3595,0.0
ESP_C29,71.5266,10.1087,3.9375,20.8314,1.3391,296.1885,29.4669,26.747,53.1245,25.142,101.6494,45.3928,273.8117,87.3071,165.48,310.4362,31.5416,327.3211,272.6771,9671.7322,295.6536,97.9067,147.1386,133.6316,495.1626,2662.2081,293.3858,4.275,41.2992,165.6231,8.791,193.3329,42.9141,129.8482,244.0104,112.9253,197.561,587.4639,751.8891,243.3378,118.9979,209.7974,143.6268,54.3564,0.0,8419.0477,50.6623,930.5887,7214.4465,526.3855,0.0
ESP_C30,2.1224,11.5747,0.19,9.3132,0.0355,1.6635,0.2515,1.2283,4.4503,0.9967,2.2878,0.4071,0.5146,1.9008,7.3446,22.1419,19.2118,56.0221,47.8626,19.9541,4895.2665,1023.3387,1.7411,1.1144,27.8451,182.7245,196.1663,2.6473,688.9727,252.8966,5.8846,33.6864,0.4794,13.9097,51.2333,22.088,5.5079,553.0769,176.3176,35.9203,7.462,17.1115,69.6295,25.3713,0.0,1212.1663,0.0,53.5313,2186.6105,-2082.5591,0.0
ESP_C31T33,139.2318,68.1477,8.9153,59.2069,5.3135,427.5578,81.7082,142.0839,147.6056,65.9576,209.4158,87.1378,126.7915,138.1917,344.5644,387.0807,14.1479,126.959,151.1422,931.8156,22.1755,720.2794,397.8505,201.6576,851.5404,593.0699,398.7681,54.7878,695.1136,231.3983,14.541,376.9187,103.4911,334.2926,169.9896,257.2273,86.2854,356.3544,525.7354,339.8402,310.0189,1674.4524,380.8061,60.3097,0.0,3925.2623,2.8934,72.857,7625.3298,102.8176,0.0
ESP_D,1290.792,15.1274,40.6649,145.0822,7.2899,2029.2204,205.1,212.865,956.6511,853.2221,1953.2133,268.2359,694.7099,1397.5226,2486.2842,738.2504,39.3631,214.6447,175.6643,810.6336,114.9076,232.4869,9300.7422,537.6351,781.7766,4216.4425,899.3055,3.0717,28.8859,985.2242,30.6612,3108.9412,164.3474,1513.6625,279.6902,36.6619,680.506,1103.8651,565.3276,1801.6124,874.7076,2170.4047,632.2235,422.3847,0.0,17759.632,2.3835,78.5828,372.7884,50.6901,0.0
ESP_E,435.7718,16.9982,4.0072,33.4092,2.1423,562.9612,80.2494,45.3182,288.3408,261.808,625.5086,110.7737,279.6444,335.0455,3835.8692,422.9376,28.6629,117.6125,181.572,175.1771,53.3972,160.8575,512.9822,8819.9681,599.6685,1050.1541,174.2728,15.9376,65.8331,159.027,12.3021,674.1297,86.8656,167.1736,215.3556,65.5989,451.6851,486.2817,311.0182,387.5889,183.6803,710.3748,251.9209,145.1722,0.0,6060.2103,19.3695,4612.9912,220.9289,8.1833,0.0
ESP_F,327.3083,7.0937,4.147,74.2866,6.9612,767.6702,99.1358,22.6195,144.0037,78.4137,324.2461,139.2166,179.1023,299.8687,180.595,242.4563,34.8521,81.6662,193.3696,104.4424,84.8367,323.5779,672.8806,386.5119,31718.2913,3734.9068,894.0887,37.6032,199.39,1058.0415,40.0526,1620.4742,192.3393,599.841,879.6137,588.3077,6285.9898,928.4733,968.0317,1788.3851,1287.9102,1301.1006,349.2828,240.813,0.0,7700.6362,5.9047,1926.2183,112774.8693,13.74,0.0
ESP_G,4663.7822,148.0386,41.3115,273.044,16.7682,19749.6866,2264.1599,873.9077,1522.759,1042.6558,4041.7209,1275.1409,1708.1801,1619.9242,2293.6863,2486.3787,485.1836,1558.1512,1701.9033,6648.2612,851.0991,1705.7264,2480.8154,1321.6769,7459.455,4318.3612,2658.1548,109.3233,693.8418,979.4904,80.528,8386.7623,1206.3318,1008.0622,849.3182,850.5459,581.7715,2561.2536,1657.9981,1907.6932,1392.2388,6214.2935,638.568,725.3351,0.0,78475.7326,41.584,3251.9601,12121.2465,2501.5246,0.0
ESP_H49,215.9347,25.6215,3.1777,361.5711,8.0305,2207.1048,178.153,156.7875,394.3466,530.1266,812.7267,170.1604,387.6652,675.7254,695.3082,492.3412,63.288,226.9822,343.486,687.9795,109.6976,279.7334,371.0622,311.2309,715.0879,5622.4518,4147.2132,39.208,110.8465,6443.3433,340.6188,464.9083,289.0213,141.5076,227.7629,99.2562,123.6554,436.5769,1181.6837,1645.8962,142.0123,406.4906,109.3663,226.58,0.0,9220.98,1.4995,1358.743,857.3003,890.5272,0.0
ESP_H50,16.1175,9.6488,0.5655,2.0337,0.1817,76.3043,8.8424,4.5599,9.7256,54.4783,26.1143,6.0789,11.0023,12.7496,23.2334,18.4788,3.1626,11.4021,11.5979,43.5557,7.1582,11.3677,33.871,6.5313,42.0995,54.6564,22.744,1.6402,7.7866,27.2796,0.4626,28.1997,6.7682,6.2521,4.7531,2.5124,4.469,10.9965,59.8877,14.7364,6.7409,22.8701,3.4904,2.5147,0.0,298.9308,0.1505,63.4464,87.2097,290.958,0.0
ESP_H51,42.2479,7.1812,0.9323,8.1218,0.6539,178.5896,22.2659,15.4991,32.0995,153.9064,75.2082,17.2541,32.1271,35.4673,77.7707,62.5189,7.7309,33.019,27.0581,125.0226,17.846,57.9874,118.9912,28.9912,88.9029,173.0317,121.4224,11.0754,88.4026,138.4413,5.5648,75.9284,18.307,43.4052,22.3374,18.8614,18.6576,37.8048,42.1676,46.9796,22.9385,72.789,32.9903,6.1591,0.0,329.0849,0.3338,60.61,827.8433,857.557,0.0
ESP_H52,75.4861,22.3722,1.999,116.6591,3.8875,1138.7091,98.9217,89.16,243.9708,151.6103,747.9816,144.873,211.727,285.4289,492.8756,302.6162,51.1729,168.1544,193.8595,465.8222,48.1803,765.9981,2251.6882,244.1486,504.5148,8797.5335,5787.4568,398.2471,1096.976,9342.2425,30.7007,321.058,159.0768,163.6235,230.7502,101.1698,1029.3788,583.0209,379.2071,1228.5895,32.5915,101.1887,151.6143,117.8761,0.0,2736.5455,9.8036,4676.6998,396.213,68.4368,0.0
ESP_H53,1.5153,0.4186,0.2621,4.2086,0.2893,62.6915,6.5274,4.2518,14.9577,13.6578,29.1005,42.6997,27.0547,21.232,14.8016,43.121,0.906,7.255,30.3797,42.6258,2.4742,15.396,89.6642,54.5166,403.0485,585.0563,51.8284,2.3713,2.2436,133.8215,1668.1625,161.7933,20.7461,170.5597,364.6121,116.9367,186.9396,378.8422,182.6535,234.4505,63.5441,150.8288,1.188,33.9009,0.0,115.1355,0.0427,11.3384,9.5803,3.3809,0.0
ESP_I,24.0138,17.0972,4.2659,7.7381,3.6916,198.9327,18.3965,14.443,13.2543,29.0994,137.9766,73.4447,61.4381,15.3074,42.2043,73.7141,18.5249,12.6262,46.9208,45.5879,27.7004,44.9763,106.2521,228.1141,1400.1489,826.6374,1977.6095,26.7217,45.8115,68.2309,57.609,2363.1868,113.5399,137.3792,1363.7107,551.403,187.3006,1034.1827,5431.972,756.9908,331.2385,3432.5511,535.7272,1994.4245,0.0,98564.6476,106.9303,1950.5039,205.7304,11.239,0.0
ESP_J58T60,22.4569,1.4019,0.456,2.2867,0.298,684.8495,28.6476,5.1263,320.5093,6.6016,149.8514,113.7685,17.3649,27.2114,8.7287,26.0481,6.5164,21.6818,26.9798,217.8604,6.0805,36.1702,49.6712,27.3273,95.0653,2258.6339,25.6024,4.571,29.7448,43.9256,2.2165,260.6692,2462.3561,211.1986,141.5209,299.7989,171.784,660.3756,482.8952,259.6008,762.7753,161.9112,108.6623,172.9876,0.0,2449.1135,7.9776,1738.2851,3399.7554,34.8236,0.0
ESP_J61,62.1335,11.2423,3.7678,44.9444,1.6524,463.3032,70.577,23.5929,54.5256,98.3735,236.845,141.5156,62.2882,94.5426,82.6927,90.2706,47.331,58.1136,112.2316,129.9332,17.8647,94.6929,660.6495,282.9707,996.9925,1197.0923,310.1115,25.406,263.1281,231.7204,17.342,613.1761,258.7796,5017.9457,957.56,648.9601,722.808,611.0615,452.8092,1912.5182,254.2316,852.465,153.5012,270.3105,0.0,12614.6593,0.7774,611.0588,278.6464,32.3643,0.0
ESP_J62_63,2.5198,6.2791,7.7377,13.3672,0.9576,118.2281,20.7992,7.6255,32.6228,18.7213,45.0668,36.2781,22.8524,30.8108,15.8755,42.5827,21.9012,41.0738,37.925,66.7704,20.3543,36.4765,45.8699,42.9862,123.617,542.4039,87.612,33.4652,40.4548,47.6596,3.6142,108.5606,156.6344,188.9689,3559.7818,643.8707,177.2858,488.5946,350.0046,643.7188,99.8805,300.8561,126.9825,58.7991,0.0,292.2138,9.6797,529.1468,15206.1279,64.2642,0.0
ESP_K,1002.3631,38.9539,14.9571,61.1121,10.3898,1030.7298,169.7792,93.5796,232.7505,317.6543,378.5731,127.0729,224.6344,236.119,316.0516,483.6626,71.8521,222.7772,283.3684,573.9174,131.5673,299.5909,574.7792,334.0353,1821.1632,4536.0536,944.6557,53.0618,171.5053,667.4353,58.4159,1277.2938,232.549,357.9805,491.892,14885.1946,4984.2708,1744.2921,1865.4506,1996.1263,866.8349,1623.2023,491.2203,480.6968,0.0,27980.9227,0.7737,610.1146,386.2388,22.971,0.0
ESP_L,28.6547,5.4895,1.9616,42.4165,1.9623,397.6186,102.0456,32.4334,180.4133,37.2703,278.6457,110.4991,199.0098,110.4545,52.1093,349.2505,21.1248,131.2758,155.0208,87.1456,46.8277,197.4893,286.588,244.6791,1237.646,12061.3346,439.2687,124.6976,96.7947,1083.0684,68.7913,5856.6026,778.0516,1312.7878,759.7475,2109.0529,866.9112,2876.1381,1362.8295,1928.8025,342.8046,860.7744,1435.2338,822.5664,0.0,126750.5072,24.9813,180.5091,3634.557,1.6662,0.0
ESP_M,200.6097,20.9174,29.8335,127.7452,23.5878,2020.3077,201.6219,60.668,287.1055,239.772,490.5727,336.2883,215.9009,314.0851,140.9526,592.1716,113.1208,396.821,364.2477,771.5009,869.0984,320.7084,552.1128,484.5631,7595.2618,8942.7961,592.9702,49.4277,605.1073,643.9232,65.0785,1776.898,1205.7907,2655.1411,1624.8642,2876.8806,3640.233,18924.1385,2523.2708,2709.1201,1014.8504,1541.9134,1901.6438,672.7359,0.0,3927.4566,43.2796,1755.139,20930.8843,54.3745,0.0
ESP_N,157.9358,36.8661,51.6014,160.1742,18.3549,2890.8477,242.7509,130.261,607.0353,329.8751,1038.3195,679.005,521.3221,550.1322,411.6363,898.1778,145.7614,473.5377,542.4169,1860.1507,211.6343,507.1885,1253.6628,1066.6537,3405.0399,14416.6423,2394.5059,226.3354,1590.4639,2209.1214,111.6737,2004.1925,568.3946,1214.2506,3168.3978,1931.8777,2278.4369,4533.6563,8966.6526,3698.6589,1361.4273,3045.0176,730.3545,584.4793,0.0,11662.0978,114.0251,430.002,861.3343,40.2726,0.0
ESP_O,106.0752,30.9016,2.5151,39.8506,2.1724,329.916,36.5649,47.1035,80.3456,134.9804,186.3163,79.105,76.1776,91.9221,172.5208,125.4509,18.7006,58.6491,69.7268,171.1541,40.166,182.1812,567.5232,168.7763,1580.6721,3062.3029,1237.0754,103.2687,309.3634,1935.3203,15.8449,467.5792,79.0809,244.4917,218.5082,209.3278,482.1061,506.4965,358.7985,482.9599,269.2112,293.6764,151.6368,70.6352,0.0,3234.4961,52.8984,79515.2121,3357.169,35.4436,0.0
ESP_P,17.0155,1.9897,4.4869,5.099,0.2659,179.8428,21.8026,4.4733,40.9915,132.3025,49.0461,116.1546,51.0213,18.684,117.1473,26.7237,36.0975,21.3762,46.0762,181.9975,43.4343,89.9412,216.3502,134.2484,226.1602,1025.678,128.0581,2.6211,154.6079,21.7824,10.0471,80.1471,56.0197,236.1207,471.1051,72.1555,70.0177,500.6646,239.9173,69.8513,139.1411,298.3825,11.6135,438.6767,0.0,12479.7293,2327.0451,47499.618,3862.3793,1.8041,0.0
ESP_Q,70.7112,8.8197,2.1663,31.3278,0.3982,386.3623,43.3227,14.0199,25.1096,39.1829,92.2893,71.6481,30.5088,20.0636,27.1146,21.1428,16.7549,32.7811,30.869,122.1404,27.2722,126.7441,92.3985,214.1603,399.7128,1998.0455,174.998,4.9229,20.9496,16.2349,26.1608,497.3064,54.0275,299.2772,244.1539,121.8346,126.6664,494.7516,237.0915,149.5775,203.0132,11871.0524,85.6466,288.6574,0.0,36396.6482,3623.0587,91899.4,904.2221,26.9724,0.0
ESP_R,83.314,8.4566,0.3716,2.8296,0.2145,512.1531,55.2779,5.4685,48.932,102.7174,93.3511,75.4337,36.2138,17.6952,43.7839,48.9289,26.5863,18.0797,49.3749,150.6798,41.978,160.4189,37.3811,37.3005,87.6499,939.2052,70.2742,3.0274,46.2443,134.281,32.0788,563.442,363.5739,181.5125,20.2433,173.5975,143.7632,749.2391,909.4842,172.9712,51.8202,144.7125,3659.408,160.783,0.0,19152.3085,699.8049,6615.6145,373.1552,77.9373,0.0
ESP_S,45.0276,12.7111,1.7571,14.1981,0.81,291.9021,35.0975,28.4437,57.7974,92.0639,198.766,101.6915,45.9025,87.0443,105.6359,134.142,21.4696,42.3013,65.8308,247.4071,21.591,137.0707,339.4242,175.2981,177.1708,1451.8794,383.5972,28.5026,45.6001,134.0006,6.0046,477.7334,182.9688,87.7635,798.9493,250.1775,302.2584,987.1066,606.5184,422.49,290.2969,970.3712,2311.3176,1619.4757,0.0,12333.0405,6729.1515,1188.1864,683.1728,13.7249,0.0
ESP_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10674.2846,0.0,0.0,0.0,0.0,0.0
