V1,ROW_A01_02,ROW_A03,ROW_B05_06,ROW_B07_08,ROW_B09,ROW_C10T12,ROW_C13T15,ROW_C16,ROW_C17_18,ROW_C19,ROW_C20,ROW_C21,ROW_C22,ROW_C23,ROW_C24,ROW_C25,ROW_C26,ROW_C27,ROW_C28,ROW_C29,ROW_C30,ROW_C31T33,ROW_D,ROW_E,ROW_F,ROW_G,ROW_H49,ROW_H50,ROW_H51,ROW_H52,ROW_H53,ROW_I,ROW_J58T60,ROW_J61,ROW_J62_63,ROW_K,ROW_L,ROW_M,ROW_N,ROW_O,ROW_P,ROW_Q,ROW_R,ROW_S,ROW_T,ROW_HFCE,ROW_NPISH,ROW_GGFC,ROW_GFCF,ROW_INVNT,ROW_DPABR
ROW_C21,2316.7592,60.3941,542.5054,110.6412,59.6744,676.2852,521.5933,173.8561,318.7416,806.1903,1425.1369,7244.6198,1314.1268,606.9913,250.4635,472.3473,44.8526,172.4689,154.5067,121.3732,15.2535,204.4368,97.2618,39.2307,1747.4979,903.2199,131.6565,58.9865,40.6598,42.544,7.5508,69.5104,62.6372,35.755,18.0518,65.5385,294.6813,347.8579,39.2887,783.927,646.2083,9678.439,83.6013,193.0465,0.0,13021.7123,20.1145,4461.3293,873.2642,-360.1897,44.5173
ROW_C22,1525.1816,148.1478,1288.633,405.0385,103.4215,4121.1723,1557.599,171.8121,1285.5215,402.5548,1747.1603,911.1355,5055.5831,877.3335,349.567,515.5144,827.3394,934.8302,786.211,1593.0043,248.0775,2046.3875,147.0186,272.8701,8406.5713,5668.8852,7993.1062,190.7622,207.8418,308.3553,44.1521,395.9741,180.8187,150.7887,65.3641,246.2506,1689.1141,347.9665,258.3067,558.1063,259.8959,640.835,87.0656,504.6511,0.0,7670.4842,1.1946,142.1388,1708.1172,364.2659,4.4682
ROW_C23,777.1471,40.5184,1017.5277,576.1718,227.6948,1924.4212,198.3993,141.0087,133.2659,252.023,994.031,573.8515,306.7824,8510.1253,760.9401,347.2113,290.563,353.8461,263.754,431.5472,79.9282,556.9972,262.2225,163.927,60276.5118,1544.0987,455.4017,40.5392,39.4708,99.4717,7.1431,347.0645,59.7565,120.3469,38.9445,130.9394,8216.3916,358.6977,186.1794,475.2689,412.9442,374.5934,62.7556,321.0081,0.0,7214.6591,2.0791,120.7894,2489.4909,1443.487,5.1259
ROW_C24,362.8389,24.9315,3494.621,742.6153,566.7667,906.72,231.9616,141.2829,327.2907,574.0417,1499.6656,190.3578,872.0913,1970.7469,57425.228,20416.8109,2154.3314,7904.0912,7417.6713,4852.3623,1030.3382,4994.1385,370.3311,598.2975,33837.662,1263.7728,496.9657,99.8641,86.0777,189.6276,3.5297,73.6116,58.5423,118.7688,22.4654,217.1423,820.3798,247.2525,86.8641,246.0822,126.2324,150.948,34.7689,276.3636,0.0,696.7656,1.725,46.9593,4050.0423,9836.7902,3.0297
ROW_C25,829.1266,129.1871,4550.6368,630.8133,414.9175,1844.2641,333.727,233.7754,151.502,346.9032,689.7686,187.8658,404.8775,581.2055,2052.8537,4800.7056,602.7879,1053.5449,4413.2709,2954.1762,611.3771,2134.8774,720.3006,277.9711,16944.4749,1637.8572,802.8999,133.4181,71.7925,192.0297,18.2867,212.694,101.4585,310.3709,105.1118,258.5642,3164.6163,423.5983,220.8628,1152.2687,333.1024,290.2859,104.965,506.1616,0.0,5806.9867,7.2348,257.8371,16296.4165,240.7966,4.3656
ROW_C26,334.5717,64.8369,843.8716,104.7964,78.8783,247.0952,91.3129,21.9916,103.8277,105.7289,186.8316,91.7191,87.6089,147.9721,137.7055,237.1985,7229.338,1134.6499,554.753,385.073,108.5372,479.1847,365.802,87.6482,2035.6826,1377.9342,286.6435,56.3637,100.8398,141.2496,46.8529,136.682,357.5003,2634.8907,625.0355,574.2468,115.4969,730.2718,256.7068,1041.3508,706.9446,1281.9672,146.1022,1014.9079,0.0,11802.7507,15.8643,600.4469,21793.6891,-2238.5129,41.5686
ROW_C27,422.519,86.2535,1015.5441,169.7625,169.0555,290.2798,98.0813,34.7164,90.847,86.5843,241.6873,47.7932,101.9168,266.1017,440.9725,557.1196,2361.3428,6117.0507,1532.7,1197.3568,177.6507,1136.8212,1215.5231,155.3436,9785.9848,1368.2706,1253.2063,109.5023,72.2351,193.3355,13.2583,267.896,131.5353,829.2253,151.644,151.6531,300.0881,339.028,189.2591,642.1542,445.7012,204.6021,110.8027,644.5114,0.0,8880.3666,5.8171,85.9683,12847.4961,-910.5757,19.4738
ROW_C28,1094.9114,108.0162,4909.8731,1033.5728,639.6581,759.9614,284.38,114.9877,244.8172,346.838,393.725,100.8972,214.5779,633.3642,510.4296,738.8602,632.0719,1187.1513,7059.1508,2685.9927,305.0717,1068.2791,690.4548,219.1956,6854.1125,1898.8941,786.0352,163.6367,149.6394,215.838,24.1179,145.8196,94.6492,621.5372,114.5485,159.2383,683.7324,367.059,296.55,3040.0362,483.995,327.8027,137.2176,435.0502,0.0,4399.6292,6.6942,144.1955,33486.9456,-4156.8104,4.3851
ROW_C29,411.5523,35.3973,891.6069,212.6152,248.1785,259.9584,93.7546,26.1448,55.2429,193.6725,210.482,45.6146,191.7814,325.979,602.0498,195.6141,126.978,271.037,1506.0255,38951.2352,1260.8191,350.1965,275.9969,180.368,1070.2373,4813.022,5644.3622,44.8779,80.6621,231.9395,41.6264,64.0945,33.9182,110.5481,29.0899,133.4257,180.5698,392.1645,556.3385,754.0309,483.5403,186.7128,63.7732,276.3523,0.0,24327.4881,7.8392,155.9574,41528.498,3128.3168,27.5225
ROW_C30,22.3945,149.0322,197.1112,51.8971,4.6775,20.1541,5.8312,3.5543,48.1939,21.3116,69.4397,15.9354,4.0617,6.7137,12.9222,12.0995,20.3497,12.1536,47.326,203.2349,2366.6934,208.5386,434.2585,12.0348,101.4476,170.2882,334.4736,434.4734,582.8171,128.4207,2.0954,7.468,4.5793,8.6141,2.4098,6.2191,26.1655,138.1546,140.8289,838.4774,47.7652,16.3633,38.4911,348.4107,0.0,2885.8812,0.1376,186.1299,11093.7962,-1013.7978,0.1911
ROW_C31T33,1969.289,211.3398,2517.9569,832.231,173.1762,948.2455,894.0035,210.3135,296.7761,443.3958,541.5914,205.3229,371.596,371.5126,691.9333,394.3047,428.0641,285.6844,337.0938,350.875,161.832,3485.1489,2470.5606,829.6268,4104.4301,2767.9631,3735.138,396.7374,635.3556,418.294,70.8911,498.0383,261.9405,917.548,257.4741,1973.3443,1955.9077,882.1834,493.2848,2258.3835,1836.5685,3306.8714,541.358,1016.6257,0.0,18952.057,13.8211,1052.4868,13708.6501,-3100.5678,204.5366
ROW_D,5163.8601,445.5267,14439.699,5426.3755,1292.8166,5595.7755,2478.3746,850.8156,2029.7669,3600.671,7625.8133,577.3228,1282.5353,6836.609,8519.0332,1085.0403,604.5649,614.3483,881.0705,713.818,181.2536,872.0471,42506.2542,2232.2485,3354.4817,12838.3029,6553.1872,295.6572,303.5302,1637.5524,285.145,4403.8687,922.7486,3080.3582,518.9516,2535.9854,4333.7412,2297.6169,1115.9313,9770.3908,7554.2224,4061.548,1609.8389,2469.1362,0.0,39024.4706,41.9861,4737.1494,1616.6041,246.9925,9.5749
ROW_E,931.325,82.169,1294.9332,473.5959,313.4534,947.7284,345.0481,76.4145,508.228,319.6397,1087.517,89.8854,196.0646,998.8584,2788.2119,276.1801,85.0032,84.1118,166.3997,96.3817,26.3874,148.3623,1376.1791,5392.3708,1655.4389,2099.135,466.5472,132.9045,63.2341,249.1501,42.6869,1679.9694,99.0101,207.3896,58.5367,481.5524,1360.9844,437.578,375.6756,5424.524,1741.6298,1080.1502,409.3986,539.269,0.0,9796.1981,139.5918,5175.6089,635.6467,0.5464,3.0308
ROW_F,2791.8898,209.2856,6148.7571,1537.0922,729.8521,1456.4164,432.0522,187.2928,354.4082,1023.3854,757.3186,178.1347,219.0086,659.5669,496.579,347.5336,192.2122,205.9297,374.7835,203.2728,74.8601,522.6028,3574.1809,1531.0505,115873.1054,6443.7275,1858.7848,258.6607,313.5471,2406.4892,230.3333,2134.511,498.045,1751.7048,270.3838,4204.57,88081.301,2177.8026,1030.2771,19645.2849,6419.8595,3262.5805,1579.8349,3323.6952,0.0,19098.512,95.556,3446.9127,503078.2649,-50.3849,25.5589
ROW_G,49723.0245,3880.5633,18088.5765,4716.2422,2364.8706,48912.7664,22928.9641,2939.3707,5114.3093,10345.4949,12212.3319,5083.1524,5857.2293,6842.2281,9700.1619,5685.1209,4435.0593,4735.0234,6310.2837,13457.6035,1373.7165,7171.6603,6414.2543,2003.243,43372.0922,63832.3869,21024.8773,2522.5275,3604.4151,2963.5224,637.4684,14957.2587,4021.4699,5361.8733,1656.6504,4380.6524,6642.6541,5162.9275,4856.8788,15091.3582,7993.7325,10707.1717,2062.737,4771.0917,0.0,188020.3741,141.9341,3945.023,63923.5383,25426.0465,509.6342
ROW_H49,11745.4801,754.3072,15028.9606,5156.0388,1778.8713,8882.4254,3192.1135,987.9027,1509.6086,5333.0706,6439.0183,624.623,1522.4178,4030.8663,4920.4656,2044.4468,612.9059,1040.6505,1255.1378,2701.8144,261.3616,1761.2393,3550.5582,694.3102,17650.173,46259.0689,19781.5013,1367.3885,1370.1378,4891.6935,662.6895,1954.0957,1181.4173,1226.6931,478.2647,2109.6361,1407.9456,2285.3207,2052.3601,7880.388,5609.1419,2326.3842,449.7159,5573.1676,0.0,62118.5361,31.0008,3528.6882,9331.5655,2789.544,1038.2137
ROW_H50,940.1907,209.0698,6997.3932,348.056,125.2077,847.502,481.9949,100.216,193.8178,1273.4192,472.2237,89.9534,174.5017,320.0147,512.9959,186.1417,161.3476,171.2372,214.3243,284.1411,54.8269,187.1668,211.3855,58.32,1204.6814,3485.6094,1524.588,6315.3921,341.5654,1369.2461,46.1828,240.9242,99.3314,124.6751,52.8545,129.9415,161.7078,218.1712,247.3731,709.2111,185.5221,222.9115,55.8782,327.036,0.0,10399.2301,5.4069,353.8786,1906.3316,1693.5667,278.59
ROW_H51,1057.1097,109.7957,2237.9669,280.0641,198.1528,966.4694,592.1493,74.6098,182.6659,433.3232,419.1011,143.3704,223.6439,270.93,410.0569,223.8009,223.3285,222.3449,253.0461,358.8132,64.5264,294.3236,372.1312,85.2109,1810.6899,2321.3918,969.6464,258.569,2362.4834,721.5659,242.8418,466.0014,223.6293,260.3832,226.6989,746.3437,453.178,738.7264,1473.4844,2489.6462,708.223,412.3584,210.4054,729.455,0.0,18353.985,9.3455,307.4347,2320.8466,2097.2317,676.7681
ROW_H52,1746.6673,261.6179,2779.5184,833.0492,282.5266,1997.3229,522.4113,141.3112,324.9016,1047.3382,741.4343,169.0924,220.8615,540.6417,624.8,274.185,174.6874,182.5636,249.6838,444.3573,55.2101,273.0541,406.3402,162.0095,2550.9397,13196.6938,6951.1632,3594.7591,4223.4192,5854.774,265.0375,387.9155,266.8281,282.298,117.5382,226.2021,406.5908,523.4462,503.2209,1885.7578,447.5779,285.5346,101.3255,442.2973,0.0,11650.8787,13.3353,3279.5746,1389.6345,550.4759,36.0638
ROW_H53,103.707,9.8963,393.8888,76.3872,34.7196,139.4028,77.5494,12.3093,51.1772,42.2594,100.0137,37.6398,23.4358,33.7323,34.9718,48.1011,44.5784,28.2743,52.9372,23.3034,8.3455,47.157,186.0094,66.9065,250.2649,2456.4227,143.8787,350.7881,59.1297,240.0632,1562.6261,211.1991,510.0606,660.505,126.7125,1374.1702,169.4655,474.6262,274.702,2149.5866,497.6203,261.4637,127.3542,317.5454,0.0,4266.038,3.4279,291.2088,100.1816,8.7706,17.4158
ROW_I,893.4543,104.9632,6216.3322,417.9272,199.9413,880.2787,337.0899,58.9874,151.5933,359.8346,388.1234,210.994,164.5928,219.8898,305.9883,197.3571,207.1074,164.7117,288.0089,173.4275,46.4639,284.303,1014.8168,360.9758,3068.9591,5684.3997,1873.7925,402.2736,2276.0959,1004.3327,127.7809,2547.1286,597.435,1494.6831,692.494,3400.3654,837.3164,2670.5696,2682.8647,7586.8968,4097.9805,3939.8185,1237.1555,2174.419,0.0,117272.7475,198.4636,3094.7653,552.3415,176.6625,6251.7522
ROW_J58T60,193.0336,23.8775,549.8995,111.9278,67.664,851.9232,206.3321,49.1788,385.873,119.8741,259.3481,149.7479,62.6196,182.5846,77.7009,86.3469,121.9254,142.4544,91.6933,62.954,19.6556,118.8336,216.7995,97.2219,524.8675,4016.4021,317.1231,75.0343,202.8943,174.407,94.0346,652.782,12340.6845,2744.1845,748.6221,1684.9044,403.1949,4489.8874,757.4372,2591.3837,3498.1646,557.0811,1050.2244,816.0975,0.0,19121.4065,240.9827,3707.3425,7364.4683,9.4678,81.3633
ROW_J61,605.9792,106.7964,2729.4685,270.8867,372.8779,589.2279,347.0661,69.5673,174.2264,196.6918,342.4004,125.3602,124.1736,254.3795,167.8693,206.5504,288.5306,166.7174,229.2979,121.737,36.027,246.7996,701.0984,215.454,2265.7343,14500.7075,1040.354,344.8386,308.2108,731.6157,328.5447,920.1237,1528.5819,26621.4755,1139.9932,5892.0155,1641.6656,2350.4092,1399.7483,6848.0085,2543.474,2462.7167,685.7564,1590.22,0.0,62510.1055,32.0359,1660.5353,1635.1014,3.9427,333.973
ROW_J62_63,162.6763,27.525,891.3146,137.8582,72.2008,442.6728,173.1436,29.7937,126.1648,190.2909,208.4044,139.3131,61.1354,112.9516,83.8381,87.5256,192.3513,113.846,127.4898,89.6304,20.7647,110.337,475.9603,152.7659,703.3704,2802.1795,432.3845,112.9995,283.9293,270.0737,132.6311,299.301,984.8,1936.4641,3234.4884,3341.9413,343.0771,1413.8425,617.8641,2997.1296,1072.7037,517.6894,297.8708,507.5166,0.0,4753.8257,20.1509,513.3698,9864.0798,17.1467,5.7309
ROW_K,4304.1653,468.0258,12599.5808,1321.8547,865.5033,3406.7633,2101.4776,299.8733,800.2103,1982.4466,1849.8221,601.0174,606.073,1255.0664,1776.2573,788.8787,578.1292,566.377,814.134,739.254,186.5169,830.8581,3737.22,710.6714,10998.2081,22009.3772,8281.2116,1449.2761,1934.068,1894.2237,310.341,2233.0222,1048.5244,2561.4424,926.5898,50089.1158,33526.5905,4556.0904,2690.365,10064.2582,2992.2981,2433.1333,971.9197,2191.7067,0.0,65468.7438,326.0895,7308.9655,1635.3945,43.6156,247.5581
ROW_L,687.1498,71.3946,2144.2565,339.144,300.3551,1187.7492,812.1547,154.8184,293.5796,231.0923,394.161,194.4885,204.582,311.2823,207.6799,342.87,242.5865,158.8486,286.8794,160.4405,62.4668,586.4265,924.862,276.0834,2902.5289,48231.4691,1099.2333,251.9189,362.5559,1540.7706,452.4178,5312.4059,1179.4635,2662.7986,961.2122,6344.3737,16754.3365,5053.0063,2347.0301,5578.4739,4660.2617,2099.2998,1600.2956,5436.8783,0.0,335102.8118,333.9341,2816.9086,11590.747,0.3383,1062.72
ROW_M,2219.6508,205.1195,6620.7736,1176.9277,995.5782,3864.5493,1296.9175,180.5908,533.6644,1074.2939,1510.2819,1253.6251,454.5883,810.9099,769.9489,586.0436,834.7618,558.2717,711.6206,678.6412,175.0078,725.4862,2312.2945,808.0354,13278.3853,13492.5877,1872.1103,556.7942,695.6379,1249.2877,277.0136,1882.3737,2540.399,3988.494,2228.4647,9902.0479,3279.4571,12405.6123,2964.6293,8120.1096,4074.0226,2468.1329,1375.7102,2746.2399,0.0,11220.1801,184.973,3395.8643,20735.1134,24.8609,136.3753
ROW_N,1317.1443,164.654,5634.1862,1048.4823,924.2796,2413.5258,806.2808,145.7157,438.929,653.811,731.1078,502.5272,356.4874,585.5041,586.057,429.3022,471.2874,316.5684,485.1302,405.3272,99.858,523.5739,1791.4165,651.525,5728.9689,8768.7203,2553.3389,1052.462,1650.2494,1871.5004,509.6032,2168.9419,1418.9668,3981.9516,1364.2883,4660.1149,2407.3352,3504.2601,5312.3187,5988.5032,3529.9161,2452.4296,1066.7049,2050.8332,0.0,11571.4166,119.9939,2206.2826,2817.5187,45.3801,143.4825
ROW_O,1026.0224,286.7087,3845.3311,569.7036,276.577,1391.3484,422.6866,98.0579,284.1096,608.5982,1475.2489,364.1769,217.538,270.2924,562.0802,262.4897,475.1211,171.2531,809.6737,396.172,66.0673,324.0191,929.5052,1407.1263,4599.8098,4928.455,3674.4781,1323.8971,1103.1437,1103.6889,436.7793,1004.7763,569.5611,4455.1132,502.3569,3039.6151,2245.3463,3108.556,1524.5286,78867.5526,5216.1396,3424.0454,1033.8331,1999.1598,0.0,51811.1964,1319.0809,391968.3088,5884.6893,6.1145,90.7978
ROW_P,302.0174,33.6378,2840.0114,554.8971,135.3381,376.6855,128.2997,43.034,78.8969,253.2496,584.0594,246.9286,88.3514,471.8524,300.7967,203.0095,155.8855,187.714,214.2549,171.5492,45.6228,151.4068,1320.3737,183.1692,1049.5878,4104.1846,473.4456,142.7172,616.4354,387.0485,65.5605,250.679,341.0709,868.4312,509.9537,4015.6673,390.7631,1936.1722,734.4762,9947.8816,18864.2676,1236.434,919.7815,1200.7723,0.0,110230.8169,3802.4093,127659.1907,2982.7337,26.1761,368.8573
ROW_Q,377.0655,49.3548,2412.0759,212.8797,31.4066,268.4697,91.5923,28.3756,45.4357,236.1102,864.3776,118.4433,45.1265,114.0884,1734.0751,147.5098,74.6241,119.6017,319.6958,71.9143,27.5761,90.1349,141.386,69.4157,556.0761,750.3462,867.9218,45.5478,44.3515,129.747,41.5309,219.471,77.6709,141.7409,119.7998,7441.4167,124.4128,420.9444,256.0305,2941.5404,1624.2791,39198.1947,189.9028,1582.3644,0.0,107089.9542,6364.526,95140.5674,583.1883,3.5208,275.1721
ROW_R,110.659,38.7361,265.4681,24.3672,10.9773,172.5233,38.1654,9.6533,22.8853,33.7531,81.5973,18.4233,13.3931,27.5909,43.4211,37.2476,16.015,19.6911,38.6016,17.2201,5.219,27.1668,1233.652,63.989,205.1813,1715.8935,230.1181,80.315,56.3883,178.1196,15.2271,391.4544,1252.9208,223.588,70.3257,329.8404,135.0267,636.284,288.0843,1505.6289,2076.7296,274.345,5500.4946,735.8047,0.0,19460.2586,2164.8181,5952.0487,705.2495,9.8446,1077.9295
ROW_S,1757.1042,495.271,518.3257,199.4944,70.722,489.6497,738.5249,42.785,107.9442,264.3135,438.878,208.1642,92.0723,262.5587,410.0199,104.9655,113.078,126.5657,109.8523,67.3147,26.8534,335.1765,779.1192,214.1541,848.4635,3698.0586,2419.1643,440.1247,670.0647,509.8802,55.7894,1332.2258,605.3966,776.3685,583.9206,1546.0379,834.0913,1283.0811,1074.7142,2620.2416,1498.2936,1814.5459,597.0684,9978.8048,0.0,60222.0217,8019.7365,4869.4325,7384.0177,-0.3368,310.2689
ROW_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25411.037,0.0,0.0,0.0,0.0,0.0
