V1,ARG_A01_02,ARG_A03,ARG_B05_06,ARG_B07_08,ARG_B09,ARG_C10T12,ARG_C13T15,ARG_C16,ARG_C17_18,ARG_C19,ARG_C20,ARG_C21,ARG_C22,ARG_C23,ARG_C24,ARG_C25,ARG_C26,ARG_C27,ARG_C28,ARG_C29,ARG_C30,ARG_C31T33,ARG_D,ARG_E,ARG_F,ARG_G,ARG_H49,ARG_H50,ARG_H51,ARG_H52,ARG_H53,ARG_I,ARG_J58T60,ARG_J61,ARG_J62_63,ARG_K,ARG_L,ARG_M,ARG_N,ARG_O,ARG_P,ARG_Q,ARG_R,ARG_S,ARG_T,ARG_HFCE,ARG_NPISH,ARG_GGFC,ARG_GFCF,ARG_INVNT,ARG_DPABR
ARG_C26,10.1435,0.3346,7.3379,2.5279,1.7001,16.6288,1.8058,1.0152,20.6404,5.3724,8.0969,8.3375,3.1544,2.2096,1.9818,6.7856,375.6709,10.4178,17.7058,16.3987,0.3471,3.3117,4.113,2.5005,69.2994,50.8084,16.848,0.1933,2.4496,3.257,0.5036,3.3517,196.3915,218.0461,31.3469,11.0221,14.7383,27.005,20.8627,18.6916,21.0519,61.3669,0.8275,15.3471,0.0,709.9513,0.0,0.9994,1261.8694,132.8972,0.0
ARG_C27,46.1597,2.5482,7.6294,2.2333,0.8933,95.3677,7.7115,8.7984,14.8773,45.6419,19.7447,26.3855,7.8559,18.8266,25.1707,25.7597,127.6786,129.0024,77.3271,65.419,2.1063,10.7724,29.3548,1.7604,189.6319,189.7103,9.1801,0.4434,0.9809,8.5347,0.3541,6.4172,27.2951,349.7584,36.1873,3.7282,10.2127,48.7773,31.3355,15.8725,9.8417,4.1626,2.2777,12.5572,0.0,1227.3291,0.0,1.1533,415.4028,109.5233,0.0
ARG_C28,104.1419,9.0375,32.9771,7.3603,10.4199,115.7148,21.2852,9.3355,27.5817,39.1327,58.4234,120.9291,6.9192,16.7451,17.1337,55.6153,19.1673,81.9318,415.2477,591.6823,9.7238,15.1459,28.8614,24.4956,327.9731,102.3518,109.9901,1.1705,4.9811,4.0613,0.7282,5.0723,5.9984,26.2556,7.6239,3.1806,21.9285,13.779,25.0208,27.1672,4.7298,10.4183,0.7286,2.4094,0.0,181.7436,0.0,1.7572,2561.3328,228.6201,0.0
ARG_C29,147.1208,7.9715,11.8188,3.7719,3.4007,127.703,12.6399,7.8875,21.2438,26.3121,27.8682,46.0827,12.661,12.6011,17.8282,25.0492,12.1968,21.9782,135.0894,904.6838,2.6357,10.2023,27.941,27.9181,106.0083,263.9474,104.7266,1.0646,4.2549,22.748,1.6939,12.4931,8.2225,74.6359,9.2597,24.4256,16.6064,19.2103,20.3935,33.8136,8.3442,15.6117,1.1638,8.5183,0.0,2278.2539,0.0,8.0086,1874.7337,321.0914,0.0
ARG_C30,9.4201,0.3147,2.1548,0.3881,0.3587,9.6959,1.1014,0.6422,1.5197,1.9376,2.9457,4.059,1.1706,0.8081,0.8501,2.1208,3.0098,2.361,10.5037,17.3773,27.7355,1.0523,1.1074,0.8059,11.3433,9.6202,7.0737,0.4719,1.2564,4.7349,0.1762,1.054,2.1036,6.8518,1.6899,0.7425,1.414,1.8363,1.6773,3.1326,1.1335,1.362,0.1905,0.4882,0.0,173.7034,0.0,0.7107,132.1042,11.3201,0.0
ARG_C31T33,26.4189,3.9175,36.6047,5.006,1.2225,72.036,15.6453,7.4298,58.1919,5.798,26.8581,26.9213,13.2731,5.5531,28.6192,16.5222,9.089,11.9029,34.7358,213.1306,1.5531,29.2028,7.8546,30.6176,136.1103,114.9083,17.9654,0.2479,8.3519,6.6285,1.8909,11.7485,26.3004,30.3213,16.5399,21.5469,17.4708,41.8581,36.6474,95.1882,59.9866,31.2464,2.1718,32.4621,0.0,1406.8273,0.0,7.5053,427.5799,45.3604,0.0
ARG_D,67.5709,6.0022,68.056,374.227,123.4064,1059.0198,95.3304,38.2134,133.2746,115.9901,195.0878,147.5782,132.9159,314.0041,309.2905,67.8229,56.5874,27.8405,37.4042,55.5616,3.8792,25.4884,4223.151,96.6457,250.8765,1059.8474,494.9915,0.341,80.6073,121.2684,7.88,164.765,34.4554,319.0304,49.3568,106.2467,11.154,54.686,33.2997,270.9106,190.4612,208.3954,9.1318,65.5296,0.0,4507.6074,0.0,0.0,0.0,35.8467,0.0
ARG_E,15.162,3.3709,1.5899,26.7665,0.4687,234.0836,7.4427,0.7368,199.3236,9.6484,75.6731,132.2768,8.7449,17.3655,258.537,61.1095,0.6125,16.6254,2.1721,40.4264,0.1972,79.1399,16.1062,177.2723,14.4917,335.8161,98.3645,2.1932,57.6525,20.6486,0.2049,53.0128,6.3737,3.4277,17.3411,74.0682,0.037,137.1685,160.9121,686.1535,169.7027,95.9237,3.0188,27.5895,0.0,1115.0727,0.0,72.5941,0.0,3.5319,0.0
ARG_F,17.5488,0.0004,16.2949,83.6883,0.0,94.4802,7.4006,4.462,11.9578,39.6736,15.8427,39.1988,14.9689,1.9224,17.1081,2.8292,4.1663,0.5478,13.6618,13.9737,0.9727,3.6008,40.0602,83.0835,1912.327,347.3006,638.4844,1.5739,6.2148,54.1173,6.6589,97.0756,10.4557,225.3678,23.5781,52.0325,859.1059,141.2111,358.2466,366.4507,110.5024,247.3924,0.0528,21.2858,0.0,0.0,0.0,0.0,19533.9227,0.0,0.0
ARG_G,5592.0762,100.276,251.1716,252.0177,80.4794,8273.2911,625.0808,214.611,658.1824,817.2013,950.5909,1323.1708,668.7211,381.488,240.5356,268.2605,468.1182,248.3651,529.6401,1109.9458,33.9505,205.7165,674.2209,216.6506,1695.4108,3833.7684,1351.1548,4.833,216.8128,160.6761,40.6744,1414.8014,530.0601,2945.5533,615.2463,624.8087,299.3139,727.024,504.9958,573.8382,384.0238,1001.7551,45.473,381.1326,0.0,26836.476,0.0,436.8355,2828.1035,2575.6881,0.0
ARG_H49,3833.989,3.5893,42.5819,39.5815,87.0447,670.8453,47.881,63.9362,176.5559,311.4537,163.7492,153.5946,90.772,160.5439,89.3866,98.003,44.7584,64.5576,80.2504,138.0744,6.6855,46.0124,517.0404,19.0076,333.9861,450.6564,32.8598,0.9907,6.7159,4.8223,110.6478,53.9542,35.1325,18.9366,8.1102,80.8966,137.0073,19.4087,26.4704,12.8062,72.6918,58.4648,3.6735,45.7248,0.0,6015.2382,0.0,8.9648,217.7886,133.7994,0.0
ARG_H50,0.1425,0.0,0.0,0.0053,0.003,0.1945,0.0319,0.0103,0.041,0.0004,0.086,0.0674,0.0798,0.0167,0.0434,0.0365,0.0534,0.0348,0.0577,0.1072,0.0057,0.0135,0.0,0.007,0.0999,0.0325,0.0286,0.0,0.0046,0.001,0.0,0.0258,0.0135,0.0059,0.0001,0.0098,0.0008,0.0068,0.0111,0.0128,0.0077,0.0436,0.0,0.0,0.0,0.0,0.0,4.4948,0.3916,72.4444,0.0
ARG_H51,38.179,6.5367,16.206,15.2002,9.1858,140.6104,23.9228,9.8692,38.7275,26.4784,44.3694,153.4688,61.1107,19.8815,22.3902,33.0333,39.3677,27.6602,45.2661,37.7091,4.0671,17.2636,12.6807,4.7488,27.1783,60.4977,7.8075,0.0879,50.7117,5.2373,18.5448,7.5078,37.562,25.4443,25.4596,29.6066,69.8658,64.2784,48.0401,193.4016,55.1828,15.8179,3.0107,9.731,0.0,1103.6807,0.0,6.3689,107.9703,141.2332,0.0
ARG_H52,29.9672,45.6272,50.7519,1.8131,15.5735,170.0516,9.6219,6.2946,27.5091,87.6728,27.6465,57.0137,16.7415,21.3936,31.1733,61.3099,20.6263,10.9644,40.9733,42.4196,1.1322,4.601,347.3895,8.096,38.896,664.6052,761.5085,38.2638,613.6783,384.8628,18.4501,17.7045,8.782,27.0784,12.3742,11.6499,3.2787,69.7404,44.5729,37.5943,1.8329,11.4452,0.7543,8.6245,0.0,1038.8115,0.0,2.1487,54.0639,31.5794,0.0
ARG_H53,6.8662,0.5257,18.8991,3.4716,23.3564,20.4537,1.5824,0.7489,11.2247,0.7561,4.2426,11.6904,4.7203,1.4088,1.2535,3.3064,2.1509,1.5657,3.4696,7.0924,0.2642,1.4653,16.2687,5.9234,6.5842,151.3719,85.3696,0.0072,5.0443,2.6359,6.2915,2.4642,27.5203,42.8657,27.0655,183.0748,7.9092,102.6151,43.5577,63.8157,43.5846,13.7568,1.0264,50.4642,0.0,66.0107,0.0,0.0,0.0,0.0402,0.0
ARG_I,71.5024,9.8923,36.8331,3.9754,62.0003,559.6508,39.9394,25.5085,103.896,22.6452,60.1448,469.3928,71.979,61.8748,27.9339,61.5029,46.8999,41.883,97.512,97.711,11.596,24.4445,7.1359,2.8001,13.6326,178.9755,64.3304,0.7188,10.3915,3.6046,2.5445,50.1709,72.7003,38.2587,31.4363,63.4201,3.5913,72.9069,44.7821,233.804,142.2837,228.627,7.8978,46.9097,0.0,7465.745,0.0,1.4524,9.3015,4.8937,0.0
ARG_J58T60,14.8106,0.2832,5.6226,13.3159,4.9366,294.5411,12.3626,2.4379,37.0409,5.5825,72.0216,201.7355,25.0763,10.2987,9.1637,12.8342,44.1421,11.1779,16.1329,29.6413,1.3829,5.9931,27.1014,3.9683,3.1832,617.7266,17.5009,0.3091,12.9233,5.9431,3.7175,27.8336,837.933,248.3832,252.4942,282.0117,10.5264,267.1257,49.3023,79.1677,88.0326,41.973,20.1894,43.3068,0.0,1731.6036,0.0,106.9689,246.3016,27.2358,0.0
ARG_J61,106.9838,6.4483,9.7902,56.5884,3.4761,77.4316,47.5761,33.448,130.3268,34.3101,56.8864,154.3268,97.1669,19.2565,26.2303,15.546,55.8305,39.7974,19.5832,21.8997,3.9387,36.3348,156.045,82.4078,104.5768,3824.3227,2.1778,14.6056,168.5471,27.6067,61.7987,194.403,528.4602,562.1565,361.212,1092.9143,150.1645,660.8397,283.0394,661.0429,97.5057,621.3982,139.6479,38.7077,0.0,4664.4526,0.0,0.0,0.0,0.2884,0.0
ARG_J62_63,0.0,1.8803,10.0416,0.0,3.5723,54.0824,3.0128,0.5445,3.2699,35.4941,5.8333,17.1744,1.848,2.0637,2.47,2.4765,1.2697,1.0182,12.4665,11.752,1.9019,12.6539,91.6563,23.6378,39.3745,481.5405,0.0,0.0,0.0,28.5947,2.1863,19.9177,160.8172,439.6887,370.9898,1113.3613,163.6711,710.2831,239.3478,237.6727,23.2888,152.8103,138.2732,158.9662,0.0,0.0,0.0,0.0,3316.2953,0.7611,0.0
ARG_K,458.3011,46.6364,253.4235,73.0561,48.5178,671.4102,70.6499,50.0133,125.9868,87.8524,90.6913,245.4745,99.742,70.249,63.1736,88.6972,35.7408,41.8446,74.4896,61.2645,7.2481,41.2229,238.6121,62.9632,149.4301,1975.2561,374.4282,4.3597,58.0571,112.2425,12.6987,162.7803,76.5558,298.0283,189.9987,2013.018,208.2152,484.7071,213.7131,1131.754,160.6583,240.8498,10.1751,94.2836,0.0,11670.8518,0.0,436.4592,14.7277,0.5756,0.0
ARG_L,2.0307,4.6392,36.2135,0.272,0.0,18.4834,14.9329,7.4495,22.2905,26.3816,23.319,23.2927,21.9154,8.4971,3.0497,17.3417,10.8503,4.9486,16.4593,18.1895,1.0775,7.6831,4.1606,35.4924,0.0,200.7896,203.8921,0.5396,10.5507,3.2625,2.3877,321.6138,34.9974,168.3903,0.165,106.4711,178.7441,159.6807,80.3106,110.5648,212.4559,180.1605,0.027,132.8876,0.0,17020.7882,0.0,0.0,2660.9076,0.0,0.0
ARG_M,44.7257,9.6304,54.7843,47.4143,57.1587,974.6918,56.7953,29.5738,89.1654,41.6764,195.6034,549.3487,102.1031,49.4271,51.9769,82.4866,61.5384,42.4397,88.3254,84.8393,8.0005,37.5325,348.3436,77.933,359.7553,2543.2782,389.6953,0.5071,26.004,55.8144,25.8433,251.8918,353.9117,749.9062,955.2701,831.9224,349.045,876.2621,261.9385,265.0721,255.3394,476.2247,51.4576,156.8698,0.0,2017.7357,0.0,138.8369,575.3558,2.4875,0.0
ARG_N,15.7058,15.2595,143.6817,142.3246,84.4226,245.281,43.7661,14.4264,70.3076,70.0658,42.7597,133.4936,36.2815,38.7979,15.6627,39.1359,18.0583,12.8575,53.5154,54.6332,5.2274,19.3728,126.6561,57.9291,134.3401,2994.5771,1135.3393,5.8443,142.7462,105.585,44.1859,62.7238,131.1828,1254.4665,562.1351,503.4258,166.0749,412.4962,335.6137,287.2808,219.1479,273.0263,17.8583,63.7226,0.0,2176.1376,0.0,0.0,0.0,0.1068,0.0
ARG_O,22.9162,1.8102,2.6351,3.9455,1.5316,9.5829,0.7843,0.4993,2.3643,5.3744,2.0804,3.4424,0.8703,1.225,1.2488,1.3482,0.6801,0.5792,0.7782,0.9276,0.0999,0.2887,13.9166,1.6547,24.7316,58.4018,0.0,0.2008,3.9751,7.5953,0.395,0.1497,4.9066,26.3784,8.8476,12.1428,2.4288,3.2649,1.6,8.9604,3.2097,4.7669,0.0297,6.337,0.0,4032.9358,0.0,30453.0636,0.0,0.0,0.0
ARG_P,2.6685,0.0431,43.0162,0.1117,0.0,33.6129,0.8607,0.0721,3.9217,24.4788,8.7616,19.9436,0.1569,5.6254,6.3841,1.8877,0.5262,0.3,0.1626,1.6761,0.0905,0.0201,25.4961,0.084,0.0,3.7312,0.1114,0.0619,0.5551,12.1883,0.0142,2.6617,3.6317,0.4473,31.2624,0.2133,0.7032,29.7463,11.0023,17.6478,24.1661,7.6167,3.5012,47.5141,0.0,7949.1424,100.8406,15546.2566,0.0,0.0,0.0
ARG_Q,24.4219,0.6223,13.4203,0.1172,0.0622,15.9315,1.6946,0.6617,3.3955,0.4335,2.5163,21.9031,2.1429,4.024,0.6093,5.1195,4.1728,1.1953,2.4386,1.9665,0.0891,1.3116,0.3353,2.127,0.0,216.6584,54.0167,1.6816,15.4047,57.2419,0.3811,0.9287,5.9997,20.7725,49.8825,44.0278,104.6986,457.1811,177.2088,58.8344,110.2475,2507.3339,0.3685,566.9791,0.0,10962.7907,45.2473,11948.2192,0.0,0.0,0.0
ARG_R,5.6411,0.0001,0.0,0.0007,0.0,60.5123,1.5517,0.1295,7.0393,0.0,15.5292,35.9023,0.281,10.0217,11.4684,3.3897,0.9479,0.5402,0.2921,2.9929,0.1606,0.036,0.0008,0.0002,0.0,6.7964,13.9789,0.034,7.7201,10.0145,0.0773,0.8016,7.5033,49.0349,0.0,14.7213,0.0,0.9608,4.036,15.5856,212.7123,6.5511,12.2633,169.9095,0.0,2150.771,0.0,1.2263,316.4013,0.0894,0.0
ARG_S,26.2144,0.0119,0.0218,0.0053,5.3036,6.6947,0.688,0.0234,2.9178,15.2564,1.5025,7.2652,0.2669,0.6437,1.1683,0.2332,0.4279,0.4713,1.0519,1.4193,0.0048,0.2847,0.3335,0.001,3.4325,167.1706,50.9005,0.0026,57.4244,0.0496,0.1583,32.8004,1.1969,1.1531,50.9815,129.0512,34.5835,30.2371,9.7111,0.5671,3.0166,124.1984,2.0087,31.5077,0.0,7385.5782,1069.6836,11.152,1.0284,0.3013,0.0
ARG_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2487.248,0.0,0.0,0.0,0.0,0.0
