V1,TUR_A01_02,TUR_A03,TUR_B05_06,TUR_B07_08,TUR_B09,TUR_C10T12,TUR_C13T15,TUR_C16,TUR_C17_18,TUR_C19,TUR_C20,TUR_C21,TUR_C22,TUR_C23,TUR_C24,TUR_C25,TUR_C26,TUR_C27,TUR_C28,TUR_C29,TUR_C30,TUR_C31T33,TUR_D,TUR_E,TUR_F,TUR_G,TUR_H49,TUR_H50,TUR_H51,TUR_H52,TUR_H53,TUR_I,TUR_J58T60,TUR_J61,TUR_J62_63,TUR_K,TUR_L,TUR_M,TUR_N,TUR_O,TUR_P,TUR_Q,TUR_R,TUR_S,TUR_T,TUR_HFCE,TUR_NPISH,TUR_GGFC,TUR_GFCF,TUR_INVNT,TUR_DPABR
TUR_C20,1281.5201,4.0917,25.7135,49.036,3.5125,502.0062,1722.5053,215.6572,654.9387,112.0781,3091.0027,199.1798,2454.4095,442.1881,492.7194,270.1756,40.6808,332.4437,98.0141,184.8435,33.9849,416.1267,88.4016,130.8416,682.562,418.9605,158.1632,7.8521,42.8338,25.304,6.535,78.9537,19.0786,4.7999,3.7316,24.5377,330.2602,95.7226,114.984,119.6251,22.632,89.9604,22.3632,81.1061,0.0,2156.7236,0.0,27.3517,292.0782,644.9402,0.0
TUR_C21,52.3301,0.2481,0.9518,1.629,0.1636,106.7504,30.7028,3.1414,11.4591,3.815,29.6061,411.2287,21.9151,7.6623,11.3053,8.4073,3.1188,8.0796,6.519,10.1934,1.2923,12.2722,6.0677,65.2145,31.1428,45.3135,8.8268,0.7981,2.4785,1.3566,0.6756,4.6358,1.202,1.5741,2.401,8.9316,5.0682,58.2666,5.9818,9.6147,10.3721,476.1078,22.5708,12.9769,0.0,899.0857,0.0,2523.8553,187.3569,195.0267,0.0
TUR_C22,237.4669,2.8379,19.6819,15.4565,1.7453,1157.9068,439.7955,78.8947,414.6033,26.241,315.1415,87.2231,1781.7592,178.5732,74.069,302.0766,68.5634,735.314,370.818,994.4364,93.9554,579.0455,39.7894,71.1145,3030.3706,745.1607,798.066,2.3725,2.1694,36.896,24.0245,37.227,15.2064,9.4092,1.8552,12.1996,773.3932,57.9782,89.2568,111.4616,6.5933,47.8761,5.13,84.0003,0.0,2507.3337,0.0,8.7647,676.7841,735.2372,0.0
TUR_C23,58.5129,0.1862,13.024,43.2292,2.1051,197.3436,50.9884,15.8576,19.1501,8.6244,85.2974,22.8879,197.5095,2161.9296,171.1008,148.4474,7.4761,144.5689,90.0932,208.3766,17.526,209.056,56.7218,27.4022,8728.0875,328.4023,242.4912,1.6901,3.5596,5.2052,2.1962,65.6849,8.5504,4.4279,1.7717,7.5656,978.1823,75.0339,56.1784,149.75,3.1306,140.4853,7.5608,67.3366,0.0,1115.0136,0.0061,9.5526,684.6969,531.3,0.0
TUR_C24,1.2685,0.1919,24.9207,18.092,2.6351,55.9168,13.249,39.4501,61.2281,12.0823,53.2104,8.9572,314.5626,149.1817,8930.0035,5670.0862,85.7731,3395.8208,2400.997,2196.9201,328.9757,1576.7469,27.5119,58.0243,6541.3944,428.32,68.2029,3.7229,0.0001,21.6829,0.0618,25.274,3.3931,1.5677,12.685,0.033,23.1848,65.0427,57.722,3.8327,0.0555,0.1737,1.1577,20.185,0.0,4.3575,0.0,0.0,0.0,1193.4383,0.0
TUR_C25,60.2522,1.1274,15.1316,25.8939,7.3099,391.2011,211.8191,82.7612,60.3116,15.7059,176.6852,8.379,259.0313,83.8013,402.3988,1496.985,97.2583,530.8094,845.557,859.8354,182.0342,806.1076,21.6859,44.5222,4957.3321,517.2098,309.1059,1.1907,5.7436,28.87,3.6983,17.1999,17.5533,32.6497,3.2611,15.5243,398.1268,35.3079,47.3874,574.289,7.4092,39.1709,21.4741,59.0036,0.0,1829.9674,0.0,26.5069,5850.4987,909.1858,0.0
TUR_C26,14.4832,0.0955,1.2725,1.5949,0.3729,15.4565,13.1691,1.3104,4.6341,3.0765,7.8157,1.3063,9.6246,5.039,6.3043,36.9944,586.8829,206.2199,60.4265,222.5505,13.7583,103.4549,67.2128,8.8602,138.6458,72.7954,17.6802,0.5421,4.5798,2.0433,2.6381,3.8736,10.2493,94.8756,21.437,18.4566,7.8456,55.5908,103.6947,36.8012,10.3843,101.1447,11.4362,68.7476,0.0,1919.8971,0.0,74.0076,1883.6343,265.8356,0.0
TUR_C27,32.0615,1.0174,11.7025,18.7669,1.2721,88.161,109.254,6.7657,23.3704,7.389,32.1058,4.1145,52.7468,66.2485,33.4582,182.8408,292.9238,1526.6854,442.3603,645.2557,73.7848,362.9031,148.043,28.7322,2175.0076,635.4706,72.013,2.792,6.6961,24.658,7.9829,118.8814,15.4798,96.2914,17.5031,28.8572,358.2579,188.4233,114.4308,218.8488,15.8055,46.0255,18.518,124.3867,0.0,3661.3398,0.0008,36.6384,3181.6953,694.8448,0.0
TUR_C28,50.0573,0.6243,66.9008,111.6616,6.5229,69.2173,64.2448,8.4114,24.2125,11.5154,28.0725,9.8463,58.8467,55.9681,50.3448,163.2117,56.3072,346.6009,1181.5939,1000.4183,103.2067,243.9421,17.6088,33.3073,1151.7826,222.5418,61.8708,1.1507,5.1669,20.1328,2.9457,13.5428,3.2001,5.3715,7.6521,5.2098,144.0783,37.3186,28.0886,53.3238,4.5525,44.2924,12.1524,31.1842,0.0,627.1583,0.0,26.7759,8219.9552,653.3971,0.0
TUR_C29,96.4674,0.2066,4.5328,7.8099,1.1504,49.2821,27.6931,5.1666,10.9092,2.7048,15.4248,2.8258,45.5428,21.7284,24.5288,91.8556,24.6006,57.1904,514.0208,6250.3165,50.3436,78.2326,6.1289,9.2521,346.723,1064.7122,399.8429,7.0046,87.0337,6.3092,3.3791,5.3021,4.5711,8.8222,2.8421,42.7917,38.4987,21.3174,17.4542,50.7446,7.7944,18.2397,5.1926,28.491,0.0,6625.1246,0.0,38.0954,6778.8393,1212.5961,0.0
TUR_C30,4.0411,17.0265,0.5723,0.5731,0.0827,7.3735,7.7136,0.4804,1.1785,0.7516,1.7032,0.4058,1.9305,1.2904,2.4298,4.8791,11.024,8.5967,24.0984,49.6248,549.0982,489.6043,2.4928,0.4967,17.7117,37.7215,65.2806,1.1529,15.8925,0.5372,0.2463,2.3783,0.3228,1.7521,174.2748,0.9736,3.6102,2.7041,2.1466,34.3764,0.5111,14.9666,0.4777,7.2128,0.0,386.6578,0.0,11.6632,3686.324,72.2079,0.0
TUR_C31T33,53.0519,102.8235,49.6239,49.1553,8.8862,464.1202,794.0624,101.1248,130.0358,70.2992,82.0867,32.683,266.8198,371.3921,217.8264,242.9577,46.1302,102.6341,220.378,187.8136,53.5376,1263.9124,6.4656,82.6553,817.3331,494.53,112.2755,49.7933,184.3701,148.3482,3.5709,144.7004,21.0294,94.3108,30.2446,259.1187,69.698,93.8064,79.269,100.9467,64.0322,1086.9121,55.53,72.7084,0.0,7105.799,0.0011,34.6215,5888.6635,439.5536,0.0
TUR_D,375.9292,2.3257,58.0497,36.397,6.2516,819.635,1087.2377,192.7211,277.2791,19.6099,353.6618,73.3686,508.1833,1219.1288,2360.7304,399.4044,21.2675,164.0543,255.6624,256.9186,40.2788,179.4778,33194.117,494.7704,306.7972,1718.8291,134.7094,6.7478,5.5406,167.7026,29.4426,696.756,63.4892,234.7887,44.2664,283.0205,1039.0114,295.7752,74.3023,1066.4799,480.1846,504.8834,158.7054,136.9628,0.0,11244.3783,0.0,9.1754,204.8463,2.065,0.0
TUR_E,126.5316,0.1906,0.7255,0.7709,0.9835,53.0942,58.7984,4.6224,202.0592,7.8615,43.5932,3.12,46.0024,29.7552,5553.4475,42.6306,7.5207,37.8741,21.39,31.1584,1.9426,18.9815,21.6638,891.4217,62.1179,128.3086,19.5261,0.9309,2.0521,11.8692,2.7696,74.2788,2.2677,7.8415,2.0096,20.8401,214.5075,39.9933,9.8478,133.3624,59.1309,92.2837,29.8554,22.9143,0.0,1611.9695,0.0001,1321.2728,25.3232,2.9371,0.0
TUR_F,200.7794,4.729,47.7884,52.2423,8.3833,303.1133,198.9026,67.9907,51.2045,19.644,100.2104,20.8664,103.7885,243.6131,206.1083,183.5524,42.0189,89.1829,119.1549,113.5147,49.1008,224.4584,297.3094,1089.4698,24613.2223,1534.7599,255.6109,12.5205,29.0414,44.7023,39.7854,154.4073,50.2242,229.3496,25.5407,153.02,1472.5913,535.5062,151.1538,2318.976,140.2989,220.1242,363.7252,89.9764,0.0,1845.3651,0.0003,34.0261,87920.5056,124.5374,0.0
TUR_G,3184.774,46.2742,286.8045,568.3179,12.3215,6758.6787,6813.802,399.5851,988.4128,666.1032,1438.2017,450.9264,1545.5179,1279.9353,1551.8574,1311.0944,526.2866,1415.6284,1289.527,3234.7062,242.3761,1846.8789,1557.8331,353.3598,6733.0271,3870.0268,3959.3112,177.3524,855.105,431.0726,205.8348,1849.2025,159.8224,182.2053,129.6901,354.5919,810.1324,682.7614,610.6719,1455.528,219.4233,1118.2392,129.54,477.0669,0.0,35885.473,0.0501,2610.9305,11865.7167,3909.5133,0.0
TUR_H49,1103.1486,11.4146,113.8152,198.1571,10.3223,2237.3166,1121.6265,153.7506,357.2325,322.4179,545.6582,99.9028,427.3291,638.1678,1071.0166,566.8663,81.5215,432.8731,479.0528,614.9396,72.6708,521.6916,440.3484,207.8425,1921.2586,4087.2675,9664.0776,104.2701,233.1049,500.715,362.1662,359.4817,87.054,95.8038,38.9912,102.2317,216.4438,481.0829,324.0717,1025.5179,519.9574,193.92,82.2082,158.9497,0.0,27662.4958,0.0026,271.0378,3324.7665,704.2753,0.0
TUR_H50,51.0758,1.2961,6.0089,10.4246,0.4336,118.0136,85.2186,6.3422,22.7133,75.7874,72.2323,14.4533,58.5317,41.0811,205.3738,66.2021,12.1953,43.9546,41.343,71.851,17.9058,42.8847,48.7942,5.6895,101.5335,562.323,300.5981,325.1298,79.4072,489.1047,3.8496,15.3837,2.1903,3.0763,2.6669,6.8812,14.0556,85.5272,9.7104,42.1866,2.3081,13.2654,61.8913,8.7501,0.0,571.7182,0.0,25.0222,195.582,379.5523,0.0
TUR_H51,42.4554,0.8564,3.6678,7.2025,0.2762,71.9006,54.8794,5.2593,14.8826,41.7002,30.6276,5.9785,28.0842,16.4154,49.1884,28.7313,9.487,30.6188,23.1744,46.5193,5.844,24.9726,39.473,3.4524,86.7194,51.8018,48.7631,4.8191,91.8073,10.2733,14.4215,14.1086,2.03,2.3057,2.8522,13.0966,11.9813,14.9571,54.1448,35.1475,3.36,11.1447,3.6379,10.7767,0.0,990.9392,0.0001,18.6969,141.2048,289.0193,0.0
TUR_H52,155.5597,24.8541,32.742,179.9796,4.2299,645.9528,301.7794,48.2731,114.528,139.2256,366.5175,33.4885,155.8299,135.0466,267.4739,143.9805,22.4406,133.2528,91.5262,160.8896,38.8076,106.4124,95.7507,75.7483,495.0659,2187.8482,2362.9879,1092.5458,812.7233,2430.9366,192.8427,68.9217,9.4247,16.0429,11.4552,69.4237,86.5582,67.5315,185.54,190.7953,13.4626,31.9443,41.8365,76.5469,0.0,1573.6258,0.0,47.0468,348.7837,234.7435,0.0
TUR_H53,4.0454,0.2052,1.3782,5.2094,0.4127,48.2896,95.9686,5.607,21.0471,3.2891,26.2367,7.3841,24.5878,19.8448,19.9785,30.5175,6.2337,23.0306,31.3847,9.2401,4.5913,51.6808,13.1391,8.2878,52.921,1221.6511,122.3425,10.2949,11.3656,89.3846,210.5507,9.5679,41.7558,145.612,17.0507,172.784,5.7156,123.3178,113.3595,81.1018,21.5616,9.2102,9.2823,64.7396,0.0,1109.065,0.0,0.6678,8.0324,5.1919,0.0
TUR_I,5.3783,1.587,2.077,0.862,1.2706,81.5543,74.5222,9.3784,26.0235,10.1752,29.2869,19.8802,27.4044,31.6644,48.6746,60.495,4.4334,47.59,62.5564,32.597,17.4596,52.0106,15.5846,29.7596,151.3498,756.9174,86.8663,1.3989,23.048,55.3097,17.9319,122.0775,26.2557,33.5964,54.6333,194.1296,23.9483,200.9562,1009.9753,201.5518,94.1429,228.1667,54.7628,101.7412,0.0,22456.7102,0.0,0.0,0.0,0.0,0.0
TUR_J58T60,4.5722,0.0677,0.5949,1.8626,0.242,87.9906,36.4376,3.1109,71.5984,5.5026,39.5391,5.4486,11.8421,16.5409,12.678,16.4457,21.7749,61.7925,22.3503,20.5883,2.7599,28.711,6.3626,2.5712,29.2372,478.5427,16.805,1.4137,2.841,19.188,14.3731,20.1747,747.7971,142.1791,65.7561,138.7727,9.9581,984.4215,52.1322,92.4949,67.6536,18.604,27.2609,39.9244,0.0,1290.0357,0.0011,486.4619,164.9779,12.9426,0.0
TUR_J61,41.2472,2.5501,1.3496,3.7322,1.1935,60.4059,77.6466,5.5702,21.4052,3.2472,21.8564,8.952,21.891,21.3171,18.4335,34.8009,5.2239,17.0211,38.3967,23.5054,4.2482,31.6732,21.9098,18.5891,110.3909,688.51,72.4918,8.1082,7.9515,34.8352,19.4342,43.9492,37.4147,1987.7937,82.3669,378.6712,27.1741,174.6126,80.0169,276.8417,32.546,84.536,28.0377,128.9874,0.0,7349.6701,0.0,9.0649,265.002,2.117,0.0
TUR_J62_63,9.1602,0.1042,6.6749,2.181,1.4386,224.8727,177.8554,24.8598,66.3322,26.763,106.1913,16.9502,90.8156,66.0268,190.1772,72.3654,12.8585,55.0728,53.9009,90.8974,21.2961,122.2378,285.3184,137.8634,136.8226,1449.6665,182.9185,26.9332,11.9945,62.9905,21.9774,44.6241,119.3993,164.06,493.2769,537.8417,14.9211,294.7761,244.242,67.8619,27.9586,739.687,33.4783,184.4517,0.0,1112.341,0.1824,102.4533,4005.4058,9.1323,0.0
TUR_K,165.8029,5.6014,48.1328,48.0414,10.6194,948.6676,743.5785,87.1291,204.1601,239.2253,315.2858,79.5137,261.1118,409.5701,664.7238,353.6914,69.4529,495.5147,339.294,405.3264,92.4478,409.1202,1603.8798,156.2141,1570.326,3428.7931,1139.5818,84.1145,326.888,327.8466,74.9396,207.1888,79.6241,333.8023,117.7245,6353.8716,1060.6495,491.2411,400.9989,488.3802,225.4233,338.2462,233.5608,329.541,0.0,13102.0394,0.0,16.3346,204.3864,5.484,0.0
TUR_L,23.6019,1.3669,6.2468,10.1475,1.6355,275.8056,918.7308,30.0891,187.6462,60.6942,101.5706,30.7048,148.4309,119.2834,104.7977,190.905,14.33,85.2698,143.6722,38.2955,22.2602,247.1774,179.081,62.8395,435.5693,5396.6909,354.5952,18.3478,56.1456,479.757,250.6567,1253.1475,106.2042,364.5717,101.5228,1151.7891,775.907,594.0222,225.8515,318.778,200.7587,475.7038,180.5902,234.7461,0.0,41591.3712,0.0132,1.1917,19.935,1.9537,0.0
TUR_M,214.6283,5.1318,22.2949,18.9289,26.1141,616.8168,439.5951,55.6954,257.9891,107.4278,346.716,86.2541,169.8019,234.5964,169.672,264.7603,64.8675,299.9653,219.5034,241.4358,63.3522,295.4405,267.7287,98.0027,3512.1244,3922.9649,471.5747,23.6683,119.7377,191.6416,63.438,318.03,281.6894,452.536,366.5246,1375.8419,276.8069,3586.9109,359.6608,751.7707,78.2281,508.4236,380.4447,792.8218,0.0,2588.1792,44.9263,288.7616,3122.109,11.1179,0.0
TUR_N,90.4029,1.2122,32.5051,21.1242,24.1232,524.301,475.8182,36.2702,142.3664,31.8499,146.6693,241.1891,248.2142,281.402,242.1621,236.2781,24.6855,146.6592,190.5661,228.0885,68.2737,171.583,241.4535,580.8119,1477.9499,2391.5471,532.4893,44.5513,238.1469,398.6287,314.2508,285.1828,153.5198,615.5868,150.0592,514.5018,732.2665,647.7154,1044.5978,1927.4086,355.7119,1320.0058,407.6959,276.6158,0.0,2791.6333,0.1658,27.6648,823.48,7.0372,0.0
TUR_O,131.715,1.8331,4.8754,14.1407,1.3707,158.2732,136.1784,13.0542,87.1652,20.283,65.358,10.1944,42.1433,53.0235,89.4141,69.9832,12.5198,37.7659,38.792,35.1716,10.3296,52.8528,220.3595,71.1778,295.8187,1054.5795,283.1423,65.4245,60.6315,197.9946,60.5978,164.8486,54.0429,130.4942,48.345,415.3037,161.4474,239.8646,59.1386,516.657,129.6551,160.4499,87.1956,62.135,0.0,5826.5582,8.6143,43331.5384,988.1045,12.5502,0.0
TUR_P,1.247,0.0162,0.7034,0.2834,0.1675,19.6293,7.8989,0.5624,9.6641,4.3762,6.7992,11.6711,6.1571,7.175,6.9415,6.4322,4.2506,12.8177,8.9827,29.9421,2.7471,7.7214,7.2837,2.9828,7.8193,122.1335,12.7258,1.0653,40.2488,8.6553,2.42,6.6628,7.405,11.0164,14.4101,166.8991,5.1337,120.9728,26.4104,579.516,268.6913,21.5106,19.2202,39.8538,0.0,7023.6293,139.3838,22286.1341,2155.3908,1.5107,0.0
TUR_Q,16.3368,0.0019,0.5828,11.3697,0.1963,1.8289,2.496,0.8006,4.1064,1.8372,7.1081,0.7611,0.775,6.3379,17.455,8.4399,0.7084,3.9838,8.391,3.2603,0.1713,2.903,1.6276,0.9955,2.3193,9.8833,17.0168,0.1634,2.9261,0.5469,0.669,0.4541,0.6379,2.0899,2.6584,20.1695,19.666,3.462,1.7609,13.9389,13.8068,1788.2643,8.3046,28.6039,0.0,6095.9366,193.2407,24525.0828,20.7587,0.1285,0.0
TUR_R,0.1703,0.0,0.2731,0.2642,0.0351,29.5377,0.9644,0.0,7.8328,3.6459,8.0513,3.5144,4.7908,5.5657,2.4796,5.3356,0.802,2.0743,1.4271,4.7726,1.1205,3.2406,2.8457,0.1376,1.4412,89.3023,9.038,3.0199,6.307,1.6049,2.6055,69.4833,157.0834,57.5364,9.4135,2.7661,4.436,133.8298,39.8148,9.4857,5.8496,23.7274,1139.4269,0.4148,0.0,7188.2609,0.0,2149.6638,116.8771,0.0348,0.0
TUR_S,19.5325,1.8895,0.6355,1.7056,0.2986,30.6617,43.7352,3.2804,10.8085,8.2978,11.0832,2.7901,12.5417,11.0877,17.2753,24.881,1.0279,8.3137,11.5513,13.0473,2.1479,14.5385,11.9558,10.5136,26.9615,347.2666,56.3988,16.1921,5.6087,43.2906,7.6513,59.25,6.5613,25.9191,16.2837,71.1216,19.3975,73.3575,79.8272,11.8726,16.1807,27.7403,8.7961,311.7393,0.0,6050.9422,2233.0609,1281.2419,1061.2917,0.3272,0.0
TUR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.9464,0.0,0.0,0.0,0.0,0.0
