V1,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T
CHN_C20,136124.1307,1222.6733,25855.9087,21349.9797,1974.8271,4979.2459,54491.3043,13114.4797,30294.5432,10392.2796,359145.0345,13396.6075,148682.1715,37146.2765,18216.0781,13568.6804,17862.9456,30521.7227,8661.3832,7956.6956,2966.3906,18661.6967,290.9828,12524.1157,87965.9741,16966.4125,765.1103,67.6125,301.2633,70.2814,107.9867,2459.5909,1398.837,17.1776,622.1276,192.2035,129.0692,32487.3631,574.5192,2336.704,8448.241,491.3525,65.3335,4149.0949,0
CHN_C21,13371.3173,1717.2067,237.1385,21.4835,1.4007,1254.2602,124.3606,0.4865,1095.4947,13.9688,1953.2442,88452.8907,149.4567,879.0573,240.3319,277.7494,885.2511,175.7173,565.473,14.7787,18.3249,183.7012,26.0007,354.6183,3356.1526,80.0712,44.5874,44.8524,32.1445,40.8697,70.9607,40.7213,24.3303,186.2013,106.2927,61.0343,7.189,5223.515,45.1501,239.8739,1092.7104,155277.68,6.0135,110.9092,0
CHN_C22,19834.5302,428.631,1847.8617,3212.5392,1504.3592,16643.2461,14202.8365,1627.4561,9807.4898,1294.3602,28251.1357,2280.8392,113928.9729,10217.7751,1513.0918,9045.0875,31676.6813,39730.5664,29254.9123,35771.0814,8558.7311,17150.4542,110.8734,5509.9402,50713.4768,14864.4412,10713.6682,49.1644,83.5883,2717.899,1578.4538,1443.8802,157.7049,617.3485,655.6558,72.1719,193.919,5235.1209,502.5546,307.7576,85.5861,524.327,57.82,818.6666,0
CHN_C23,766.8262,445.3392,1636.6517,4345.4485,1053.4385,6037.3254,634.6371,681.5697,668.5663,2750.486,5907.832,3201.6598,2447.0805,187547.0022,23748.1319,10190.2101,25047.6181,25401.8227,8598.6238,13290.5704,1023.625,2769.2558,2557.8881,873.9272,611609.5355,757.6086,282.7994,43.0528,83.9213,124.7193,8.709,399.1875,1.7612,101.0518,0.5295,41.7759,14.6445,2190.1671,61.0645,14.6908,1471.741,271.5448,0.8987,19.8644,0
CHN_C24,487.9686,174.6585,21067.5711,3357.6968,2430.4981,514.2551,643.3302,368.4044,12819.7355,183.1176,12208.7436,184.2387,5377.6206,29177.4465,499709.0943,237595.8441,45152.5912,177490.1126,164078.8651,75954.4787,23749.0178,21138.2303,600.8892,1671.5827,409546.0787,803.4421,720.1842,186.9713,141.2002,70.0472,4.5541,18.649,18.8633,7.2073,3.6401,26.9192,238.8216,757.2293,22.798,0.247,89.5828,1.1505,0.459,27.1705,0
CHN_C25,1751.2763,201.7808,14153.2588,10124.7304,986.0479,4085.1966,2516.742,2327.9304,1527.6458,347.3274,4445.5884,1338.9584,6984.519,21085.2258,4852.5265,122872.8732,23296.1822,34979.5244,79440.5994,26208.0308,13874.9516,10704.3668,2849.917,3178.4671,159629.6071,10756.851,673.2599,425.404,67.0294,1967.9998,115.7622,414.2728,25.6445,235.2641,190.8598,58.6348,475.6701,31610.1051,1502.9442,1065.6037,1309.5518,73.2485,39.7661,593.9529,0
CHN_C26,481.2786,111.12,4352.2133,320.8973,489.0635,734.327,317.0705,50.472,535.4443,659.5226,1156.8683,416.6217,1321.7946,1245.42,1346.0855,5880.6654,593868.6835,52073.4036,49668.9405,15760.3046,10151.2901,4300.3538,17892.0655,2430.335,11700.9293,37102.3067,2263.7078,455.2815,1029.2885,2139.0826,159.3139,974.8373,977.7218,9580.8578,19811.5827,617.9891,138.2762,58809.641,946.9618,3850.8149,5548.1076,10278.6479,215.9045,1816.0941,0
CHN_C27,396.1608,82.6571,2437.8278,2707.1587,175.4121,707.4654,503.1419,131.083,280.2731,137.7763,1089.3727,140.4347,1619.3442,1863.3899,1299.1118,7866.1625,71133.9217,142813.9923,61068.7103,20417.0582,23634.0947,4393.5558,53161.7407,894.0536,113966.0209,32317.8505,2232.079,73.3547,1637.046,1573.9552,293.1029,534.8677,390.2515,5339.6723,3177.4855,66.9532,23.3653,23646.6358,683.0001,1804.6575,116.7977,378.7332,24.9891,552.9486,0
CHN_C28,16104.1642,5386.6397,34005.0375,19610.3245,3134.0895,2151.8939,3044.5964,1428.2725,2970.7319,2565.307,10081.9078,875.7124,3270.6158,18281.7522,25099.5473,33173.7118,37288.0903,30993.8575,225230.0579,29719.5853,12861.2513,4433.434,1264.785,1586.8136,43669.4724,1185.4701,2209.5517,3695.8057,1981.823,5832.6447,315.5367,464.6758,17.3606,410.7753,61.7877,1036.3936,118.9988,1065.3006,167.3321,158.5332,502.4462,141.4108,15.2124,63.6774,0
CHN_C29,2196.3271,603.7309,448.7,2495.0483,220.2252,189.4289,212.6552,27.5072,169.4106,7.4391,391.5646,34.5585,200.2794,2678.6026,337.4103,2536.0135,688.8131,1488.2553,19651.9762,266957.5847,1179.0935,335.7929,72.3739,1713.0368,1154.8672,28031.984,75764.6399,150.3209,106.6972,5009.4186,2007.443,438.5585,40.2641,104.0441,66.25,167.5265,9.5698,19054.2201,2590.8687,2176.0787,123.2532,33.9041,17.1342,914.4089,0
CHN_C30,1286.6639,1428.1824,230.0738,140.1809,6.0402,58.3814,57.2805,57.4244,9.8254,23.867,148.5393,35.3394,26.3401,63.0234,47.2239,64.8065,232.9057,357.9539,4122.0255,7382.4488,28809.2384,2518.4328,15.7614,192.5281,1207.4284,13183.4706,7681.4178,9389.8928,2846.0561,508.5546,2468.4208,4.9599,0.881,69.5187,3.6099,15.9179,9.2658,441.0057,131.6393,391.493,16.8326,128.763,4.5188,458.9634,0
CHN_C31T33,2398.3653,524.7433,2561.2382,885.6223,234.3877,1633.6982,1705.6915,801.6051,1194.7492,601.361,1394.1814,870.4734,513.4682,2396.8985,1934.5626,2269.4974,3260.9446,1721.1127,3320.9513,8676.1714,1736.2876,14390.3055,5233.9567,930.6126,14649.3941,6514.9722,1824.7874,203.9062,893.176,341.3595,604.9209,693.2471,480.8825,750.0928,2048.2188,5707.2968,1245.7569,18949.4763,1124.9225,10504.0211,5420.1481,548.3334,381.887,1373.004,0
CHN_D,16545.5409,1487.6498,32764.5519,29543.9264,783.4834,8487.4501,8514.7306,3502.0578,7671.243,6543.7294,49293.9319,4285.1858,7659.6266,39198.0064,80962.5104,27698.6479,12925.4518,8993.0867,16700.7057,6072.7049,2337.5002,4096.532,237908.8216,12821.1774,41714.9433,14971.9766,33869.8171,60.5565,200.1298,1002.5834,590.571,5996.996,806.5298,4874.5386,1880.5906,1982.779,1978.7765,6089.6228,397.3239,5231.9931,3492.5198,2398.8358,233.4912,1512.9745,0
CHN_E,3549.0525,485.1457,910.3512,953.5108,27.8112,1905.7613,857.2426,153.2122,13932.5126,307.2728,2199.4986,351.0309,2919.5928,2662.8634,72953.2151,7340.653,941.0852,700.353,1078.8439,395.7305,286.5228,333.6208,4407.4383,45511.1112,4106.5522,1789.7833,715.1838,219.9988,122.4706,64.2103,42.7812,1415.277,76.3462,237.8865,122.8196,315.944,282.8218,775.4591,159.3693,690.7936,701.1697,540.1478,91.7834,213.0596,0
CHN_F,1108.2334,47.5861,307.53,75.3486,6.8674,170.2936,158.5865,37.0425,79.4901,27.0868,307.766,48.5341,92.5567,148.7095,182.4598,137.1494,544.8696,149.4374,395.6954,112.942,51.5765,121.2437,2468.9677,966.6094,90112.2741,1493.7163,1068.7165,3.3122,74.6727,118.994,140.9287,670.5208,324.7959,475.9766,93.0043,1049.4223,4055.8026,673.8501,67.6354,5921.0316,2452.9846,740.6317,117.5759,145.8087,0
CHN_G,71098.8376,8371.2897,18217.0046,10681.2911,1247.7598,96563.4287,118967.3362,9963.8238,21287.8868,14097.9653,55944.8649,22377.7379,26874.3637,36246.7368,46481.6409,30103.8353,84358.3728,41899.0337,53564.3849,88969.9326,10952.2259,20290.3785,22873.2519,11524.8877,142381.3037,37310.281,50442.0758,4258.7216,3113.5753,8797.9942,2075.3379,30544.464,3413.5882,3782.8899,5126.8665,6578.6172,2055.5924,43761.0819,4265.9615,31952.8556,10116.7309,25434.0732,1095.3556,2706.2192,0
CHN_H49,36402.247,4633.8789,11597.0411,7189.3862,625.1408,36311.8329,23900.072,5108.1998,9104.7434,12912.4936,29615.8796,8382.1632,10401.8799,27922.9473,37111.8448,16264.1003,20782.2838,18144.1484,25951.0347,18127.4189,4181.3089,7270.8484,16504.2798,3607.7856,81532.0173,37099.5067,39796.8363,1477.678,1133.0321,15847.831,4199.0252,12061.5829,1452.041,1041.9515,2780.0141,2756.5724,812.0593,23221.607,6622.6263,10187.4219,6765.1362,7511.6661,388.2467,1380.8296,0
CHN_H50,6924.3821,1565.4777,2690.8945,1805.1025,93.5356,4296.6117,3071.3324,741.5287,1842.2831,4736.6382,7402.077,1225.8139,2771.4193,5422.5608,8864.3431,3217.2364,5382.6126,3627.7355,6609.6086,3300.3502,849.2903,1222.1362,3555.2383,734.5868,9113.446,15839.8871,1154.1157,15576.9253,88.2931,10121.3629,46.2109,935.532,109.1351,87.866,252.3291,134.2879,43.1724,3426.6214,141.2008,476.4344,592.8763,516.7678,29.1397,137.9096,0
CHN_H51,2318.5364,195.0099,579.9279,513.7759,43.3491,1458.852,1591.8646,273.108,542.6384,3122.7914,2045.5621,781.1083,799.5883,1118.8787,3399.6136,1032.3136,3676.1009,1573.0554,2146.3136,1594.8711,360.9173,496.0309,1543.4777,235.6384,3540.259,3664.0832,447.8061,68.2021,4769.989,444.1883,1238.8493,426.3496,252.8416,258.3368,838.2243,596.3319,179.0037,6943.9629,1123.9816,5076.7752,3011.6009,491.9048,65.4988,147.9163,0
CHN_H52,5486.3832,548.8808,2345.1384,1532.605,133.0623,6329.6937,8774.454,1214.8691,2209.4769,2133.9392,8847.5911,1513.786,5708.8462,5322.0116,9929.166,4712.2372,6025.5801,5250.0362,6538.6689,7942.435,1510.2053,2418.3965,2869.2821,946.6027,17079.5089,8102.0677,8606.0811,7878.4693,468.6566,2831.2223,1286.462,1981.5438,228.5419,198.6943,398.678,314.8223,97.901,3666.8574,311.6125,1068.7006,566.19,1563.8644,80.0594,336.9452,0
CHN_H53,3915.5933,792.8256,944.4406,257.5895,26.7685,3364.1113,1120.4519,480.1038,515.6652,282.0858,1598.1625,1686.0473,742.4725,1713.5014,2466.5047,1509.1073,1554.5497,2924.0032,2008.2895,2191.1493,335.9282,700.1375,1390.674,245.2449,4956.3717,19799.3432,547.4444,14.6253,50.7534,117.7715,3228.702,667.1855,88.425,494.7835,1570.5176,2348.3138,97.2941,1735.3216,111.1633,1185.0259,811.8199,1232.8921,59.236,117.7922,0
CHN_I,5258.8102,566.2869,3057.5169,2632.473,215.4597,6555.3879,2801.5721,720.2382,2255.1722,753.0739,5268.826,4990.3554,2217.9459,5965.665,6273.1396,5272.2023,7030.9879,5234.9913,8096.8828,3737.0202,1339.6653,1902.0734,3170.9486,2710.9534,22561.8925,14953.3773,16011.8908,299.0953,2656.6585,3299.299,973.5987,1125.68,3791.9397,981.0527,3197.884,21811.7792,1627.6253,48918.8771,8312.174,37041.2862,15245.5138,1984.0964,625.942,1191.2668,0
CHN_J58T60,64.3203,2.3732,456.5986,190.3919,6.1382,429.2499,510.2929,116.4461,182.2043,110.2988,452.1165,391.8158,501.0898,725.9,919.212,528.07,945.6424,628.4322,1030.7571,284.6621,89.0849,198.9115,633.3109,442.2758,921.7997,821.7986,316.0426,59.8267,226.6682,55.8944,64.5271,470.029,2320.5581,858.6444,438.9759,641.8536,185.4543,2628.1134,42.9402,5503.458,2731.2486,210.8682,137.4261,116.3339,0
CHN_J61,2500.301,335.045,476.6403,502.4026,22.4907,774.0819,578.3843,161.6882,403.3428,65.7646,842.9814,509.4338,376.6626,1043.2365,532.9907,964.717,2253.8432,1026.3106,1486.9631,523.3853,134.0226,302.2133,2484.1551,1075.1763,24036.1996,3724.3307,3228.9951,3435.0055,433.4142,695.2115,1690.8309,1485.7629,874.6199,24265.9358,32129.2727,8187.4067,1172.9871,5723.0137,264.7522,27188.8274,6961.6054,4952.5414,255.2383,301.8955,0
CHN_J62_63,1078.9104,4.6444,383.7563,523.1926,25.4542,1074.4396,866.1001,113.2938,334.3542,69.1143,1214.3052,606.0991,459.0228,611.6257,688.3846,737.1024,11798.2586,1463.8006,1998.7089,855.9704,348.9863,568.1199,1688.2216,519.3299,12500.0724,3934.5753,3513.0917,1267.283,1052.3078,2537.5578,1014.1582,845.0856,665.5407,7099.0415,24282.8841,7210.1277,770.3942,6307.5418,422.3079,8394.3861,2243.7263,1513.5494,83.9319,182.9012,0
CHN_K,23727.2279,6780.3541,41649.8493,11997.7566,573.2976,7028.4514,6404.7168,1807.8208,6829.8943,4634.7317,17004.8742,6949.5839,5790.3532,17550.268,49611.9032,13764.9631,24231.6109,11821.2519,18523.0324,6417.526,3167.7285,3440.07,41599.5484,10152.7693,123673.5079,63937.8029,111807.3453,11132.8701,3846.2877,4580.8169,869.2194,4009.4576,1243.3728,4944.6599,7587.8784,51798.3045,48357.1414,52896.0216,4287.1502,16043.4401,14627.9639,2977.2847,700.8536,1075.8197,0
CHN_L,29.1632,0.0085,410.2466,43.4682,32.119,372.2052,227.7421,63.9987,110.7891,7.8111,178.6857,70.0497,406.9341,302.5315,48.3344,320.5115,657.519,420.7883,537.3285,221.2029,165.0566,514.8379,179.0021,864.2111,478.0058,110191.81,2384.6611,58.7589,598.4398,2348.5791,2850.6964,15950.4135,897.9298,5904.3585,22825.0014,34107.0086,11409.9828,38018.4313,2306.7991,11662.3401,19127.4427,4465.6764,1067.9413,9270.8696,0
CHN_M,16671.0817,1362.1424,16483.7476,8481.6334,577.018,25038.2913,8162.4908,1720.2575,5359.8919,2522.1412,17547.2041,15008.3782,8397.1056,11387.1108,10208.0228,10500.7578,24729.1592,13207.788,22427.8739,19918.9576,3526.9412,5119.0088,7312.3249,2367.3536,190751.5958,100782.7303,4328.8004,1172.7393,2926.9376,3605.3022,2372.1731,5038.5719,1997.1045,10062.6627,15753.675,28810.4189,13292.9866,101100.9654,2507.3696,4371.7088,3493.7374,1270.0146,498.5829,1339.6933,0
CHN_N,2272.2582,381.9203,9415.2576,3257.1912,198.8362,8216.5615,4759.047,4712.5606,2199.2011,1580.9916,3551.3051,7640.7674,10024.9015,6087.3485,4196.8883,4182.027,7841.784,4924.763,8244.8084,6905.3258,1008.5678,2295.7846,2506.3394,1537.7473,35773.2837,47179.8837,4814.4042,1319.3241,2559.2308,2386.4642,1283.2538,3276.2418,1221.2807,4367.2784,11575.5291,12726.4443,5876.3258,18155.9233,7300.4964,10887.6692,2468.4975,698.4883,308.8435,834.2828,0
CHN_O,857.9103,101.0465,277.6893,171.728,10.1882,316.5953,312.4739,51.3789,133.6913,52.2458,348.1886,205.0723,270.835,601.8058,332.2835,397.2592,438.6256,192.8478,518.943,228.9108,60.2695,214.9966,322.9911,449.2671,553.0983,399.8746,194.657,348.127,37.0561,78.1623,44.6815,145.5706,92.5788,207.6111,199.5073,464.4763,494.8673,1435.3865,105.2649,19219.7516,1071.9695,156.9597,36.5328,75.4654,0
CHN_P,333.1561,32.9935,244.569,70.7937,4.7599,168.9967,111.5026,29.1997,41.287,31.657,142.2162,126.2469,79.5543,173.3302,96.8151,186.0543,185.6543,116.0,329.6116,127.8862,42.2291,100.8323,50.3607,173.6714,1092.6696,1825.8666,1285.637,28.4328,82.7321,28.1814,36.5514,328.2512,145.7478,429.6643,99.8339,2047.1575,102.089,935.2332,47.7995,6829.5793,8814.785,685.6005,39.7685,77.7524,0
CHN_Q,230.5055,0.7054,370.6967,259.4274,0.0,90.9277,127.7971,45.9688,104.4918,623.3136,121.7225,68.6534,16.341,309.7673,593.2573,659.2266,296.705,358.584,500.9963,268.7482,143.4654,34.3191,466.4564,57.8445,1436.2758,479.3609,257.5106,22.9733,2.826,145.5455,0.113,11.5084,17.3389,7.2579,8.2475,181.1113,0.843,61.1982,1.6039,2158.3707,222.0364,2284.4731,8.9767,30.4306,0
CHN_R,124.5348,13.9825,479.0343,166.7681,9.8113,325.3513,168.0506,38.2404,58.1607,59.8653,178.0046,144.7085,84.1445,195.6496,192.6795,164.6266,241.858,148.2226,319.804,791.3633,33.7953,73.9929,387.6548,185.1781,1441.3367,1006.6252,271.7337,107.7748,39.5622,315.7111,25.2252,150.9648,260.1706,55.1808,528.8618,3581.5746,137.4303,1046.5461,142.6704,1164.5133,257.9544,70.1073,1655.6963,214.9014,0
CHN_S,1356.4083,236.321,1833.9411,386.5403,21.6873,904.3304,579.0697,188.0181,671.1738,273.3761,1230.6698,767.5821,771.2618,1300.0275,1011.3575,1428.4951,2066.7587,1570.4062,2097.1082,2228.7895,261.9831,454.0036,1755.2635,2881.2954,9693.9009,7713.5638,6045.2926,223.5585,167.3586,1219.2451,120.4307,1340.8473,580.4455,603.5248,464.0716,1108.5867,321.9433,5336.1099,395.293,7940.316,3874.0965,2573.6174,166.8939,1100.1801,0
CHN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
