V1,EGY_A01_02,EGY_A03,EGY_B05_06,EGY_B07_08,EGY_B09,EGY_C10T12,EGY_C13T15,EGY_C16,EGY_C17_18,EGY_C19,EGY_C20,EGY_C21,EGY_C22,EGY_C23,EGY_C24,EGY_C25,EGY_C26,EGY_C27,EGY_C28,EGY_C29,EGY_C30,EGY_C31T33,EGY_D,EGY_E,EGY_F,EGY_G,EGY_H49,EGY_H50,EGY_H51,EGY_H52,EGY_H53,EGY_I,EGY_J58T60,EGY_J61,EGY_J62_63,EGY_K,EGY_L,EGY_M,EGY_N,EGY_O,EGY_P,EGY_Q,EGY_R,EGY_S,EGY_T,EGY_HFCE,EGY_NPISH,EGY_GGFC,EGY_GFCF,EGY_INVNT,EGY_DPABR
EGY_C21,0.7241,0.2144,3.4718,1.4659,0.6546,3.3748,43.7931,10.367,5.2442,1.1497,36.0729,25.9985,31.9519,6.1625,22.5271,10.6116,2.6531,21.0816,2.2825,3.5741,0.1496,10.2377,0.0172,0.3781,6.1767,0.1533,0.625,0.0454,0.5315,1.2887,0.0049,0.9035,0.5607,2.1336,0.5875,1.1977,0.7357,0.164,0.4536,4.2861,5.5468,24.4554,0.5411,0.5429,0,2114.218,0.0,100.9238,148.9075,5.8502,0.0
EGY_C22,12.2967,0.1349,2.6725,14.8423,3.5936,198.3668,26.626,2.4772,2.146,0.442,29.8042,57.0688,7.0596,61.2333,7.5409,14.6458,3.9252,29.7865,1.8237,1.6275,0.0451,4.8474,0.0326,0.952,215.6931,53.2937,2.7895,0.0623,0.2315,5.8528,0.3694,19.5483,0.4065,1.1335,0.2992,0.5511,2.3895,1.7276,2.0006,2.4135,1.4582,18.8555,0.3249,6.3493,0,939.9682,0.0,0.0539,14.5935,27.5426,0.0
EGY_C23,7.0098,0.2417,9.7568,0.6223,0.1675,6.5891,8.2757,6.1279,1.8454,3.8752,14.3268,13.0536,13.3941,223.2854,226.4872,16.8887,7.0556,40.3032,6.1067,31.2527,0.6048,13.8387,0.0472,0.0999,1487.4542,3.3251,0.8256,0.1799,0.5989,1.9324,0.0282,29.1963,0.6993,2.54,0.69,1.9839,218.6453,36.0575,13.1,3.8351,27.8444,185.2137,0.5664,22.9843,0,2839.7423,0.0,0.0155,33.4547,93.1378,0.0
EGY_C24,35.1453,0.0,232.164,2.5899,1.1576,11.5724,5.7371,13.2789,10.0082,4.6366,7.7307,11.6167,30.5945,27.4845,3663.9857,1220.8855,107.011,682.6395,197.7179,582.0884,5.9208,120.8146,0.0041,5.6232,803.677,18.5825,38.937,63.3965,0.8515,59.4062,13.5702,12.3783,10.9992,20.2066,4.6148,0.6328,5.5218,157.7146,50.2984,12.9882,21.0988,18.4732,1.4935,15.6635,0,2965.8913,0.0,0.0,528.0992,5.0316,0.0
EGY_C25,63.3949,3.3441,46.56,3.0997,1.9059,49.338,17.6345,11.3887,6.7816,1.5851,28.72,26.7647,21.0306,17.281,22.2268,51.0711,3.3338,48.9535,3.7507,47.8398,1.0779,13.0175,1.1215,1.0504,147.2944,9.9699,27.084,22.3236,8.3378,304.7727,0.6302,25.1405,11.2353,33.1702,9.1319,30.2119,7.7423,13.5418,10.184,35.9724,31.9561,68.5318,5.6434,11.0756,0,1149.872,0.0,0.0103,1486.548,38.5934,0.0
EGY_C26,0.3706,0.0345,4.4621,0.0543,0.0392,0.8205,0.2507,0.0859,0.106,0.0661,0.2576,0.2908,0.1932,0.2763,1.4099,1.0121,17.0626,9.1623,2.8171,1.2503,0.0185,0.9535,0.0566,0.0457,5.845,0.6285,0.4166,0.3751,0.1269,4.5007,0.2291,1.0386,3.9281,14.928,1.7037,0.6945,0.0878,11.2123,1.7943,4.6714,5.1242,15.9522,1.204,39.1364,0,202.5995,0.0,0.1757,235.3215,-5.5189,0.0
EGY_C27,71.762,0.3112,13.089,3.2214,5.3527,24.0934,1.6753,0.5688,0.295,0.1192,0.9842,1.4952,0.456,4.8044,6.5438,3.0247,8.524,38.3564,2.3419,2.5489,0.116,1.9967,0.2167,0.7985,136.2078,3.2321,13.5133,4.3057,1.2525,14.2924,0.557,11.1002,3.8152,12.0554,2.1153,1.9053,4.9423,7.8935,2.4746,10.5831,6.659,24.8873,1.7322,22.0383,0,1019.4287,0.0,0.0,1535.1312,37.3255,0.0
EGY_C28,29.6125,0.3473,6.6093,1.3822,2.2008,11.9901,0.8142,0.2556,0.1808,0.0458,0.5561,0.8665,0.2402,2.2057,2.8141,2.1402,0.6039,1.7722,0.2458,1.487,0.0442,0.6684,0.1078,0.3421,49.1622,1.5577,6.0179,1.4374,1.0175,12.9896,0.0383,5.3062,1.0872,3.8678,0.9977,2.0856,2.2454,1.0895,0.94,5.2134,3.4467,10.6233,0.8698,2.937,0,201.7779,0.0,0.0029,529.4657,11.9513,0.0
EGY_C29,2.1709,0.0893,5.0047,0.0471,0.0505,0.767,0.1546,0.1647,0.0833,0.1003,0.0824,0.0774,0.0813,0.4576,0.4429,0.2759,0.0395,0.2775,0.1763,68.5521,0.4783,0.4387,0.1355,0.035,11.0712,3.339,5.1853,11.2798,0.5689,4.5144,0.0327,0.8789,0.5994,1.576,0.3803,1.6389,0.1589,0.6884,0.819,24.1336,0.7535,2.6628,0.2127,3.6033,0,1094.3534,0.0,0.0,817.1516,49.3934,0.0
EGY_C30,0.7419,0.0,4.6408,0.0153,0.019,0.0039,0.066,0.0662,0.0436,0.0662,0.0304,0.0427,0.0324,0.1902,0.2288,0.1,0.0272,0.0483,0.0513,5.74,10.2648,0.2859,0.0155,0.007,1.0407,1.6662,2.7824,14.2259,1.4123,1.7252,0.0083,0.2923,0.0272,0.0512,0.0175,0.1469,0.0005,0.3698,0.4944,8.568,0.0952,1.2175,0.0445,2.9877,0,29.9215,0.0,0.0,301.6027,-200.6449,0.0
EGY_C31T33,23.427,33.0868,104.3262,4.6408,1.307,143.0142,9.0018,2.4121,6.5944,0.6222,7.1595,13.5045,1.9747,20.7555,13.6325,9.1633,32.5153,30.2412,6.3211,7.2533,0.1628,19.9134,0.5091,2.6853,342.8472,19.0057,47.7986,4.6813,27.5845,112.6579,0.7405,29.9769,24.7706,93.7261,12.7404,27.7237,8.7235,26.6671,15.3802,76.6677,49.8023,166.5809,15.4868,78.8701,0,2399.5736,0.0,0.2042,783.8187,4.4851,0.0
EGY_D,8.3065,0.6712,10.7512,2.5105,1.2329,620.9123,39.0382,9.4554,78.4005,4.7116,63.1651,18.7047,9.8914,228.3154,402.3735,36.6807,0.8057,48.5479,4.8045,9.474,0.3692,10.0011,37.1648,37.1033,91.3034,34.5458,14.3087,0.4007,0.4681,50.2936,0.3072,133.6358,11.7433,34.3882,5.8951,17.4079,2.9071,13.1585,8.6534,311.1494,88.6751,158.2314,80.8509,55.7405,0,10794.3137,0.0,0.0,0.0,0.0871,0.0
EGY_E,0.5027,0.0529,0.9926,0.1702,0.2512,29.1316,8.7024,1.4293,2.5682,0.3063,6.2891,2.3643,1.3166,14.5751,273.1643,106.7515,0.0907,7.2387,12.4902,1.3825,0.0554,1.9267,1.1133,0.2288,28.9918,0.5707,0.2387,0.0431,0.0158,0.869,0.0046,1.3487,0.0073,0.0069,0.0256,1.5847,1.041,0.0958,0.0455,17.0256,4.2645,4.3378,2.6854,0.2678,0,1257.1356,0.0,70.827,0.2206,-0.0327,0.0
EGY_F,2.7604,0.0,1.1141,3.8045,6.2178,20.6352,0.3444,0.1603,1.0722,0.3377,0.6567,0.5837,0.2282,1.5166,0.1878,2.2941,0.2312,5.6155,0.5345,1.2485,0.0567,1.5986,0.3952,7.0846,5.8054,14.1055,35.3153,29.4192,0.1664,0.6699,0.0642,163.5422,7.7117,37.3326,5.8169,2.9605,465.2081,4.2507,1.1169,1385.6511,10.8149,50.5305,1.0745,22.6784,0,3530.1275,0.0,0.0,21370.2698,1241.412,0.0
EGY_G,1717.2625,90.1206,474.0947,17.6658,17.4439,2925.5613,552.8218,135.6206,366.1697,1139.3367,253.4936,182.4167,145.5976,217.7605,606.9,131.5053,38.2528,152.1156,29.512,137.4387,11.9548,399.2655,512.1506,22.5662,1123.301,139.5422,207.0316,57.1414,67.1607,187.8967,4.6551,351.5166,27.1748,83.3087,8.1792,112.6715,78.0262,88.161,54.3999,113.1275,85.1411,356.803,24.4782,125.4708,0,20673.2161,0.0,59.5066,2201.1163,525.8861,0.0
EGY_H49,192.4919,3.5922,46.6442,4.2631,1.9372,347.7505,33.2986,9.7534,13.5494,201.1177,26.4916,16.2452,12.5163,44.7784,75.6801,15.655,3.4593,17.4229,3.3336,9.2762,0.4283,21.6377,91.2756,2.8483,189.0999,33.6339,41.4635,13.2172,11.9625,46.5245,0.6709,36.7738,11.6623,37.6088,6.2137,38.9439,12.0337,10.8404,4.4557,65.1079,248.0056,116.2636,47.8804,19.5541,0,9620.0474,0.0,3.059,127.3377,47.6608,0.0
EGY_H50,43.4916,1.2627,6.3882,0.7785,0.6025,99.3201,16.1513,7.5427,8.1782,62.1998,22.6611,18.0208,9.3131,30.4686,41.8153,25.76,4.8852,46.2421,5.6082,27.7708,7.7289,28.6015,28.8639,5.5458,305.7466,806.3097,27.0996,243.7057,4.3187,19.5052,0.1784,50.6759,8.4952,40.1116,6.2309,30.8727,1.146,31.9276,11.9411,205.6635,8.0246,28.3838,42.214,23.6594,0,2910.69,0.0,1.7237,136.8574,99.2019,0.0
EGY_H51,35.187,0.9894,4.9026,0.5977,0.5519,54.8271,10.0986,3.5794,3.7168,56.2434,9.2577,4.9307,4.2449,11.5631,26.4272,5.8028,1.4365,6.9558,1.1332,4.321,0.2594,7.505,25.8554,0.7327,19.3928,6.4207,7.3442,2.5123,4.2456,5.034,0.0883,9.3228,1.2186,5.2888,0.8156,0.8594,1.0682,3.237,11.7453,11.2471,1.7684,7.5938,1.2955,6.7608,0,1870.5945,0.0,1.1436,60.2075,40.7641,0.0
EGY_H52,54.6807,1.0718,17.333,16.4072,52.224,236.5599,37.9416,38.4407,46.522,95.1353,58.7613,47.7632,15.4096,140.2138,49.3576,92.6271,3.3323,44.8828,13.0998,17.8649,0.8604,40.2623,30.3642,2.8724,209.7328,76.7444,47.5382,14.832,104.8284,789.7631,0.0847,121.3735,22.47,108.2378,16.8575,2.9762,1.8943,97.7078,21.8928,1.1145,25.9127,465.3546,18.3017,49.9973,0,8032.6738,0.0,1.1493,35.3401,27.2878,0.0
EGY_H53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,8.1421,0.0,0.0,0.0,0.0,0.0,42.7328,0.0,0.0,0.0023,0.0,11.8952,0.0036,0.0008,0.0009,9.7177,4.4664,3.0113,0.8404,0.0,0,322.4483,0.0,0.0,0.0,0.5991,0.0
EGY_I,0.6061,0.0104,96.8806,1.5298,13.1745,4.9974,0.5034,0.555,0.6947,1.6441,1.98,1.7083,0.3044,2.4071,0.4628,2.0716,0.4463,3.3103,0.5352,1.0195,0.204,1.1934,0.2715,0.2686,56.5417,6.9535,0.4594,0.0751,4.0442,9.095,0.0031,1.4814,1.4569,6.75,1.126,43.311,0.0522,8.2735,216.271,26.4875,3.7612,5.5506,1.1933,2.3786,0,8780.9372,0.0,22.3328,0.3701,0.1385,0.0
EGY_J58T60,0.0006,0.0017,0.2506,0.2137,0.4187,9.2157,0.0981,0.0296,0.2981,0.0773,0.0763,0.2533,0.0577,0.149,0.3185,0.1766,0.0219,0.2868,0.0585,0.0468,0.0013,0.3374,0.0015,0.0406,2.1896,3.7221,0.5858,0.421,1.5199,2.3067,0.0213,2.7947,22.5184,0.3724,0.0683,0.9898,1.4267,2.6246,0.8747,1.1227,3.3602,3.7879,0.7041,3.3513,0,722.981,3.6144,419.0996,2.9478,0.5197,0.0
EGY_J61,0.0021,0.0133,1.0139,0.6676,1.8899,18.1901,0.367,0.1091,0.5937,0.0137,0.0924,0.2909,0.1651,0.4694,0.4841,0.4379,0.0329,0.5772,0.1433,0.1065,0.0022,1.0425,0.0063,0.0803,16.0955,6.7248,1.8584,0.1111,0.8545,8.7883,0.1084,6.2788,0.1935,2.0146,0.0924,1.5414,3.8795,5.4476,2.451,1.7544,2.5325,12.8655,0.7322,6.9644,0,7016.072,0.0,0.0,3.8729,0.4382,0.0
EGY_J62_63,0.0023,0.0122,1.6439,2.5839,1.8761,21.7729,0.6299,0.1241,0.8723,0.0227,0.1818,0.6272,0.2272,0.6891,0.6515,0.6794,0.0693,1.0222,0.2238,0.2258,0.0026,1.2238,0.0134,0.1348,18.9989,12.6477,1.801,0.1295,1.9947,20.4494,0.1405,4.3896,0.5839,2.2747,1.7427,3.8546,5.1013,8.6102,3.866,3.0168,4.7645,19.5203,0.7057,9.1408,0,1049.5639,0.0,0.0,47.8439,0.4643,0.0
EGY_K,94.7567,0.3268,1828.4648,11.8159,6.0782,543.7839,415.3638,21.3041,67.857,19.3172,49.8697,88.0177,20.8908,76.2696,485.5993,87.5701,19.1464,269.2202,228.1628,105.9498,1.9938,34.7425,168.1652,2.6894,616.6113,181.5609,39.7266,102.7676,10.63,578.6107,3.945,55.9096,30.829,237.9307,25.7074,168.4051,22.743,23.5792,9.3546,498.7483,16.0464,51.94,15.7431,20.4986,0,5373.6044,203.9899,1147.8389,48.8748,1.054,0.0
EGY_L,0.4403,3.7022,0.7951,0.4107,1.1993,11.799,0.3858,0.0129,0.3525,0.1595,0.0508,0.0474,0.0404,0.2294,0.2635,0.1104,0.0185,0.0973,0.0469,0.2876,0.0067,1.6801,0.0037,1.8055,0.188,33.5945,1.6842,0.6468,0.5609,15.9984,0.0569,31.2559,5.6118,13.7074,10.695,0.17,4.1947,18.8415,5.0423,35.0956,23.0724,45.7484,11.0343,38.2026,0,23141.2312,0.0,0.0,1.8302,0.0519,0.0
EGY_M,0.1364,0.1025,18.7903,2.8222,5.6716,412.5489,2.3972,0.2945,3.1848,0.1859,2.2545,6.7013,0.8202,6.6201,4.136,4.1854,0.2188,12.3724,3.5507,1.9513,0.0402,5.3268,0.5294,1.1239,173.2172,106.0629,10.1432,2.194,3.8691,91.2295,0.3961,92.9275,54.308,215.3118,38.1404,75.8074,529.3814,57.9667,14.0501,240.3686,48.5466,114.8042,5.0705,36.7868,0,1660.8171,2.6763,209.2314,2064.7118,1.865,0.0
EGY_N,1.5158,0.0056,98.6217,0.6652,1.0961,162.3444,2.7896,0.1862,4.939,0.3606,2.0709,1.0291,0.8594,8.7988,7.0491,3.7431,0.1349,4.8654,0.569,1.1891,0.1268,4.8597,0.0297,8.6899,288.3421,46.6673,12.1255,7.2626,26.3328,110.9654,0.0505,115.7091,12.3543,28.801,5.6883,13.937,0.7087,68.2866,68.9161,7.7001,20.2482,79.4306,11.5656,34.6404,0,1813.7462,0.0,0.0,0.3912,3.0814,0.0
EGY_O,0.1681,0.0,0.0399,0.393,0.1187,0.6899,0.0189,0.0066,0.1037,0.0064,0.0164,0.0113,0.0047,1.8722,0.0036,0.044,0.0058,0.1521,0.0345,0.026,0.0011,0.0311,0.0127,3.2515,0.9376,0.27,3.1037,0.5588,0.0032,5.5234,0.0972,3.1432,5.3912,18.4222,3.127,12.7802,8.8419,0.1245,0.8248,35.6208,5.5116,7.9646,15.7273,0.7051,0,2886.6861,0.0,15002.7867,405.8826,23.585,0.0
EGY_P,0.0009,0.0,48.9889,0.0194,2.6933,21.11,0.0912,0.0011,0.1685,0.1048,0.1624,0.3241,0.0663,0.9822,0.26,0.1735,0.0059,0.5383,0.0773,0.1797,0.009,0.4424,0.0224,0.0343,1.0164,0.9154,0.1923,0.4251,6.4181,0.2291,0.0559,1.9891,2.3148,9.6033,1.3785,11.2502,0.0093,0.4745,0.1738,20.5769,6.5222,24.2101,0.2544,1.3672,0,4218.233,32.5434,8716.878,0.0401,0.0004,0.0
EGY_Q,0.0,0.0,0.0229,0.0511,0.1527,0.3131,0.038,0.0188,0.0404,0.0303,0.0754,0.0879,0.0,0.2138,0.0759,0.3199,0.0057,0.2506,0.0624,0.0562,0.0,0.0155,0.0,0.0,0.0,0.0,0.6272,0.0,1.4582,0.0,0.0,0.0,0.0748,0.3784,0.0544,38.6655,0.0,0.0,0.0,14.2852,0.1543,65.7112,0.0365,0.2524,0,7062.5262,169.0704,3277.0996,0.0,0.0,0.0
EGY_R,0.0006,0.0,0.0823,0.0946,0.0235,0.0541,2.5931,0.0222,0.0904,4.3274,0.0226,0.0206,0.0047,0.0731,0.6894,0.1991,0.0208,0.1644,0.0439,0.2561,0.0014,0.1329,0.0001,0.0603,0.4381,0.1699,0.5134,1.4534,2.1963,0.3806,0.0028,1.0102,6.0611,17.621,2.4856,44.491,0.0001,0.2995,0.1126,0.5905,1.8404,0.2458,2.9581,1.6472,0,689.6173,13.3941,2707.3838,0.0124,0.1276,0.0
EGY_S,19.1637,14.6118,136.7715,7.1198,2.2408,122.8423,21.0495,0.774,6.7796,12.124,3.2359,2.1682,0.9642,14.6906,77.7453,24.0827,3.215,32.5184,8.6411,4.9051,0.4374,11.9249,0.193,3.4432,858.8791,13.3086,38.4489,64.7103,60.5426,81.3744,0.199,75.4771,27.0948,113.6803,25.602,137.1709,23.1307,13.4514,19.4603,156.2678,90.4442,178.7247,57.7236,41.0095,0,2451.7633,580.3255,6.8027,16.82,0.3386,0.0
EGY_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
